Date,Type,Team,Conf.,Opp.,Venue,Adj. O,Adj. D,T,O.EFF,O.eFG%,O.TO%,O.Reb%,O.FTR,D.EFF,D.eFG%,D.TO%,D.Reb%,D.FTR,G-Sc,+/-,Win,Points_For,Points_Against,Point_Differential
2020-11-25,N,Villanova,BE,Boston College,Neutral,114.2,105.3,64.5,117.9,56.7,12.4,27.3,20.0,103.9,54.5,17.1,21.9,20.0,71.6,1,1,76,67,9
2020-11-25,N,Rhode Island,A10,Arizona St.,Neutral,113.7,112.0,79.7,110.4,59.8,21.3,27.3,62.5,117.9,49.2,15.0,37.2,75.4,54.3,-5,0,94,88,6
2020-11-25,N,Colorado,P12,South Dakota,Neutral,113.3,81.7,71.3,117.9,47.9,11.2,36.4,20.5,85.6,35.8,18.2,32.6,40.0,97.7,14,1,84,61,23
2020-11-25,N,Davidson,A10,High Point,Home,113.1,116.8,67.9,120.7,61.9,17.7,30.0,20.3,107.5,54.3,14.7,18.2,22.4,41.1,3,1,82,73,9
2020-11-25,N,Saint Louis,A10,SIU Edwardsville,Home,112.9,76.3,74.7,119.2,54.1,18.7,40.0,49.2,69.6,42.9,33.5,21.2,30.6,98.9,24,1,89,52,37
2020-11-25,N,Boston College,ACC,Villanova,Neutral,112.7,99.2,64.5,103.9,54.5,17.1,21.9,20.0,117.9,56.7,12.4,27.3,20.0,81.2,-1,0,76,67,9
2020-11-25,N,Kansas St.,B12,Drake,Home,112.6,112.3,64.5,108.5,51.8,21.7,42.9,35.7,124.0,54.2,12.4,36.4,30.0,50.7,-1,0,80,70,10
2020-11-25,N,Utah St.,MWC,VCU,Neutral,112.6,107.8,73.4,94.0,46.4,24.5,35.1,46.4,115.8,62.3,19.1,15.4,41.5,62.4,-1,0,85,69,16
2020-11-25,N,St. John's,BE,Saint Peter's,Home,112.5,118.4,71.8,105.9,46.6,23.7,45.9,42.4,104.5,58.5,23.7,26.5,20.3,35.8,1,1,76,75,1
2020-11-25,N,Texas Tech,B12,Northwestern St.,Home,112.1,81.5,79.9,126.4,60.0,12.5,36.8,37.1,72.6,38.5,23.8,17.8,32.8,97.5,19,1,101,58,43
2020-11-25,N,Texas,B12,UT Rio Grande Valley,Home,112.0,86.6,77.2,117.8,63.9,23.3,32.3,63.0,71.2,29.0,12.9,25.4,37.7,95.1,14,1,91,55,36
2020-11-25,N,Saint Francis,NEC,Pittsburgh,Away,111.9,84.3,75.5,106.0,50.0,19.9,37.5,38.1,92.7,44.1,30.5,48.9,23.5,96.3,11,1,80,70,10
2020-11-25,N,UC Davis,BW,Nicholls St.,Neutral,111.4,125.9,82.3,112.9,66.3,24.3,22.2,79.6,122.7,56.2,15.8,30.6,52.3,19.8,-3,0,101,93,8
2020-11-25,N,Northern Kentucky,Horz,Ball St.,Home,111.3,108.8,66.4,111.4,47.7,13.5,45.5,35.4,109.9,48.4,13.5,39.5,32.8,56.3,2,1,74,73,1
2020-11-25,N,Indiana,B10,Tennessee Tech,Home,111.1,86.5,73.8,120.5,60.8,10.8,28.6,33.8,79.9,44.7,27.1,23.5,19.3,94.7,18,1,89,59,30
2020-11-25,N,Wake Forest,ACC,Delaware St.,Home,111.0,85.9,79.8,139.1,65.2,18.8,50.0,48.5,63.9,33.0,31.3,23.3,45.3,95.0,15,1,111,51,60
2020-11-25,N,Memphis,Amer,Saint Mary's,Neutral,111.0,79.7,73.3,99.5,48.5,13.6,25.0,19.4,76.4,34.7,17.7,20.5,33.9,97.8,8,1,73,56,17
2020-11-25,N,USC,P12,Cal Baptist,Home,110.8,110.2,69.6,121.3,59.8,21.7,48.6,45.5,111.1,59.2,16.6,23.1,7.0,51.6,2,1,95,87,8
2020-11-25,N,UAB,CUSA,Alcorn St.,Home,110.6,82.2,77.1,128.4,58.6,14.3,32.3,67.2,64.8,32.5,31.1,34.0,19.0,96.8,16,1,99,50,49
2020-11-25,N,High Point,BSth,Davidson,Away,110.3,107.1,67.9,107.5,54.3,14.7,18.2,22.4,120.7,61.9,17.7,30.0,20.3,58.3,-3,0,82,73,9
2020-11-25,N,Navy,Pat,George Washington,Home,110.2,102.4,69.1,112.9,55.4,13.0,27.8,13.8,102.7,55.9,23.2,25.0,45.1,70.0,8,1,78,71,7
2020-11-25,N,South Alabama,SB,Florida Atlantic,Home,110.1,101.2,63.6,106.9,65.9,26.7,19.0,48.8,103.7,48.4,18.9,34.1,16.4,72.5,6,1,68,66,2
2020-11-25,N,Nebraska,B10,McNeese St.,Home,109.9,84.5,77.7,131.3,56.9,12.9,42.5,40.3,70.8,44.5,34.7,30.0,25.5,95.3,15,1,102,55,47
2020-11-25,N,North Carolina Centr,MEAC,Iowa,Away,109.9,110.2,68.9,97.2,47.4,21.8,31.4,29.8,140.7,56.1,13.1,54.1,43.9,49.4,-8,0,97,67,30
2020-11-25,N,Western Carolina,SC,UNC Wilmington,Neutral,109.9,99.2,80.1,122.3,63.3,13.7,31.8,31.2,94.9,43.5,16.2,20.6,50.0,76.4,6,1,98,76,22
2020-11-25,N,Houston,Amer,Lamar,Home,109.7,77.9,72.2,123.2,50.7,12.5,44.2,29.2,62.3,31.0,30.5,25.0,44.0,98.1,13,1,89,45,44
2020-11-25,N,Loyola Marymount,WCC,Southern Utah,Home,109.2,109.5,73.6,115.4,57.1,16.3,32.3,55.4,112.7,57.5,21.7,31.2,30.0,49.1,-2,1,85,83,2
2020-11-25,N,Pacific,WCC,UC Riverside,Home,109.2,89.5,64.8,101.9,49.1,18.5,40.0,44.4,92.6,52.1,21.6,22.7,31.2,90.8,8,1,66,60,6
2020-11-25,N,Miami OH,MAC,North Dakota,Home,109.0,101.8,69.4,116.7,55.3,14.4,28.6,38.6,96.5,45.4,24.5,35.1,44.4,68.7,8,1,81,67,14
2020-11-25,N,Louisville,ACC,Evansville,Home,108.9,72.5,63.8,123.8,64.2,18.8,37.5,30.2,69.0,36.2,15.7,7.5,44.7,99.1,14,1,79,44,35
2020-11-25,N,UCLA,P12,San Diego St.,Away,108.6,104.4,62.0,93.5,47.7,24.2,24.1,55.8,117.6,54.3,16.1,36.4,20.7,61.1,-5,0,73,58,15
2020-11-25,N,Michigan St.,B10,Eastern Michigan,Home,108.3,96.6,71.6,115.9,65.5,25.1,29.6,29.1,93.6,43.8,12.6,25.6,25.0,78.9,11,1,83,67,16
2020-11-25,N,Saint Peter's,MAAC,St. John's,Away,108.3,97.5,71.8,104.5,58.5,23.7,26.5,20.3,105.9,46.6,23.7,45.9,42.4,76.8,-1,0,76,75,1
2020-11-25,N,West Virginia,B12,South Dakota St.,Neutral,107.9,94.4,70.4,112.2,44.2,4.3,37.8,18.2,100.8,49.2,19.9,31.4,21.0,82.3,4,1,79,71,8
2020-11-25,N,UC Irvine,BW,Pepperdine,Neutral,107.6,114.5,69.9,103.0,43.5,15.7,34.9,20.3,123.1,56.2,14.3,39.4,23.4,32.8,-6,0,86,72,14
2020-11-25,N,Virginia Tech,ACC,Radford,Home,107.3,100.1,67.6,113.9,57.5,14.8,25.8,18.3,91.7,45.3,22.2,31.2,39.6,68.9,4,1,77,62,15
2020-11-25,N,South Dakota St.,Sum,West Virginia,Neutral,107.3,98.2,70.4,100.8,49.2,19.9,31.4,21.0,112.2,44.2,4.3,37.8,18.2,73.5,-4,0,79,71,8
2020-11-25,N,N.C. State,ACC,Charleston Southern,Home,107.2,92.4,79.5,119.5,60.4,16.4,28.6,29.9,76.8,53.4,40.3,25.9,50.0,84.7,10,1,95,61,34
2020-11-25,N,UMass Lowell,AE,San Francisco,Neutral,106.6,93.8,72.2,105.2,58.3,26.3,40.0,97.6,94.2,41.8,20.8,29.3,34.4,81.5,1,1,76,68,8
2020-11-25,N,Wisconsin,B10,Eastern Illinois,Home,106.3,97.5,70.4,109.3,48.2,9.9,22.9,50.9,95.1,39.4,15.6,31.0,22.7,73.0,14,1,77,67,10
2020-11-25,N,Oregon St.,P12,California,Home,105.4,89.4,69.1,102.8,49.1,18.8,34.2,37.9,91.2,44.8,17.4,18.9,24.1,86.9,6,1,71,63,8
2020-11-25,N,Rutgers,B10,Sacred Heart,Home,105.2,92.3,72.2,119.1,61.4,12.5,37.5,22.7,87.3,44.0,19.4,24.4,13.4,81.8,11,1,86,63,23
2020-11-25,N,Old Dominion,CUSA,Maryland,Away,104.0,108.3,70.6,94.9,42.4,15.6,31.1,24.2,120.4,55.6,12.8,29.4,28.6,38.5,-10,0,85,67,18
2020-11-25,N,Ball St.,MAC,Northern Kentucky,Away,103.9,110.3,66.4,109.9,48.4,13.5,39.5,32.8,111.4,47.7,13.5,45.5,35.4,33.6,-2,0,74,73,1
2020-11-25,N,Liberty,ASun,Purdue,Neutral,103.9,103.0,67.4,94.9,51.0,19.3,21.9,30.8,114.2,67.0,23.7,22.7,20.8,52.7,-6,0,77,64,13
2020-11-25,N,Minnesota,B10,Green Bay,Home,103.2,77.8,89.1,111.1,47.5,14.6,35.4,38.0,77.4,38.6,25.8,23.8,31.8,96.2,19,1,99,69,30
2020-11-25,N,Radford,BSth,Virginia Tech,Away,103.0,102.4,67.6,91.7,45.3,22.2,31.2,39.6,113.9,57.5,14.8,25.8,18.3,51.9,-4,0,77,62,15
2020-11-25,N,Ohio,MAC,Chicago St.,Neutral,102.9,106.0,70.1,119.9,66.7,21.4,34.6,68.8,87.0,38.6,20.0,29.4,35.1,41.4,12,1,84,61,23
2020-11-25,N,Georgia Tech,ACC,Georgia St.,Home,102.7,106.0,75.4,106.2,40.3,19.5,47.8,60.2,108.8,53.7,17.7,37.3,40.0,40.9,-2,0,123,120,3
2020-11-25,N,Sam Houston St.,Slnd,SMU,Away,102.3,115.2,74.4,90.0,45.2,17.5,23.3,29.0,130.3,61.9,21.5,44.8,47.5,20.3,-7,0,97,67,30
2020-11-25,N,Eastern Illinois,OVC,Wisconsin,Away,101.9,102.6,70.4,95.1,39.4,15.6,31.0,22.7,109.3,48.2,9.9,22.9,50.9,48.1,-14,0,77,67,10
2020-11-25,N,Towson,CAA,Virginia,Neutral,101.6,127.0,60.8,88.9,43.9,16.5,21.2,28.6,146.4,67.5,9.9,29.6,6.3,7.1,-15,0,89,54,35
2020-11-25,N,Little Rock,SB,Prairie View A&M,Neutral,101.3,102.4,69.8,101.7,47.1,27.2,48.5,56.9,94.5,56.4,34.4,32.1,7.3,47.0,2,1,71,66,5
2020-11-25,N,Eastern Michigan,MAC,Michigan St.,Away,101.2,110.5,71.6,93.6,43.8,12.6,25.6,25.0,115.9,65.5,25.1,29.6,29.1,26.6,-11,0,83,67,16
2020-11-25,N,George Washington,A10,Navy,Away,100.9,112.8,69.1,102.7,55.9,23.2,25.0,45.1,112.9,55.4,13.0,27.8,13.8,21.7,-8,0,78,71,7
2020-11-25,N,Quinnipiac,MAAC,Fairleigh Dickinson,Home,100.7,94.6,73.5,114.2,56.3,21.8,41.9,25.4,89.8,41.3,20.4,36.6,34.9,67.3,6,1,84,66,18
2020-11-25,N,UNLV,MWC,Montana St.,Home,100.5,131.2,73.2,106.6,55.5,24.6,27.3,38.2,124.3,64.8,17.8,23.1,44.4,4.4,-11,0,91,78,13
2020-11-25,N,Sacred Heart,NEC,Rutgers,Away,100.0,111.0,72.2,87.3,44.0,19.4,24.4,13.4,119.1,61.4,12.5,37.5,22.7,23.1,-11,0,86,63,23
2020-11-25,N,Alabama,SEC,Jacksonville St.,Home,99.4,76.6,76.8,105.5,43.5,13.0,40.8,26.0,74.2,34.1,26.0,36.4,24.6,95.2,9,1,81,57,24
2020-11-25,N,UT Arlington,SB,Oklahoma St.,Home,98.8,91.7,76.7,88.7,41.5,6.5,14.9,25.4,97.8,51.7,23.5,35.0,45.8,70.2,-2,0,75,68,7
2020-11-25,N,Seattle,WAC,Portland,Away,98.7,102.2,75.6,111.2,54.4,10.6,23.1,19.1,95.3,52.9,26.5,14.3,45.1,39.9,1,1,84,72,12
2020-11-25,N,Portland,WCC,Seattle,Home,98.6,112.4,75.6,95.3,52.9,26.5,14.3,45.1,111.2,54.4,10.6,23.1,19.1,18.2,-1,0,84,72,12
2020-11-25,N,North Carolina,ACC,Charleston,Home,98.4,84.9,73.1,108.1,42.3,12.3,39.5,33.8,82.1,46.7,20.5,20.0,16.7,84.5,7,1,79,60,19
2020-11-25,N,Abilene Christian,Slnd,East Tennessee St.,Neutral,97.9,68.6,70.9,98.7,54.1,21.1,18.2,55.1,66.2,32.4,32.4,31.4,33.3,98.3,10,1,70,47,23
2020-11-25,N,TCU,B12,Houston Christian,Home,97.8,77.9,64.2,107.4,51.6,15.6,36.1,21.3,70.0,34.8,20.2,20.5,12.5,93.1,16,1,69,45,24
2020-11-25,N,Western Michigan,MAC,Butler,Away,97.6,97.3,66.6,93.1,55.0,19.5,7.4,20.0,99.1,44.7,9.0,17.9,42.1,50.9,-2,0,66,62,4
2020-11-25,N,Butler,BE,Western Michigan,Home,96.6,100.8,66.6,99.1,44.7,9.0,17.9,42.1,93.1,55.0,19.5,7.4,20.0,38.0,2,1,66,62,4
2020-11-25,N,Appalachian St.,SB,South Carolina St.,Away,96.5,87.5,79.2,102.3,57.3,29.0,39.4,21.0,77.0,34.4,11.4,23.3,13.8,75.5,17,1,81,61,20
2020-11-25,N,California,P12,Oregon St.,Away,96.2,94.5,69.1,91.2,44.8,17.4,18.9,24.1,102.8,49.1,18.8,34.2,37.9,54.8,-6,0,71,63,8
2020-11-25,N,Florida Atlantic,CUSA,South Alabama,Away,96.1,109.0,63.6,103.7,48.4,18.9,34.1,16.4,106.9,65.9,26.7,19.0,48.8,19.0,-6,0,68,66,2
2020-11-25,N,Fairleigh Dickinson,NEC,Quinnipiac,Away,96.0,121.6,73.5,89.8,41.3,20.4,36.6,34.9,114.2,56.3,21.8,41.9,25.4,6.2,-6,0,84,66,18
2020-11-25,N,Oral Roberts,Sum,Missouri,Away,95.5,108.5,74.6,85.8,40.2,20.1,30.2,18.2,121.9,60.9,22.8,42.4,28.1,18.8,-12,0,91,64,27
2020-11-25,N,North Dakota,Sum,Miami OH,Away,95.4,112.4,69.4,96.5,45.4,24.5,35.1,44.4,116.7,55.3,14.4,28.6,38.6,13.1,-8,0,81,67,14
2020-11-25,N,Northern Illinois,MAC,Illinois Chicago,Home,95.2,104.6,65.2,93.6,43.0,18.4,32.4,29.8,99.7,49.2,13.8,21.6,15.0,25.3,10,0,65,61,4
2020-11-25,N,Santa Clara,WCC,Idaho St.,Home,95.1,83.9,65.1,95.2,46.4,15.4,25.7,32.1,75.2,42.9,30.7,27.8,24.5,80.8,8,1,62,49,13
2020-11-25,N,South Dakota,Sum,Colorado,Neutral,94.9,103.8,71.3,85.6,35.8,18.2,32.6,40.0,117.9,47.9,11.2,36.4,20.5,26.1,-14,0,84,61,23
2020-11-25,N,Eastern Kentucky,OVC,North Florida,Neutral,94.7,88.5,76.5,104.6,38.4,13.1,43.6,25.6,87.6,48.1,27.5,25.7,35.2,68.6,9,1,80,67,13
2020-11-25,N,Fairfield,MAAC,Providence,Away,94.3,117.7,72.1,77.7,39.2,20.8,20.6,47.1,134.6,53.6,9.7,42.5,41.4,7.3,-10,0,97,56,41
2020-11-25,N,UNC Wilmington,CAA,Western Carolina,Neutral,94.3,120.8,80.1,94.9,43.5,16.2,20.6,50.0,122.3,63.3,13.7,31.8,31.2,5.5,-6,0,98,76,22
2020-11-25,N,Charleston,CAA,North Carolina,Away,93.8,98.0,73.1,82.1,46.7,20.5,20.0,16.7,108.1,42.3,12.3,39.5,33.8,37.6,-7,0,79,60,19
2020-11-25,N,Florida Gulf Coast,ASun,Florida A&M,Home,93.8,93.4,68.8,94.4,62.7,33.4,22.7,5.9,81.3,52.0,29.0,21.9,18.0,51.0,6,1,65,56,9
2020-11-25,N,Oklahoma St.,B12,UT Arlington,Away,93.6,92.6,76.7,97.8,51.7,23.5,35.0,45.8,88.7,41.5,6.5,14.9,25.4,53.2,2,1,75,68,7
2020-11-25,N,UC Riverside,BW,Pacific,Away,93.6,103.5,64.8,92.6,52.1,21.6,22.7,31.2,101.9,49.1,18.5,40.0,44.4,24.1,-8,0,66,60,6
2020-11-25,N,Grand Canyon,WAC,Grambling St.,Home,93.5,85.0,69.7,98.9,44.3,20.1,39.5,36.1,76.0,35.8,12.9,20.5,31.7,74.8,9,1,69,53,16
2020-11-25,N,San Francisco,WCC,UMass Lowell,Neutral,93.0,106.2,72.2,94.2,41.8,20.8,29.3,34.4,105.2,58.3,26.3,40.0,97.6,17.9,-1,0,76,68,8
2020-11-25,N,Illinois St.,MVC,Ohio St.,Away,92.6,105.7,75.6,88.7,46.5,21.2,21.6,33.3,124.4,53.1,13.2,35.9,56.2,18.0,-19,0,94,67,27
2020-11-25,N,Mississippi Valley S,SWAC,Arkansas,Away,92.4,141.3,86.8,71.5,41.0,24.2,22.4,8.3,163.7,67.4,8.1,47.6,38.4,0.8,-29,0,142,62,80
2020-11-25,N,Bradley,MVC,Toledo,Neutral,92.4,82.9,65.3,93.5,44.9,23.0,32.4,16.9,90.4,41.7,13.8,32.6,12.1,77.6,-1,1,61,59,2
2020-11-25,N,Prairie View A&M,SWAC,Little Rock,Neutral,92.3,106.0,69.8,94.5,56.4,34.4,32.1,7.3,101.7,47.1,27.2,48.5,56.9,16.8,-2,0,71,66,5
2020-11-25,N,Saint Mary's,WCC,Memphis,Neutral,91.4,95.8,73.3,76.4,34.7,17.7,20.5,33.9,99.5,48.5,13.6,25.0,19.4,36.9,-8,0,73,56,17
2020-11-25,N,Austin Peay,OVC,Nebraska Omaha,Neutral,91.1,90.1,77.7,92.6,49.1,24.4,28.6,42.1,84.9,45.1,24.4,29.7,31.1,53.4,8,1,72,66,6
2020-11-25,N,Toledo,MAC,Bradley,Neutral,91.0,91.4,65.3,90.4,41.7,13.8,32.6,12.1,93.5,44.9,23.0,32.4,16.9,48.6,1,0,61,59,2
2020-11-25,N,Chicago St.,WAC,Ohio,Neutral,90.8,109.4,70.1,87.0,38.6,20.0,29.4,35.1,119.9,66.7,21.4,34.6,68.8,10.5,-12,0,84,61,23
2020-11-25,N,North Carolina A&T,MEAC,Illinois,Away,89.8,125.8,81.2,73.9,38.3,14.8,10.6,32.8,150.3,70.0,18.5,60.6,32.0,2.0,-29,0,122,60,62
2020-11-25,N,Jacksonville St.,OVC,Alabama,Away,89.3,92.3,76.8,74.2,34.1,26.0,36.4,24.6,105.5,43.5,13.0,40.8,26.0,40.8,-9,0,81,57,24
2020-11-25,N,Georgetown,BE,UMBC,Home,89.1,78.3,80.2,87.3,42.0,25.0,41.2,18.7,77.4,40.0,20.0,17.8,21.5,81.6,7,1,70,62,8
2020-11-25,N,Mount St. Mary's,NEC,Morgan St.,Away,88.8,83.2,67.6,91.8,43.4,20.7,29.7,43.4,81.4,43.3,23.7,18.2,25.0,68.0,3,1,62,55,7
2020-11-25,N,Charleston Southern,BSth,N.C. State,Away,88.3,103.8,79.5,76.8,53.4,40.3,25.9,50.0,119.5,60.4,16.4,28.6,29.9,13.5,-10,0,95,61,34
2020-11-25,N,Nevada,MWC,North Dakota St.,Neutral,87.9,70.2,69.4,89.3,45.0,14.4,17.9,21.7,69.2,34.5,23.1,20.5,25.5,93.0,6,1,62,48,14
2020-11-25,N,Illinois Chicago,Horz,Northern Illinois,Away,87.8,105.4,65.2,99.7,49.2,13.8,21.6,15.0,93.6,43.0,18.4,32.4,29.8,10.8,-10,1,65,61,4
2020-11-25,N,Tennessee Tech,OVC,Indiana,Away,87.4,112.8,73.8,79.9,44.7,27.1,23.5,19.3,120.5,60.8,10.8,28.6,33.8,5.0,-18,0,89,59,30
2020-11-25,N,North Florida,ASun,Eastern Kentucky,Neutral,87.1,105.7,76.5,87.6,48.1,27.5,25.7,35.2,104.6,38.4,13.1,43.6,25.6,9.7,-9,0,80,67,13
2020-11-25,N,McNeese St.,Slnd,Nebraska,Away,86.6,122.9,77.7,70.8,44.5,34.7,30.0,25.5,131.3,56.9,12.9,42.5,40.3,1.7,-15,0,102,55,47
2020-11-25,N,Northwestern St.,Slnd,Texas Tech,Away,86.0,110.6,79.9,72.6,38.5,23.8,17.8,32.8,126.4,60.0,12.5,36.8,37.1,5.2,-19,0,101,58,43
2020-11-25,N,Clemson,ACC,Mississippi St.,Neutral,85.7,62.5,65.5,80.9,39.8,21.4,27.8,27.8,64.1,34.0,29.0,37.2,54.0,97.4,5,1,53,42,11
2020-11-25,N,Pittsburgh,ACC,Saint Francis,Home,84.3,118.0,75.5,92.7,44.1,30.5,48.9,23.5,106.0,50.0,19.9,37.5,38.1,2.1,-11,0,80,70,10
2020-11-25,N,UT Rio Grande Valley,WAC,Texas,Away,84.3,101.4,77.2,71.2,29.0,12.9,25.4,37.7,117.8,63.9,23.3,32.3,63.0,10.6,-14,0,91,55,36
2020-11-25,N,UMBC,AE,Georgetown,Away,82.8,82.5,80.2,77.4,40.0,20.0,17.8,21.5,87.3,42.0,25.0,41.2,18.7,51.1,-7,0,70,62,8
2020-11-25,N,Green Bay,Horz,Minnesota,Away,82.6,105.3,89.1,77.4,38.6,25.8,23.8,31.8,111.1,47.5,14.6,35.4,38.0,5.7,-19,0,99,69,30
2020-11-25,N,Morgan St.,MEAC,Mount St. Mary's,Home,82.4,98.5,67.6,81.4,43.3,23.7,18.2,25.0,91.8,43.4,20.7,29.7,43.4,11.4,-3,0,62,55,7
2020-11-25,N,Texas Southern,SWAC,Washington St.,Away,81.5,74.3,72.9,71.3,33.6,23.3,25.6,21.3,76.8,33.0,21.9,20.0,62.0,74.3,0,0,56,52,4
2020-11-25,N,Grambling St.,SWAC,Grand Canyon,Away,81.2,95.4,69.7,76.0,35.8,12.9,20.5,31.7,98.9,44.3,20.1,39.5,36.1,13.5,-9,0,69,53,16
2020-11-25,N,Evansville,MVC,Louisville,Away,80.4,112.7,63.8,69.0,36.2,15.7,7.5,44.7,123.8,64.2,18.8,37.5,30.2,2.0,-14,0,79,44,35
2020-11-25,N,Arkansas Pine Bluff,SWAC,Marquette,Away,80.3,122.0,76.4,74.6,29.5,20.9,35.3,39.4,129.6,60.7,18.3,41.2,76.8,0.8,-25,0,99,57,42
