Date,Type,Team,Opp,Points_For,Points_Against,Win
2023-02-04,conf,Abilene Christian,Cal Baptist,87,71,1
2023-03-07,conf_t,Abilene Christian,Cal Baptist,62,69,0
2022-12-17,nc,Abilene Christian,Cal St. Bakersfield,65,59,1
2023-02-17,conf,Abilene Christian,Grand Canyon,84,94,0
2022-12-06,nc,Abilene Christian,Kansas St.,64,81,0
2022-11-27,nc,Abilene Christian,Northern Arizona,92,82,1
2023-03-03,conf,Abilene Christian,Sam Houston St.,54,72,0
2023-02-01,conf,Abilene Christian,Seattle,83,68,1
2022-12-29,conf,Abilene Christian,Stephen F. Austin,68,75,0
2023-01-14,conf,Abilene Christian,Tarleton St.,63,72,0
2022-11-11,nc,Abilene Christian,Texas A&M,58,77,0
2022-11-23,nc,Abilene Christian,UC Riverside,65,76,0
2023-01-11,conf,Abilene Christian,UT Rio Grande Valley,86,103,0
2023-01-18,conf,Abilene Christian,Utah Valley,54,84,0
2022-11-22,nc,Abilene Christian,Weber St.,67,77,0
2022-11-21,nc,Abilene Christian,Wright St.,61,77,0
2023-01-03,nond1,Academy of Art,Saint Mary's,64,84,0
2022-11-07,nc,Air Force,Bowling Green,58,62,0
2023-01-10,conf,Air Force,Colorado St.,85,74,1
2023-01-14,conf,Air Force,Fresno St.,51,48,1
2023-02-03,conf,Air Force,Nevada,52,72,0
2023-01-27,conf,Air Force,New Mexico,73,81,0
2022-12-20,nc,Air Force,Northern Colorado,67,65,1
2022-12-03,nc,Air Force,Portland St.,64,68,0
2022-12-28,conf,Air Force,San Diego St.,55,71,0
2023-01-24,conf,Air Force,San Jose St.,52,82,0
2023-02-24,conf,Air Force,UNLV,53,54,0
2023-03-08,conf_t,Air Force,UNLV,70,78,0
2023-02-14,conf,Air Force,Utah St.,65,80,0
2023-02-17,conf,Air Force,Wyoming,75,69,1
2023-01-06,conf,Akron,Ball St.,63,70,0
2023-01-10,conf,Akron,Bowling Green,74,70,1
2022-12-22,nc,Akron,Bradley,55,74,0
2023-01-31,conf,Akron,Buffalo,81,64,1
2023-01-17,conf,Akron,Central Michigan,69,51,1
2023-02-14,conf,Akron,Eastern Michigan,78,51,1
2023-03-10,conf_t,Akron,Kent St.,73,79,0
2023-03-03,conf,Akron,Kent St.,84,89,0
2022-11-22,nc,Akron,LSU,58,73,0
2022-11-30,nc,Akron,Marshall,57,68,0
2022-11-11,nc,Akron,Mississippi St.,54,73,0
2022-11-23,nc,Akron,Nevada,58,62,0
2023-02-10,conf,Akron,Ohio,81,90,0
2023-02-21,conf,Akron,Toledo,63,84,0
2022-11-21,nc,Akron,Western Kentucky,72,53,1
2023-01-21,conf,Akron,Western Michigan,63,55,1
2023-02-25,conf,Alabama A&M,Alabama St.,55,50,1
2023-01-07,conf,Alabama A&M,Alcorn St.,76,89,0
2023-02-13,conf,Alabama A&M,Arkansas Pine Bluff,75,72,1
2023-01-30,conf,Alabama A&M,Bethune Cookman,77,88,0
2023-01-28,conf,Alabama A&M,Florida A&M,61,56,1
2023-03-02,conf,Alabama A&M,Grambling St.,48,60,0
2022-12-17,nc,Alabama A&M,Illinois,47,68,0
2023-01-09,conf,Alabama A&M,Jackson St.,64,72,0
2023-02-11,conf,Alabama A&M,Mississippi Valley St.,70,68,1
2022-11-19,nc,Alabama A&M,Norfolk St.,83,89,0
2022-12-29,nc,Alabama A&M,Ohio St.,59,90,0
2023-03-04,conf,Alabama A&M,Southern,68,65,1
2023-03-09,conf_t,Alabama A&M,Southern,77,63,1
2022-11-14,nc,Alabama A&M,Tennessee St.,76,87,0
2023-03-10,conf_t,Alabama A&M,Texas Southern,61,74,0
2022-12-22,nc,Alabama A&M,Vanderbilt,62,70,0
2023-01-16,conf,Alabama St.,Alabama A&M,69,61,1
2023-01-09,conf,Alabama St.,Alcorn St.,76,92,0
2023-02-11,conf,Alabama St.,Arkansas Pine Bluff,74,71,1
2022-12-19,nc,Alabama St.,Arkansas St.,65,72,0
2023-01-28,conf,Alabama St.,Bethune Cookman,62,64,0
2022-11-23,nc,Alabama St.,Duquesne,57,75,0
2022-11-26,nc,Alabama St.,Eastern Illinois,67,58,1
2023-01-30,conf,Alabama St.,Florida A&M,58,69,0
2022-12-17,nc,Alabama St.,Georgia Tech,60,96,0
2023-03-04,conf,Alabama St.,Grambling St.,49,69,0
2023-01-07,conf,Alabama St.,Jackson St.,58,61,0
2022-12-21,nc,Alabama St.,Memphis,61,83,0
2023-02-13,conf,Alabama St.,Mississippi Valley St.,70,76,0
2022-12-07,nc,Alabama St.,North Alabama,63,71,0
2022-11-27,nc,Alabama St.,Ohio,58,72,0
2022-11-13,nc,Alabama St.,Pepperdine,62,91,0
2022-11-20,nc,Alabama St.,Pittsburgh,54,73,0
2022-11-15,nc,Alabama St.,San Jose St.,57,70,0
2023-03-02,conf,Alabama St.,Southern,52,66,0
2022-11-07,nc,Alabama St.,UAB,70,111,0
2022-11-10,nc,Alabama St.,USC,58,96,0
2023-01-11,conf,Alabama,Arkansas,84,69,1
2023-02-11,conf,Alabama,Auburn,77,69,1
2022-11-25,nc,Alabama,Connecticut,67,82,0
2022-12-17,nc,Alabama,Gonzaga,90,100,0
2022-12-10,nc,Alabama,Houston,71,65,1
2023-02-04,conf,Alabama,LSU,79,69,1
2022-11-24,nc,Alabama,Michigan St.,81,70,1
2022-12-28,conf,Alabama,Mississippi St.,78,67,1
2023-01-21,conf,Alabama,Missouri,85,64,1
2022-11-27,nc,Alabama,North Carolina,103,101,1
2023-01-28,nc,Alabama,Oklahoma,69,93,0
2022-11-15,nc,Alabama,South Alabama,65,55,1
2023-02-22,conf,Alabama,South Carolina,78,76,1
2023-02-15,conf,Alabama,Tennessee,59,68,0
2023-03-04,conf,Alabama,Texas A&M,61,67,0
2023-01-17,conf,Alabama,Vanderbilt,78,66,1
2022-11-21,nond1,Albany St. (GA),Florida A&M,65,70,0
2022-11-29,nc,Albany,American,62,88,0
2022-11-21,nc,Albany,Austin Peay,59,74,0
2023-02-11,conf,Albany,Binghamton,66,80,0
2023-01-11,conf,Albany,Bryant,69,86,0
2022-11-08,nond1,Albany,Immaculata,74,47,1
2022-12-18,nc,Albany,Loyola Chicago,56,68,0
2023-02-18,conf,Albany,Maine,72,74,0
2022-12-05,nc,Albany,Massachusetts,73,87,0
2023-01-14,conf,Albany,NJIT,67,74,0
2023-01-25,conf,Albany,New Hampshire,65,84,0
2022-12-20,nc,Albany,Northern Illinois,83,78,1
2022-11-22,nc,Albany,Presbyterian,68,65,1
2022-12-10,nc,Albany,Providence,55,93,0
2022-11-17,nc,Albany,Saint Joseph's,79,99,0
2022-11-12,nc,Albany,Siena,62,75,0
2022-11-07,nc,Albany,Towson,62,67,0
2023-01-05,conf,Albany,UMBC,83,92,0
2023-02-01,conf,Albany,UMass Lowell,50,66,0
2023-02-28,conf,Albany,Vermont,61,79,0
2022-12-28,nc,Albany,Virginia,46,66,0
2022-11-18,nond1,Albertus Magnus,Quinnipiac,68,86,0
2022-11-27,nc,Alcorn St.,Arizona St.,54,76,0
2023-03-04,conf,Alcorn St.,Arkansas Pine Bluff,63,58,1
2023-02-11,conf,Alcorn St.,Bethune Cookman,76,74,1
2022-11-25,nc,Alcorn St.,Cal St. Bakersfield,62,54,1
2022-12-20,nc,Alcorn St.,Dayton,46,88,0
2023-02-13,conf,Alcorn St.,Florida A&M,67,64,1
2023-01-30,conf,Alcorn St.,Grambling St.,63,60,1
2022-11-29,nc,Alcorn St.,Grand Canyon,72,80,0
2023-02-18,conf,Alcorn St.,Jackson St.,75,60,1
2023-03-02,conf,Alcorn St.,Mississippi Valley St.,70,60,1
2022-11-07,nc,Alcorn St.,Mississippi,58,73,0
2023-01-16,conf,Alcorn St.,Prairie View A&M,77,68,1
2022-12-18,nc,Alcorn St.,Seattle,58,72,0
2022-12-10,nc,Alcorn St.,Southern Illinois,68,74,0
2023-01-28,conf,Alcorn St.,Southern,68,80,0
2022-11-15,nc,Alcorn St.,Stephen F. Austin,69,60,1
2022-12-04,nc,Alcorn St.,Tennessee,40,94,0
2022-11-23,nc,Alcorn St.,Texas A&M Corpus Chris,67,98,0
2023-01-14,conf,Alcorn St.,Texas Southern,79,74,1
2022-11-22,nc,Alcorn St.,UTEP,61,73,0
2022-11-12,nc,Alcorn St.,Wichita St.,66,57,1
2022-12-04,nond1,Alice Lloyd,Bellarmine,38,110,0
2022-12-21,nond1,Alice Lloyd,Morehead St.,50,66,0
2022-12-19,nond1,Allen,Presbyterian,70,90,0
2022-11-11,nond1,Allen,UNC Wilmington,55,104,0
2022-12-03,nond1,Alma,Central Michigan,50,89,0
2023-01-11,conf,American,Army,60,72,0
2023-02-08,conf,American,Boston University,54,60,0
2023-02-13,conf,American,Bucknell,51,73,0
2023-01-21,conf,American,Colgate,61,62,0
2022-11-13,nc,American,George Mason,56,73,0
2022-12-10,nc,American,George Washington,69,64,1
2022-11-23,nc,American,Georgetown,74,70,1
2023-01-05,conf,American,Holy Cross,73,68,1
2022-12-30,conf,American,Lafayette,60,47,1
2023-03-05,conf_t,American,Lafayette,76,84,0
2023-01-14,conf,American,Lehigh,62,78,0
2023-02-25,conf,American,Loyola MD,77,83,0
2022-11-09,nc,American,Marist,69,73,0
2022-12-06,nc,American,Mount St. Mary's,69,61,1
2022-11-19,nc,American,NJIT,58,53,1
2023-01-28,conf,American,Navy,73,69,1
2023-03-02,conf_t,American,Navy,52,51,1
2022-11-26,nc,American,St. Francis PA,66,55,1
2022-12-07,nond1,Anderson (IN),Southern Indiana,47,78,0
2022-12-19,nond1,Anderson SC,Furman,79,106,0
2022-11-07,nond1,Anderson SC,Samford,85,109,0
2022-12-16,nond1,Antelope Valley,Utah Valley,54,80,0
2022-12-02,nc,Appalachian St.,Charlotte,62,71,0
2023-01-19,conf,Appalachian St.,Coastal Carolina,84,93,0
2022-11-23,nc,Appalachian St.,East Tennessee St.,74,70,1
2023-02-24,conf,Appalachian St.,Georgia Southern,64,73,0
2023-02-22,conf,Appalachian St.,Georgia St.,78,52,1
2023-01-07,conf,Appalachian St.,James Madison,71,62,1
2023-02-09,conf,Appalachian St.,Louisiana Monroe,52,45,1
2022-11-15,nc,Appalachian St.,Louisville,61,60,1
2022-12-29,conf,Appalachian St.,Marshall,53,79,0
2023-01-21,conf,Appalachian St.,Old Dominion,72,58,1
2023-02-11,conf,Appalachian St.,South Alabama,57,74,0
2023-03-02,conf_t,Appalachian St.,South Alabama,61,68,0
2022-12-31,conf,Appalachian St.,Southern Miss,70,76,0
2022-12-21,nc,Appalachian St.,UC Santa Barbara,50,61,0
2022-12-14,nc,Appalachian St.,Wake Forest,66,67,0
2022-11-18,nond1,Arcadia,Drexel,45,85,0
2023-02-25,conf,Arizona St.,Arizona,89,88,1
2023-03-10,conf_t,Arizona St.,Arizona,59,78,0
2023-02-11,conf,Arizona St.,California,70,62,1
2022-12-01,conf,Arizona St.,Colorado,60,59,1
2022-12-12,nc,Arizona St.,Creighton,73,71,1
2022-11-17,nc,Arizona St.,Michigan,87,62,1
2023-01-14,conf,Arizona St.,Oregon St.,74,69,1
2023-01-12,conf,Arizona St.,Oregon,90,73,1
2022-12-07,nc,Arizona St.,SMU,75,57,1
2022-12-21,nc,Arizona St.,San Francisco,60,97,0
2023-02-09,conf,Arizona St.,Stanford,69,65,1
2022-11-13,nc,Arizona St.,Texas Southern,66,67,0
2023-03-02,conf,Arizona St.,UCLA,61,79,0
2023-03-04,conf,Arizona St.,USC,65,68,0
2023-03-09,conf_t,Arizona St.,USC,77,72,1
2022-11-16,nc,Arizona St.,VCU,63,59,1
2023-01-28,conf,Arizona St.,Washington St.,58,75,0
2023-01-26,conf,Arizona St.,Washington,66,69,0
2022-12-31,conf,Arizona,Arizona St.,69,60,1
2023-02-09,conf,Arizona,California,85,62,1
2022-11-21,nc,Arizona,Cincinnati,101,93,1
2022-11-23,nc,Arizona,Creighton,81,79,1
2022-12-10,nc,Arizona,Indiana,89,75,1
2023-01-12,conf,Arizona,Oregon St.,86,74,1
2023-01-14,conf,Arizona,Oregon,68,87,0
2022-11-22,nc,Arizona,San Diego St.,87,70,1
2023-02-11,conf,Arizona,Stanford,79,88,0
2023-03-11,conf_t,Arizona,UCLA,61,59,1
2023-03-04,conf,Arizona,UCLA,73,82,0
2023-03-02,conf,Arizona,USC,87,81,1
2022-12-01,conf,Arizona,Utah,66,81,0
2023-01-26,conf,Arizona,Washington St.,63,58,1
2023-01-28,conf,Arizona,Washington,95,72,1
2022-12-03,nond1,Arkansas Baptist,Arkansas Pine Bluff,41,59,0
2022-11-10,nond1,Arkansas Baptist,Little Rock,60,71,0
2022-11-30,nc,Arkansas Pine Bluff,Air Force,53,81,0
2023-01-02,conf,Arkansas Pine Bluff,Alabama A&M,59,66,0
2023-01-04,conf,Arkansas Pine Bluff,Alabama St.,66,80,0
2023-02-04,conf,Arkansas Pine Bluff,Alcorn St.,67,70,0
2023-01-16,conf,Arkansas Pine Bluff,Bethune Cookman,77,71,1
2022-11-18,nc,Arkansas Pine Bluff,Cleveland St.,58,67,0
2023-01-14,conf,Arkansas Pine Bluff,Florida A&M,67,54,1
2023-02-06,conf,Arkansas Pine Bluff,Jackson St.,84,88,0
2022-11-16,nc,Arkansas Pine Bluff,Kent St.,68,94,0
2022-12-14,nc,Arkansas Pine Bluff,Minnesota,56,72,0
2022-11-13,nc,Arkansas Pine Bluff,Mississippi St.,47,80,0
2023-02-25,conf,Arkansas Pine Bluff,Mississippi Valley St.,74,78,0
2022-11-20,nc,Arkansas Pine Bluff,Nebraska,58,82,0
2022-11-11,nc,Arkansas Pine Bluff,Oklahoma,58,66,0
2023-02-18,conf,Arkansas Pine Bluff,Prairie View A&M,71,82,0
2022-11-07,nc,Arkansas Pine Bluff,TCU,72,73,0
2023-02-20,conf,Arkansas Pine Bluff,Texas Southern,59,64,0
2022-12-10,nc,Arkansas Pine Bluff,Texas,43,88,0
2022-12-09,nc,Arkansas St.,Air Force,55,80,0
2023-01-28,conf,Arkansas St.,Appalachian St.,51,63,0
2022-12-06,nc,Arkansas St.,Central Arkansas,67,72,0
2023-02-28,conf_t,Arkansas St.,Coastal Carolina,86,69,1
2023-02-11,conf,Arkansas St.,Georgia Southern,53,68,0
2022-11-12,nc,Arkansas St.,LSU,52,61,0
2023-02-22,conf,Arkansas St.,Louisiana Lafayette,74,85,0
2023-02-24,conf,Arkansas St.,Louisiana Monroe,64,61,1
2022-12-29,conf,Arkansas St.,Old Dominion,60,57,1
2023-01-05,conf,Arkansas St.,South Alabama,45,63,0
2023-01-26,conf,Arkansas St.,Southern Miss,57,73,0
2023-02-09,conf,Arkansas St.,Texas St.,62,66,0
2023-01-07,conf,Arkansas St.,Troy,54,66,0
2023-03-02,conf_t,Arkansas St.,Troy,59,63,0
2022-11-18,nc,Arkansas St.,UC Davis,60,75,0
2023-02-25,conf,Arkansas,Alabama,83,86,0
2023-01-07,conf,Arkansas,Auburn,59,72,0
2023-03-09,conf_t,Arkansas,Auburn,76,73,1
2023-01-28,nc,Arkansas,Baylor,64,67,0
2022-11-22,nc,Arkansas,Creighton,87,90,0
2023-02-07,conf,Arkansas,Kentucky,88,73,1
2022-12-28,conf,Arkansas,LSU,57,60,0
2022-11-21,nc,Arkansas,Louisville,80,54,1
2023-01-18,conf,Arkansas,Missouri,76,79,0
2022-12-10,nc,Arkansas,Oklahoma,88,78,1
2022-11-23,nc,Arkansas,San Diego St.,78,74,1
2023-02-04,conf,Arkansas,South Carolina,65,63,1
2023-02-28,conf,Arkansas,Tennessee,57,75,0
2023-02-15,conf,Arkansas,Texas A&M,56,62,0
2023-03-10,conf_t,Arkansas,Texas A&M,61,67,0
2023-01-14,conf,Arkansas,Vanderbilt,84,97,0
2022-12-03,nond1,Arlington Baptist,Abilene Christian,42,88,0
2022-12-20,nond1,Arlington Baptist,Sam Houston St.,26,107,0
2022-11-28,nond1,Arlington Baptist,Texas A&M Commerce,46,101,0
2023-01-25,conf,Army,American,61,63,0
2023-01-14,conf,Army,Boston University,83,74,1
2023-02-04,conf,Army,Bucknell,67,73,0
2022-12-20,nc,Army,Central Connecticut,66,55,1
2023-02-15,conf,Army,Colgate,86,93,0
2023-03-05,conf_t,Army,Colgate,74,91,0
2023-02-25,conf,Army,Holy Cross,80,65,1
2023-01-02,conf,Army,Lafayette,82,65,1
2023-02-01,conf,Army,Lehigh,71,69,1
2023-01-05,conf,Army,Loyola MD,78,55,1
2022-11-26,nc,Army,Manhattan,71,72,0
2023-02-11,conf,Army,Navy,53,70,0
2022-11-24,nc,Army,Princeton,66,74,0
2022-11-20,nc,Army,Radford,75,90,0
2022-12-10,nc,Army,Rhode Island,67,77,0
2022-11-16,nc,Army,Siena,96,94,1
2022-12-18,nc,Army,Stony Brook,59,66,0
2022-11-19,nc,Army,William & Mary,67,76,0
2023-03-01,conf,Auburn,Alabama,85,90,0
2022-11-22,nc,Auburn,Bradley,85,64,1
2023-01-04,conf,Auburn,Georgia,64,76,0
2023-02-25,conf,Auburn,Kentucky,54,86,0
2023-01-18,conf,Auburn,LSU,67,49,1
2022-12-10,nc,Auburn,Memphis,73,82,0
2023-01-10,conf,Auburn,Mississippi,82,73,1
2022-11-23,nc,Auburn,Northwestern,43,42,1
2023-01-21,conf,Auburn,South Carolina,81,66,1
2023-02-04,conf,Auburn,Tennessee,43,46,0
2023-02-07,conf,Auburn,Texas A&M,78,83,0
2022-12-18,nc,Auburn,USC,71,74,0
2023-02-18,conf,Auburn,Vanderbilt,65,67,0
2022-12-21,nc,Auburn,Washington,84,61,1
2023-01-28,nc,Auburn,West Virginia,77,80,0
2023-01-28,nond1,Aurora,Chicago St.,66,101,0
2022-11-22,nc,Austin Peay,Bucknell,65,79,0
2023-02-11,conf,Austin Peay,Central Arkansas,69,76,0
2023-02-24,conf,Austin Peay,Florida Gulf Coast,71,89,0
2023-01-28,conf,Austin Peay,Jacksonville St.,53,70,0
2023-01-26,conf,Austin Peay,Kennesaw St.,57,84,0
2023-01-14,conf,Austin Peay,Lipscomb,72,86,0
2022-12-16,nc,Austin Peay,Murray St.,60,68,0
2023-02-09,conf,Austin Peay,North Alabama,57,70,0
2022-11-07,nc,Austin Peay,North Carolina St.,50,99,0
2022-12-31,conf,Austin Peay,North Florida,85,90,0
2022-11-11,nc,Austin Peay,Purdue,44,63,0
2022-12-29,conf,Austin Peay,Queens,77,81,0
2022-11-17,nc,Austin Peay,South Florida,62,60,1
2023-02-22,conf,Austin Peay,Stetson,51,76,0
2022-12-21,nc,Austin Peay,Tennessee,44,86,0
2022-11-13,nond1,Ave Maria,Florida Gulf Coast,61,105,0
2022-11-16,nond1,Averett,Radford,34,79,0
2022-11-24,nc,BYU,Butler,70,75,0
2022-12-10,nc,BYU,Creighton,83,80,1
2022-11-25,nc,BYU,Dayton,79,75,1
2023-02-11,conf,BYU,Gonzaga,81,88,0
2023-01-05,conf,BYU,Loyola Marymount,59,64,0
2023-03-04,conf_t,BYU,Loyola Marymount,73,63,1
2022-12-29,conf,BYU,Pacific,69,49,1
2023-02-09,conf,BYU,Pepperdine,80,92,0
2023-03-03,conf_t,BYU,Portland,82,71,1
2023-02-18,conf,BYU,Saint Mary's,65,71,0
2023-03-06,conf_t,BYU,Saint Mary's,69,76,0
2022-11-11,nc,BYU,San Diego St.,75,82,0
2023-01-07,conf,BYU,San Diego,68,48,1
2023-01-21,conf,BYU,San Francisco,74,82,0
2023-01-19,conf,BYU,Santa Clara,76,83,0
2022-12-03,nc,BYU,South Dakota,68,69,0
2022-11-23,nc,BYU,USC,76,82,0
2022-11-29,nond1,BYU,Westminster (UT),100,70,1
2022-11-10,nond1,Baldwin Wallace,Kent St.,55,76,0
2023-02-28,conf,Ball St.,Akron,83,87,0
2023-01-31,conf,Ball St.,Bowling Green,69,60,1
2023-02-07,conf,Ball St.,Central Michigan,65,51,1
2022-12-03,nc,Ball St.,Duquesne,77,78,0
2022-12-07,nc,Ball St.,Eastern Illinois,76,59,1
2023-02-25,conf,Ball St.,Eastern Michigan,68,75,0
2022-12-17,nc,Ball St.,Illinois St.,83,69,1
2022-11-12,nc,Ball St.,Indiana St.,71,83,0
2023-01-20,conf,Ball St.,Kent St.,65,86,0
2022-11-26,nc,Ball St.,Missouri St.,67,64,1
2022-11-16,nc,Ball St.,Nebraska Omaha,71,61,1
2023-01-28,conf,Ball St.,Northern Illinois,87,69,1
2023-01-10,conf,Ball St.,Ohio,71,76,0
2022-11-27,nc,Ball St.,San Jose St.,65,67,0
2023-01-03,conf,Ball St.,Toledo,90,83,1
2022-11-25,nc,Ball St.,Vermont,73,78,0
2023-02-18,conf,Ball St.,Western Michigan,68,78,0
2022-12-02,nc,Baylor,Gonzaga,64,63,1
2022-12-31,conf,Baylor,Iowa St.,62,77,0
2023-02-21,conf,Baylor,Kansas St.,65,75,0
2023-02-18,conf,Baylor,Kansas,71,87,0
2022-11-29,nc,Baylor,Marquette,70,96,0
2023-02-27,conf,Baylor,Oklahoma St.,74,68,1
2023-01-21,conf,Baylor,Oklahoma,62,60,1
2023-02-11,conf,Baylor,TCU,72,68,1
2023-01-17,conf,Baylor,Texas Tech,81,74,1
2023-01-30,conf,Baylor,Texas,71,76,0
2022-11-20,nc,Baylor,UCLA,80,75,1
2022-11-18,nc,Baylor,Virginia,79,86,0
2022-12-18,nc,Baylor,Washington St.,65,59,1
2023-01-11,conf,Baylor,West Virginia,83,78,1
2022-11-12,nond1,Belhaven,Samford,38,90,0
2022-12-07,nond1,Belhaven,Southeastern Louisiana,71,107,0
2023-01-19,conf,Bellarmine,Austin Peay,56,45,1
2022-11-18,nc,Bellarmine,Clemson,66,76,0
2022-11-21,nc,Bellarmine,Duke,57,74,0
2023-01-28,conf,Bellarmine,Eastern Kentucky,63,73,0
2022-12-21,nc,Bellarmine,Evansville,61,73,0
2023-01-07,conf,Bellarmine,Jacksonville St.,75,62,1
2023-02-22,conf,Bellarmine,Jacksonville,63,61,1
2022-11-29,nc,Bellarmine,Kentucky,41,60,0
2023-02-28,conf_t,Bellarmine,Liberty,56,76,0
2023-02-09,conf,Bellarmine,Liberty,50,70,0
2023-01-21,conf,Bellarmine,Lipscomb,49,69,0
2022-11-09,nc,Bellarmine,Louisville,67,66,1
2022-11-25,nc,Bellarmine,Loyola Marymount,59,80,0
2022-11-12,nc,Bellarmine,Morehead St.,55,62,0
2023-01-02,conf,Bellarmine,North Alabama,69,65,1
2023-02-24,conf,Bellarmine,North Florida,67,79,0
2023-02-27,conf_t,Bellarmine,North Florida,76,74,1
2023-02-11,conf,Bellarmine,Queens,88,84,1
2022-11-27,nc,Bellarmine,UCLA,60,81,0
2023-01-21,conf,Belmont,Bradley,78,76,1
2022-12-18,nc,Belmont,Chattanooga,83,79,1
2023-02-19,conf,Belmont,Drake,56,70,0
2023-01-25,conf,Belmont,Evansville,73,64,1
2022-11-11,nc,Belmont,Furman,74,89,0
2022-11-19,nc,Belmont,George Mason,66,62,1
2022-11-27,nc,Belmont,Georgia St.,68,66,1
2022-11-21,nc,Belmont,Howard,96,73,1
2023-01-04,conf,Belmont,Illinois Chicago,77,71,1
2022-12-04,conf,Belmont,Illinois St.,77,87,0
2023-03-03,conf_t,Belmont,Indiana St.,91,94,0
2022-11-14,nc,Belmont,Lipscomb,75,77,0
2023-02-08,conf,Belmont,Missouri St.,59,61,0
2023-02-01,conf,Belmont,Murray St.,82,83,0
2023-02-26,conf,Belmont,Northern Iowa,83,75,1
2023-01-01,conf,Belmont,Southern Illinois,45,63,0
2022-11-18,nc,Belmont,Tarleton St.,81,89,0
2023-01-10,conf,Belmont,Valparaiso,74,59,1
2022-11-26,nond1,Benedictine Mesa,Grand Canyon,53,110,0
2022-11-15,nond1,Benedictine Mesa,Northern Arizona,49,105,0
2022-11-27,nond1,Bethel (TN),Arkansas St.,65,90,0
2022-12-13,nond1,Bethel (TN),Tennessee Martin,75,103,0
2022-11-07,nond1,Bethesda (CA),Cal Poly,59,94,0
2022-11-12,nond1,Bethesda (CA),San Jose St.,68,90,0
2022-11-14,nond1,Bethesda (CA),Southern Utah,67,126,0
2022-12-02,nond1,Bethesda (CA),UC San Diego,76,81,0
2023-02-18,conf,Bethune Cookman,Alabama A&M,56,90,0
2023-02-20,conf,Bethune Cookman,Alabama St.,70,65,1
2023-01-23,conf,Bethune Cookman,Alcorn St.,68,76,0
2022-11-21,nc,Bethune Cookman,Charleston Southern,63,78,0
2023-01-02,conf,Bethune Cookman,Florida A&M,67,59,1
2023-01-07,conf,Bethune Cookman,Grambling St.,70,76,0
2023-03-08,conf_t,Bethune Cookman,Grambling St.,72,87,0
2022-11-26,nc,Bethune Cookman,Idaho St.,68,66,1
2022-12-29,nc,Bethune Cookman,Illinois,52,85,0
2022-12-16,nc,Bethune Cookman,Incarnate Word,65,77,0
2022-11-10,nc,Bethune Cookman,Indiana,49,101,0
2022-11-07,nc,Bethune Cookman,Iowa,58,89,0
2023-01-21,conf,Bethune Cookman,Jackson St.,66,70,0
2022-12-10,nc,Bethune Cookman,North Florida,48,88,0
2022-11-27,nc,Bethune Cookman,Northwestern St.,66,69,0
2023-02-04,conf,Bethune Cookman,Prairie View A&M,60,58,1
2023-01-09,conf,Bethune Cookman,Southern,75,102,0
2023-02-06,conf,Bethune Cookman,Texas Southern,62,69,0
2022-12-18,nc,Bethune Cookman,UTSA,69,90,0
2023-01-19,conf,Binghamton,Albany,65,54,1
2022-12-31,conf,Binghamton,Bryant,78,82,0
2022-12-29,nc,Binghamton,Cornell,70,86,0
2022-12-09,nc,Binghamton,Fordham,62,77,0
2022-11-26,nc,Binghamton,La Salle,62,65,0
2023-01-22,conf,Binghamton,Maine,57,78,0
2022-11-12,nc,Binghamton,Marist,78,75,1
2022-11-15,nc,Binghamton,Maryland,52,76,0
2023-01-11,conf,Binghamton,NJIT,72,71,1
2023-02-08,conf,Binghamton,New Hampshire,66,64,1
2022-12-21,nc,Binghamton,Niagara,67,73,0
2023-02-01,conf,Binghamton,UMBC,55,69,0
2023-03-04,conf_t,Binghamton,UMBC,67,65,1
2023-02-18,conf,Binghamton,UMass Lowell,70,84,0
2023-02-22,conf,Binghamton,Vermont,70,81,0
2023-03-07,conf_t,Binghamton,Vermont,57,79,0
2022-12-03,nond1,Blackburn,Eastern Illinois,43,93,0
2022-11-14,nond1,Blue Mountain (MS),North Alabama,60,100,0
2022-11-27,nond1,Bluffton,Fort Wayne,41,106,0
2022-12-19,nond1,Bob Jones,Gardner Webb,55,116,0
2022-11-07,nond1,Bob Jones,Wofford,48,120,0
2023-01-31,conf,Boise St.,Air Force,59,52,1
2022-11-17,nc,Boise St.,Charlotte,42,54,0
2023-02-15,conf,Boise St.,Colorado St.,80,78,1
2022-11-20,nc,Boise St.,Colorado,68,55,1
2022-11-18,nc,Boise St.,Loyola Chicago,70,48,1
2022-12-28,conf,Boise St.,Nevada,72,74,0
2023-01-20,conf,Boise St.,New Mexico,79,81,0
2022-12-10,nc,Boise St.,Saint Louis,57,52,1
2023-02-03,conf,Boise St.,San Diego St.,52,72,0
2023-02-25,conf,Boise St.,San Jose St.,68,74,0
2022-12-22,nc,Boise St.,Santa Clara,58,73,0
2022-12-03,nc,Boise St.,Texas A&M,86,71,1
2023-01-11,conf,Boise St.,UNLV,84,66,1
2023-03-09,conf_t,Boise St.,UNLV,87,76,1
2023-03-04,conf,Boise St.,Utah St.,73,86,0
2023-01-14,conf,Boise St.,Wyoming,85,68,1
2022-12-03,conf,Boston College,Duke,59,75,0
2023-02-18,conf,Boston College,Florida St.,75,69,1
2022-11-18,nc,Boston College,George Mason,71,56,1
2023-03-07,conf_t,Boston College,Louisville,80,62,1
2023-01-11,conf,Boston College,Miami FL,72,88,0
2022-11-30,nc,Boston College,Nebraska,67,88,0
