Date,Type,Team,Opp,Points_For,Points_Against,Win
2010-11-12,nc,Norfolk St.,LIU Brooklyn,64,87,0
2010-11-12,nc,Eastern Kentucky,Loyola Chicago,57,73,0
2010-11-12,nc,Morgan St.,Loyola Marymount,81,79,1
2010-11-12,nc,Drexel,Loyola MD,75,72,1
2010-11-12,nc,Tulane,Maryland Eastern Shore,91,62,1
2010-11-12,nc,Jacksonville,Miami FL,77,89,0
2010-11-12,nc,Gardner Webb,Charlotte,78,70,1
2010-11-12,nc,UC Riverside,UNLV,41,85,0
2010-11-12,nc,Northwestern,Northern Illinois,97,78,1
2010-11-12,nc,North Dakota St.,Oregon,92,97,0
2010-11-12,nc,Milwaukee,Portland,60,80,0
2010-11-12,nc,Pepperdine,Portland St.,81,83,0
2010-11-12,nc,Seattle,San Francisco,76,97,0
2010-11-12,nc,Denver,UC Santa Barbara,49,65,0
2010-11-12,nc,Cal St. Bakersfield,Santa Clara,77,82,0
2010-11-12,nc,IPFW,SIU Edwardsville,70,55,1
2010-11-12,nc,Arkansas Little Rock,SMU,57,47,1
2010-11-12,nc,Elon,South Carolina,79,94,0
2010-11-12,nc,Western Kentucky,Saint Joseph's,98,70,1
2010-11-12,nc,Oral Roberts,Missouri St.,61,78,0
2010-11-12,nc,Jackson St.,TCU,62,86,0
2010-11-12,nc,Chattanooga,Tennessee,62,82,0
2010-11-12,nc,Pacific,UTEP,66,61,1
2010-11-12,nc,Louisiana Monroe,Texas Tech,67,86,0
2010-11-12,nc,UNC Greensboro,VCU,86,101,0
2010-11-12,nc,Lafayette,Wagner,58,63,0
2010-11-12,nc,Western Michigan,Xavier,65,68,0
2010-11-12,nc,Samford,Youngstown St.,61,64,0
2010-11-12,nc,Maine,Utah Valley,71,66,1
2010-11-13,nc,Southeast Missouri St.,UAB,56,78,0
2010-11-13,nc,UC Irvine,USC,49,62,0
2010-11-13,nc,Arkansas Pine Bluff,Colorado St.,51,82,0
2010-11-13,nc,Central Connecticut,Hartford,64,62,1
2010-11-13,nc,Quinnipiac,Yale,84,75,1
2010-11-13,nc,Cal St. Fullerton,Hawaii,70,84,0
2010-11-13,nc,College of Charleston,Holy Cross,93,84,1
2010-11-13,nc,USC Upstate,Michigan,35,66,0
2010-11-13,nc,Detroit,New Mexico,54,63,0
2010-11-13,nc,Delaware,Ohio,69,88,0
2010-11-13,nc,Houston Baptist,Oklahoma St.,73,86,0
2010-11-13,nc,Davidson,Penn,64,69,0
2010-11-13,nc,North Florida,Pittsburgh,49,95,0
2010-11-13,nc,McNeese St.,Washington,64,118,0
2010-11-13,nc,Southern,Washington St.,47,86,0
2010-11-13,nc,UT Rio Grande Valley,Eastern Kentucky,67,53,1
2010-11-13,nc,San Diego St.,Long Beach St.,81,65,1
2010-11-13,nc,Iona,Cleveland St.,68,78,0
2010-11-13,nc,Weber St.,Utah St.,65,77,0
2010-11-13,nc,Southern Illinois,Illinois,63,85,0
2010-11-13,nc,Navy,Buffalo,46,88,0
2010-11-13,nc,Binghamton,Colgate,62,60,1
2010-11-13,nc,Mount St. Mary's,Dayton,52,67,0
2010-11-13,nc,Texas Southern,Drake,46,60,0
2010-11-13,nc,Sacred Heart,Fairfield,45,62,0
2010-11-13,nc,Milwaukee,Florida Atlantic,76,85,0
2010-11-12,nc,Central Michigan,Cal St. Fullerton,70,67,1
2010-11-13,nc,Harvard,George Mason,53,66,0
2010-11-13,nc,Indiana St.,Loyola Chicago,74,86,0
2010-11-13,nc,South Carolina St.,Charlotte,81,90,0
2010-11-13,nc,Montana,Nevada,66,81,0
2010-11-13,nc,UC Santa Barbara,North Dakota St.,60,68,0
2010-11-13,nc,Denver,Oregon,56,68,0
2010-11-13,nc,UC Davis,Portland,60,75,0
2010-11-13,nc,Dartmouth,Providence,52,87,0
2010-11-13,nc,Saint Peter's,Robert Morris,30,55,0
2010-11-13,nc,Vermont,Siena,80,76,1
2010-11-13,nc,Kent St.,Bryant,90,49,1
2010-11-13,nc,Manhattan,NJIT,75,70,1
2010-11-14,nc,Idaho St.,Arizona,42,90,0
2010-11-14,nc,Cal St. Bakersfield,Sacramento St.,80,78,1
2010-11-14,nc,Alabama St.,Iowa St.,47,74,0
2010-11-14,nc,Wright St.,Indiana,44,67,0
2010-11-14,nc,Liberty,Notre Dame,51,72,0
2010-11-14,nc,Maine,Maryland,59,89,0
2010-11-14,nc,Princeton,Duke,60,97,0
2010-11-14,nc,Northern Arizona,Creighton,70,74,0
2010-11-14,nc,Arkansas Little Rock,St. Bonaventure,64,77,0
2010-11-14,nc,Canisius,Syracuse,67,86,0
2010-11-14,nc,UT Arlington,Oregon St.,56,71,0
2010-11-14,nc,Toledo,Temple,49,82,0
2010-11-14,nc,Grambling St.,Rice,57,86,0
2010-11-14,nc,Alcorn St.,Houston,68,88,0
2010-11-14,nc,Bucknell,Marquette,61,72,0
2010-11-14,nc,Prairie View A&M,Wisconsin,55,99,0
2010-11-14,nc,Eastern Kentucky,Indiana St.,64,59,1
2010-11-14,nc,UC Davis,Milwaukee,62,73,0
2010-11-14,nc,Chicago St.,DePaul,81,114,0
2010-11-14,nc,Bryant,Iona,74,72,1
2010-11-14,nc,Eastern Illinois,Ball St.,46,77,0
2010-11-13,nc,Montana St.,Central Michigan,65,58,1
2010-11-14,nc,IUPUI,Gonzaga,56,86,0
2010-11-14,nc,SIU Edwardsville,Illinois St.,64,92,0
2010-11-14,nc,South Dakota St.,Iowa,79,69,1
2010-11-14,nc,Kent St.,Cleveland St.,66,69,0
2010-11-14,nc,UT Rio Grande Valley,Loyola Chicago,57,79,0
2010-11-14,nc,VMI,UMBC,94,77,1
2010-11-14,nc,North Carolina A&T,Morehead St.,61,84,0
2010-11-14,nc,Florida St.,UNC Greensboro,97,73,1
2010-11-14,nc,North Dakota St.,Denver,65,54,1
2010-11-14,nc,UC Santa Barbara,Oregon,70,72,0
2010-11-14,nc,Florida Atlantic,Portland,75,89,0
2010-11-14,nc,Howard,Purdue,40,76,0
2010-11-14,nc,Lafayette,Rider,73,80,0
2010-11-14,nc,Western Illinois,Savannah St.,59,52,1
2010-11-14,nc,Cal Poly,Seattle,76,60,1
2010-11-14,nc,Cornell,Seton Hall,68,92,0
2010-11-14,nc,Mercer,UTEP,74,87,0
2010-11-15,nc,San Diego,Stanford,48,64,0
2010-11-15,nc,Pepperdine,UCLA,69,79,0
2010-11-15,nc,Santa Clara,USC,73,86,0
2010-11-15,nc,Tulane,Georgetown,53,69,0
2010-11-15,nc,St. Francis NY,South Florida,71,74,0
2010-11-15,nc,East Tennessee St.,Murray St.,39,50,0
2010-11-15,nc,Alabama A&M,Western Kentucky,61,83,0
2010-11-15,nc,Siena,Minnesota,69,76,0
2010-11-15,nc,Campbell,East Carolina,63,76,0
2010-11-15,nc,Hampton,Wake Forest,56,63,0
2010-11-15,nc,Arkansas Pine Bluff,Nebraska,40,83,0
2010-11-15,nc,Fairfield,Rutgers,53,68,0
2010-11-15,nc,Maryland Eastern Shore,Columbia,74,108,0
2010-11-15,nc,Oakland,Ohio,78,66,1
2010-11-15,nc,North Carolina Central,Oklahoma,63,71,0
2010-11-15,nc,Wofford,Clemson,70,78,0
2010-11-15,nc,Miami FL,Memphis,68,72,0
2010-11-15,nc,Austin Peay,Chattanooga,70,67,1
2010-11-15,nc,William & Mary,Richmond,49,73,0
2010-11-15,nc,USC Upstate,Virginia,54,74,0
2010-11-15,nc,High Point,Old Dominion,57,79,0
2010-11-15,nc,Troy,Alabama,60,79,0
2010-11-15,nc,Georgia Tech,Kennesaw St.,63,80,0
2010-11-15,nc,Central Connecticut,Army,101,87,1
2010-11-15,nc,Texas A&M,Texas A&M Corpus Chris,86,65,1
2010-11-15,nc,American,Albany,57,44,1
2010-11-15,nc,Jackson St.,UCF,39,80,0
2010-11-15,nc,Mount St. Mary's,Cincinnati,59,69,0
2010-11-15,nc,Sacred Heart,Fordham,51,69,0
2010-11-15,nc,Cal St. Fullerton,Montana St.,76,80,0
2010-11-15,nc,Valparaiso,Kansas,44,79,0
2010-11-15,nc,Wagner,Lehigh,57,73,0
2010-11-15,nc,Pacific,Nevada,64,53,1
2010-11-15,nc,Houston Baptist,Northwestern St.,78,87,0
2010-11-15,nc,Yale,Providence,55,58,0
2010-11-15,nc,Colgate,St. Francis PA,66,69,0
2010-11-15,nc,Longwood,Stephen F. Austin,54,80,0
2010-11-15,nc,Centenary,Tennessee Martin,56,79,0
2010-11-15,nc,Winthrop,VCU,54,67,0
2010-11-16,nc,Cal St. Northridge,California,63,80,0
2010-11-16,nc,Pacific,UCLA,44,57,0
2010-11-16,nc,Boston University,George Washington,76,67,1
2010-11-16,nc,Gardner Webb,Florida St.,53,78,0
2010-11-16,nc,Ohio St.,Florida,93,75,1
2010-11-16,nc,Colorado,Georgia,74,83,0
2010-11-16,nc,Central Michigan,Hawaii,62,65,0
2010-11-16,nc,Northern Illinois,Bradley,63,66,0
2010-11-16,nc,Northeastern,Southern Illinois,63,62,1
2010-11-16,nc,Mississippi Valley St.,Indiana,54,71,0
2010-11-16,nc,Butler,Louisville,73,88,0
2010-11-16,nc,Nicholls St.,LSU,62,53,1
2010-11-16,nc,Coppin St.,Towson,74,89,0
2010-11-16,nc,South Carolina,Michigan St.,73,82,0
2010-11-16,nc,Miami OH,Duke,45,79,0
2010-11-16,nc,VCU,Wake Forest,90,69,1
2010-11-16,nc,New Hampshire,Dartmouth,55,53,1
2010-11-16,nc,Arizona St.,New Mexico,62,76,0
2010-11-16,nc,Detroit,Syracuse,55,66,0
2010-11-16,nc,Oral Roberts,Tulsa,68,83,0
2010-11-16,nc,Saint Joseph's,Penn St.,57,66,0
2010-11-16,nc,Marist,Villanova,47,84,0
2010-11-16,nc,Brown,Rhode Island,67,92,0
2010-11-16,nc,UNC Asheville,Furman,67,69,0
2010-11-16,nc,Coastal Carolina,College of Charleston,67,83,0
2010-11-16,nc,La Salle,Baylor,64,74,0
2010-11-16,nc,Texas Tech,North Texas,83,92,0
2010-11-16,nc,Eastern Washington,Washington,72,98,0
2010-11-16,nc,Idaho,Washington St.,71,88,0
2010-11-16,nc,North Dakota,Wisconsin,53,85,0
2010-11-16,nc,Savannah St.,Jacksonville,54,64,0
2010-11-16,nc,Western Carolina,DePaul,69,64,1
2010-11-16,nc,LIU Brooklyn,Texas St.,91,67,1
2010-11-16,nc,Liberty,UNC Wilmington,64,69,0
2010-11-16,nc,Southeast Missouri St.,Florida Gulf Coast,78,89,0
2010-11-16,nc,Stetson,Bethune Cookman,66,78,0
2010-11-16,nc,UMKC,Central Arkansas,73,71,1
2010-11-16,nc,The Citadel,Charleston Southern,61,68,0
2010-11-16,nc,Akron,Dayton,68,76,0
2010-11-16,nc,San Diego St.,Gonzaga,79,76,1
2010-11-16,nc,Hampton,Winthrop,45,44,1
2010-11-16,nc,Louisiana Monroe,Iowa,40,68,0
2010-11-16,nc,Virginia Tech,Kansas St.,57,73,0
2010-11-16,nc,Robert Morris,Kent St.,59,62,0
2010-11-16,nc,Georgia St.,McNeese St.,62,68,0
2010-11-16,nc,Stony Brook,Monmouth,51,49,1
2010-11-16,nc,Pepperdine,Nevada,76,75,1
2010-11-16,nc,Jacksonville St.,Norfolk St.,53,70,0
2010-11-16,nc,Wyoming,Northern Colorado,53,67,0
2010-11-16,nc,Alabama St.,Northern Arizona,46,74,0
2010-11-16,nc,Hartford,Quinnipiac,64,66,0
2010-11-15,nc,St. John's,Saint Mary's,71,76,0
2010-11-16,nc,Arkansas St.,Missouri St.,71,80,0
2010-11-16,nc,SMU,TCU,64,84,0
2010-11-16,nc,Belmont,Tennessee,76,85,0
2010-11-16,nc,Texas Southern,Wichita St.,67,79,0
2010-11-16,nc,IPFW,Xavier,66,76,0
2010-11-16,nc,Buffalo,Youngstown St.,53,64,0
2010-11-17,nc,San Francisco,San Jose St.,64,74,0
2010-11-17,nc,Rider,USC,77,57,1
2010-11-17,nc,Vermont,Connecticut,73,89,0
2010-11-17,nc,Maryland Eastern Shore,American,58,65,0
2010-11-17,nc,Marist,George Washington,59,79,0
2010-11-17,nc,Albany,Georgia Tech,51,78,0
2010-11-17,nc,Drake,Iowa St.,43,91,0
2010-11-17,nc,Loyola Marymount,Bradley,57,59,0
2010-11-17,nc,Chicago St.,Notre Dame,62,102,0
2010-11-17,nc,Holy Cross,Harvard,49,72,0
2010-11-17,nc,Sacred Heart,Massachusetts,65,73,0
2010-11-17,nc,Murray St.,Mississippi,61,77,0
2010-11-17,nc,Louisiana Lafayette,Creighton,58,63,0
2010-11-17,nc,Delaware,Cornell,61,75,0
2010-11-17,nc,Texas A&M Corpus Chris,Oklahoma St.,58,68,0
2010-11-17,nc,Boston University,Villanova,66,82,0
2010-11-17,nc,Northwestern St.,Memphis,79,94,0
2010-11-17,nc,Utah St.,BYU,72,78,0
2010-11-17,nc,Montana,Utah,71,80,0
2010-11-17,nc,Green Bay,Marquette,69,89,0
2010-11-17,nc,Northwestern,UT Rio Grande Valley,77,71,1
2010-11-17,nc,Milwaukee,Niagara,90,73,1
2010-11-17,nc,St. Francis PA,Lafayette,68,72,0
2010-11-17,nc,Chattanooga,Kennesaw St.,73,69,1
2010-11-17,nc,UTSA,Evansville,73,77,0
2010-11-17,nc,Belmont,Arkansas St.,93,60,1
2010-11-17,nc,Indiana St.,Ball St.,60,75,0
2010-11-17,nc,Binghamton,Bucknell,38,66,0
2010-11-17,nc,SIU Edwardsville,Eastern Kentucky,65,81,0
2010-11-17,nc,Tennessee St.,Illinois St.,68,73,0
2010-11-17,nc,Houston,Louisiana Tech,54,60,0
2010-11-17,nc,UMBC,Loyola MD,72,83,0
2010-11-17,nc,Penn,Manhattan,54,59,0
2010-11-17,nc,UAB,Middle Tennessee,76,71,1
2010-11-17,nc,Southeastern Louisiana,UNLV,56,92,0
2010-11-17,nc,Alcorn St.,Purdue,48,103,0
2010-11-17,nc,Oregon St.,Seattle,80,83,0
2010-11-17,nc,South Alabama,Southern Miss,58,93,0
2010-11-17,nc,Columbia,St. John's,66,79,0
2010-11-17,nc,Missouri St.,Tennessee,56,60,0
2010-11-17,nc,Southern Utah,Cal St. Bakersfield,66,58,1
2010-11-18,nc,Grambling St.,Arkansas,52,75,0
2010-11-18,nc,New Mexico St.,Arizona,57,83,0
2010-11-18,nc,Virginia,Stanford,60,81,0
2010-11-18,nc,Coastal Carolina,Georgetown,61,80,0
2010-11-18,nc,Savannah St.,Florida A&M,53,64,0
2010-11-18,nc,North Carolina A&T,Florida,55,105,0
2010-11-18,nc,Tennessee Martin,LSU,56,79,0
2010-11-18,nc,Yale,Boston College,75,67,1
2010-11-18,nc,Bowling Green,Michigan,50,69,0
2010-11-18,nc,Western Kentucky,Minnesota,77,95,0
2010-11-18,nc,Western Illinois,Missouri,61,66,0
2010-11-18,nc,East Carolina,North Carolina St.,65,85,0
2010-11-18,nc,Hofstra,North Carolina,63,107,0
2010-11-18,nc,Stony Brook,Fairleigh Dickinson,66,59,1
2010-11-18,nc,Texas Southern,Oklahoma,52,82,0
2010-11-18,nc,Pittsburgh,Maryland,79,70,1
2010-11-18,nc,Nebraska,Vanderbilt,49,59,0
2010-11-18,nc,Jackson St.,Baylor,49,63,0
2010-11-18,nc,Illinois,Texas,84,90,0
2010-11-18,nc,Davidson,West Virginia,70,84,0
2010-11-18,nc,Austin Peay,Lipscomb,101,104,0
2010-11-18,nc,Richmond,Iona,77,81,0
2010-11-18,nc,Morehead St.,UNC Wilmington,58,60,0
2010-11-18,nc,South Florida,UCF,59,65,0
2010-11-18,nc,Colorado St.,Denver,77,66,1
2010-11-18,nc,Florida St.,FIU,89,66,1
2010-11-18,nc,Presbyterian,Kansas St.,67,76,0
2010-11-18,nc,Prairie View A&M,La Salle,74,88,0
2010-11-18,nc,Eastern Illinois,Loyola Chicago,62,73,0
2010-11-18,nc,George Mason,Charlotte,78,56,1
2010-11-18,nc,Morgan St.,Providence,55,77,0
2010-11-18,nc,Rice,Santa Clara,65,66,0
2010-11-18,nc,Jacksonville St.,VMI,55,65,0
2010-11-18,nc,USC Upstate,Wofford,61,79,0
2010-11-18,nc,North Florida,Wyoming,76,60,1
2010-11-18,nc,Army,NJIT,63,60,1
2010-11-19,nc,Samford,Auburn,79,68,1
2010-11-19,nc,Dartmouth,Hartford,71,57,1
2010-11-19,nc,Howard,Delaware,34,66,0
2010-11-19,nc,Niagara,Georgia Tech,51,77,0
2010-11-19,nc,Central Arkansas,Hawaii,69,83,0
2010-11-19,nc,Arkansas Pine Bluff,Northwestern,45,71,0
2010-11-19,nc,Hofstra,Western Kentucky,60,62,0
2010-11-19,nc,Marist,Boston University,37,58,0
2010-11-19,nc,North Carolina,Minnesota,67,72,0
2010-11-19,nc,Colgate,Duke,58,110,0
2010-11-19,nc,East Carolina,Charlotte,63,74,0
2010-11-19,nc,Sacramento St.,North Dakota,60,64,0
2010-11-19,nc,Davidson,Nebraska,70,67,1
2010-11-19,nc,St. Bonaventure,Cornell,56,54,1
2010-11-19,nc,Missouri St.,Tulsa,50,62,0
2010-11-19,nc,Fairfield,Penn St.,49,64,0
2010-11-19,nc,Long Beach St.,Clemson,55,69,0
2010-11-19,nc,Rhode Island,College of Charleston,75,66,1
2010-11-19,nc,Pittsburgh,Texas,68,66,1
2010-11-19,nc,Vanderbilt,West Virginia,71,74,0
2010-11-19,nc,Saint Peter's,Old Dominion,52,59,0
2010-11-19,nc,Navy,UC Irvine,60,75,0
2010-11-19,nc,Boise St.,San Diego,65,60,1
2010-11-19,nc,Cleveland St.,Louisiana Lafayette,60,55,1
2010-11-19,nc,Coastal Carolina,USC Upstate,71,50,1
2010-11-19,nc,Appalachian St.,Mississippi St.,74,76,0
2010-11-19,nc,Maryland,Illinois,76,80,0
2010-11-19,nc,Hampton,Fordham,58,48,1
2010-11-19,nc,North Carolina St.,George Mason,78,65,1
2010-11-19,nc,Troy,Georgia St.,70,80,0
2010-11-19,nc,North Texas,Kansas,60,93,0
2010-11-19,nc,Furman,Kent St.,74,78,0
2010-11-19,nc,UC Riverside,Lamar,75,90,0
2010-11-19,nc,Seattle,Louisiana Tech,72,85,0
2010-11-19,nc,North Carolina Central,Miami FL,65,88,0
2010-11-19,nc,Middle Tennessee,Campbell,90,97,0
2010-11-19,nc,Lehigh,Monmouth,68,69,0
2010-11-19,nc,Kentucky,Portland,79,48,1
2010-11-19,nc,Duquesne,Robert Morris,63,69,0
2010-11-19,nc,Alabama,Seton Hall,78,83,0
2010-11-19,nc,Portland St.,SMU,53,69,0
2010-11-19,nc,Radford,South Carolina,56,85,0
2010-11-19,nc,Stephen F. Austin,Texas Tech,58,70,0
2010-11-19,nc,Illinois Chicago,Toledo,57,51,1
2010-11-19,nc,Centenary,Tulane,36,77,0
2010-11-19,nc,Georgetown,Wofford,74,59,1
2010-11-19,nc,Iowa,Xavier,73,86,0
2010-11-20,nc,Campbell,Auburn,61,54,1
2010-11-20,nc,Central Michigan,South Alabama,76,82,0
2010-11-20,nc,UAB,Arizona St.,66,69,0
2010-11-20,nc,Green Bay,San Diego St.,70,79,0
2010-11-20,nc,New Mexico,California,64,89,0
2010-11-20,nc,Bradley,USC,64,63,1
2010-11-20,nc,Portland,Idaho,66,53,1
2010-11-20,nc,College of Charleston,Illinois Chicago,78,66,1
2010-11-20,nc,Jackson St.,Louisville,45,62,0
2010-11-20,nc,Siena,Northeastern,84,68,1
2010-11-20,nc,New Mexico St.,Massachusetts,57,71,0
2010-11-20,nc,Savannah St.,Mount St. Mary's,62,68,0
2010-11-20,nc,Georgia,Saint Louis,61,59,1
2010-11-20,nc,Southeast Missouri St.,UMKC,62,70,0
2010-11-20,nc,North Florida,Missouri,58,96,0
2010-11-20,nc,Dayton,Mississippi,78,71,1
2010-11-20,nc,Holy Cross,New Hampshire,52,55,0
2010-11-20,nc,Albany,Fairleigh Dickinson,72,46,1
2010-11-20,nc,IUPUI,Miami OH,58,59,0
2010-11-20,nc,UNC Wilmington,Ohio St.,41,81,0
2010-11-20,nc,Indiana St.,Oral Roberts,74,69,1
2010-11-20,nc,Drexel,Penn,77,56,1
2010-11-20,nc,Lafayette,Villanova,41,86,0
2010-11-20,nc,Sacred Heart,Brown,67,81,0
2010-11-20,nc,Chicago St.,BYU,60,109,0
2010-11-20,nc,Utah St.,Southern Utah,66,53,1
2010-11-20,nc,Weber St.,Utah,75,90,0
2010-11-20,nc,South Dakota,Marquette,69,82,0
2010-11-20,nc,Northern Iowa,Milwaukee,63,65,0
2010-11-20,nc,Chattanooga,Marshall,69,68,1
2010-11-20,nc,Texas St.,UT Rio Grande Valley,76,63,1
2010-11-20,nc,Saint Peter's,Long Beach St.,56,68,0
2010-11-20,nc,Seattle,UC Irvine,77,85,0
2010-11-20,nc,Tennessee St.,Air Force,72,87,0
2010-11-20,nc,Youngstown St.,Akron,84,91,0
2010-11-20,nc,Kennesaw St.,Alabama St.,59,74,0
2010-11-20,nc,Towson,Buffalo,76,87,0
2010-11-20,nc,Ball St.,Butler,55,88,0
2010-11-20,nc,Eastern Michigan,Canisius,51,71,0
2010-11-20,nc,IPFW,Cincinnati,59,65,0
2010-11-20,nc,Tennessee Tech,East Tennessee St.,60,73,0
2010-11-20,nc,Presbyterian,Eastern Kentucky,67,66,1
2010-11-20,nc,Wake Forest,Elon,89,70,1
2010-11-20,nc,American,Florida Atlantic,82,72,1
2010-11-20,nc,Utah Valley,FIU,62,65,0
2010-11-20,nc,UT Arlington,Houston Baptist,74,65,1
2010-11-20,nc,Alabama,Iowa,47,55,0
2010-11-20,nc,Morgan St.,La Salle,74,79,0
2010-11-20,nc,Columbia,Longwood,76,95,0
2010-11-20,nc,Louisiana Tech,Navy,80,65,1
2010-11-20,nc,LIU Brooklyn,Manhattan,91,80,1
2010-11-20,nc,Central Connecticut,UMBC,82,74,1
2010-11-20,nc,Harvard,Mercer,75,69,1
2010-11-20,nc,Samford,Middle Tennessee,55,68,0
2010-11-20,nc,Wisconsin,UNLV,65,68,0
2010-11-20,nc,Tennessee Martin,Northwestern St.,94,103,0
2010-11-20,nc,San Jose St.,Oregon,75,72,1
2010-11-20,nc,Cal St. Bakersfield,Pepperdine,66,64,1
2010-11-20,nc,Lamar,Portland St.,98,102,0
2010-11-20,nc,Prairie View A&M,Providence,62,78,0
2010-11-20,nc,Vermont,Quinnipiac,79,75,1
2010-11-20,nc,Colorado,San Francisco,81,83,0
2010-11-20,nc,Fresno St.,UC Santa Barbara,54,69,0
2010-11-20,nc,UC Riverside,SMU,73,69,1
2010-11-20,nc,Bucknell,St. Francis PA,67,68,0
2010-11-20,nc,Norfolk St.,Saint Joseph's,65,70,0
2010-11-20,nc,Rider,TCU,76,61,1
2010-11-20,nc,Western Carolina,UTEP,65,77,0
2010-11-20,nc,James Madison,The Citadel,74,67,1
2010-11-20,nc,Rhode Island,Toledo,76,65,1
2010-11-20,nc,Loyola Chicago,Western Michigan,82,64,1
2010-11-20,nc,Western Illinois,Wyoming,55,64,0
2010-11-20,nc,Florida Gulf Coast,Grambling St.,74,70,1
2010-11-20,nc,Army,Bryant,76,66,1
2010-11-21,nc,Middle Tennessee,Auburn,66,68,0
2010-11-21,nc,Northern Colorado,Arizona,70,93,0
2010-11-21,nc,Arkansas Pine Bluff,Stanford,49,92,0
2010-11-21,nc,Portland St.,UC Riverside,69,58,1
2010-11-21,nc,Morehead St.,Florida,55,61,0
2010-11-21,nc,Georgia Southern,South Florida,63,76,0
