Date,Type,Team,Opp,Points_For,Points_Against,Win
2026-03-04,N,SIU Edwardsville,Eastern Illinois,71,77,0
2026-03-04,N,Le Moyne,Stonehill,71,81,0
2026-03-04,N,Mercyhurst,Fairleigh Dickinson,70,61,1
2026-03-04,N,Central Connecticut,Wagner,60,70,0
2026-03-04,N,Long Island University,Chicago State,79,75,1
2026-03-04,N,Oakland,Northern Kentucky,84,85,0
2026-03-04,N,Detroit Mercy,Milwaukee,84,63,1
2026-03-04,N,Robert Morris,Youngstown State,68,53,1
2026-03-04,N,Wright State,Cleveland State,90,61,1
2026-03-04,N,George Washington,St. Bonaventure,91,82,1
2026-03-04,N,Rhode Island,Duquesne,64,52,1
2026-03-04,N,Davidson,Saint Joseph's,67,70,0
2026-03-04,N,Charlotte,UAB,74,80,0
2026-03-04,N,Providence,Marquette,56,78,0
2026-03-04,N,Georgia Tech,California,65,76,0
2026-03-04,N,La Salle,Fordham,87,84,1
2026-03-04,N,Indiana,Minnesota,77,47,1
2026-03-04,N,James Madison,Louisiana,87,72,1
2026-03-04,N,Butler,Creighton,59,76,0
2026-03-04,N,Eastern Kentucky,Stetson,76,92,0
2026-03-04,N,Florida Gulf Coast,North Alabama,69,58,1
2026-03-04,N,Bellarmine,Jacksonville,82,79,1
2026-03-03,N,UCLA,Nebraska,72,52,1
2026-03-03,N,UNLV,Utah State,92,65,1
2026-03-03,N,Wyoming,Nevada,83,73,1
2026-03-03,N,Auburn,LSU,88,74,1
2026-03-03,N,Alabama A&M,Grambling,77,63,1
2026-03-03,N,Alcorn State,Mississippi Valley State,67,64,1
2026-03-03,N,Illinois,Oregon,80,54,1
2026-03-03,N,Arizona State,Kansas,70,60,1
2026-03-03,N,Ole Miss,Vanderbilt,86,89,0
2026-03-03,N,Fresno State,San José State,82,68,1
2026-03-03,N,Utah,Colorado,78,92,0
2026-03-03,N,Cincinnati,BYU,90,68,1
2026-03-03,N,Alabama State,Southern,64,71,0
2026-03-03,N,Boise State,San Diego State,86,77,1
2026-03-03,N,Virginia Tech,Boston College,72,63,1
2026-03-03,N,Louisville,Syracuse,77,62,1
2026-03-03,N,Air Force,Grand Canyon,60,86,0
2026-03-03,N,Jackson State,Arkansas-Pine Bluff,81,78,1
2026-03-03,N,Old Dominion,UL Monroe,87,80,1
2026-03-03,N,Florida,Mississippi State,108,74,1
2026-03-03,N,Green Bay,Purdue Fort Wayne,64,56,1
2026-03-03,N,Kansas State,West Virginia,65,63,1
2026-03-03,N,Northern Illinois,Kent State,76,102,0
2026-03-03,N,Texas Tech,TCU,65,73,0
2026-03-03,N,Virginia,Wake Forest,75,70,1
2026-03-03,N,North Carolina,Clemson,67,63,1
2026-03-03,N,St. John's,Georgetown,72,69,1
2026-03-03,N,Miami (OH),Toledo,74,72,1
2026-03-03,N,Lafayette,Holy Cross,77,82,0
2026-03-03,N,Bucknell,Army,65,55,1
2026-03-03,N,VCU,George Mason,70,65,1
2026-03-03,N,Richmond,Dayton,60,65,0
2026-03-03,N,UCF,Oklahoma State,104,111,0
2026-03-03,N,Xavier,Seton Hall,68,77,0
2026-03-03,N,Massachusetts,Ohio,94,82,1
2026-03-03,N,Western Michigan,Ball State,71,74,0
2026-03-03,N,Central Michigan,Akron,64,77,0
2026-03-03,N,Vermont,UAlbany,69,56,1
2026-03-03,N,Elon,UNC Wilmington,57,76,0
2026-03-03,N,Campbell,North Carolina A&T,90,72,1
2026-03-03,N,William & Mary,Hampton,94,85,1
2026-03-03,N,Hofstra,Drexel,62,51,1
2026-03-03,N,Northeastern,Monmouth,83,89,0
2026-03-03,N,Oklahoma,Missouri,80,64,1
2026-03-03,N,Texas A&M,Kentucky,96,85,1
2026-03-03,N,Georgia,Alabama,98,88,1
2026-03-03,N,Buffalo,Eastern Michigan,72,67,1
2026-03-03,N,Stony Brook,Towson,57,69,0
2026-03-03,N,South Carolina,Tennessee,59,78,0
2026-03-03,N,Louisiana,Georgia State,84,75,1
2026-03-03,N,Maine,UMass Lowell,56,67,0
2026-03-03,N,NJIT,UMBC,52,91,0
2026-03-03,N,New Hampshire,Bryant,88,83,1
2026-03-02,N,Portland State,Weber State,84,60,1
2026-03-02,N,Sacramento State,Idaho State,83,65,1
2026-03-02,N,Arizona,Iowa State,73,57,1
2026-03-02,N,Eastern Washington,Idaho,81,85,0
2026-03-02,N,Houston Christian,Lamar,75,53,1
2026-03-02,N,New Orleans,SE Louisiana,78,82,0
2026-03-02,N,Texas A&M-Corpus Christi,East Texas A&M,84,71,1
2026-03-02,N,Northern Arizona,Montana State,65,76,0
2026-03-02,N,Northern Colorado,Montana,85,57,1
2026-03-02,N,Incarnate Word,Stephen F. Austin,68,76,0
2026-03-02,N,UT Rio Grande Valley,Northwestern State,74,62,1
2026-03-02,N,Nicholls,McNeese,65,75,0
2026-03-02,N,NC State,Duke,64,93,0
2026-03-02,N,Cleveland State,IU Indianapolis,101,93,1
2026-03-02,N,Delaware State,South Carolina State,59,61,0
2026-03-02,N,Maryland Eastern Shore,North Carolina Central,73,77,0
2026-03-02,N,Howard,Coppin State,90,70,1
2026-03-02,N,Morgan State,Norfolk State,90,84,1
2026-03-01,N,UTSA,Wichita State,67,84,0
2026-03-01,N,UNC Wilmington,Charleston,76,79,0
2026-03-01,N,Illinois State,Belmont,81,74,1
2026-03-01,N,Evansville,Southern Illinois,67,81,0
2026-03-01,N,Marquette,DePaul,51,62,0
2026-03-01,N,Indiana,Michigan State,64,77,0
2026-03-01,N,Drake,Northern Iowa,53,75,0
2026-03-01,N,Bradley,Murray State,87,78,1
2026-03-01,N,Temple,Rice,74,80,0
2026-03-01,N,East Carolina,Memphis,84,68,1
2026-03-01,N,Florida Atlantic,Charlotte,77,76,1
2026-03-01,N,Siena,Rider,76,61,1
2026-03-01,N,Fairfield,Mount St. Mary's,47,69,0
2026-03-01,N,Niagara,Merrimack,66,73,0
2026-03-01,N,Marist,Saint Peter's,56,63,0
2026-03-01,N,Manhattan,Iona,65,69,0
2026-03-01,N,Ohio State,Purdue,82,74,1
2026-03-01,N,Indiana State,UIC,79,63,1
2026-03-01,N,Canisius,Quinnipiac,63,67,0
2026-03-01,N,Davidson,La Salle,71,64,1
2026-03-01,N,South Florida,Tulane,90,62,1
2026-03-01,N,UAB,North Texas,58,62,0
2026-03-01,N,Maryland,Rutgers,65,69,0
2026-02-28,N,Saint Mary's,Gonzaga,70,59,1
2026-02-28,N,UC Irvine,UC Santa Barbara,64,60,1
2026-02-28,N,UNLV,Nevada,85,83,1
2026-02-28,N,Utah State,Grand Canyon,74,69,1
2026-02-28,N,UC San Diego,Cal Poly,80,64,1
2026-02-28,N,Cal State Bakersfield,Long Beach State,87,88,0
2026-02-28,N,Loyola Marymount,Seattle U,66,71,0
2026-02-28,N,California Baptist,Tarleton State,82,67,1
2026-02-28,N,Florida,Arkansas,111,77,1
2026-02-28,N,North Carolina,Virginia Tech,89,82,1
2026-02-28,N,Auburn,Ole Miss,79,85,0
2026-02-28,N,Southern Utah,Utah Tech,81,67,1
2026-02-28,N,St. John's,Villanova,89,57,1
2026-02-28,N,Saint Louis,Duquesne,91,76,1
2026-02-28,N,Pepperdine,Washington State,88,79,1
2026-02-28,N,Santa Clara,Oregon State,93,72,1
2026-02-28,N,UCF,Baylor,86,87,0
2026-02-28,N,Fresno State,Boise State,53,69,0
2026-02-28,N,UC Riverside,Cal State Northridge,95,84,1
2026-02-28,N,Kansas City,Oral Roberts,70,94,0
2026-02-28,N,St. Thomas-Minnesota,Omaha,68,53,1
2026-02-28,N,Northern Kentucky,Wright State,91,92,0
2026-02-28,N,Hofstra,Stony Brook,67,58,1
2026-02-28,N,Cal State Fullerton,Hawai'i,85,87,0
2026-02-28,N,Kansas State,TCU,68,77,0
2026-02-28,N,Arkansas-Pine Bluff,Mississippi Valley State,69,70,0
2026-02-28,N,Texas A&M-Corpus Christi,Northwestern State,71,59,1
2026-02-28,N,Tennessee,Alabama,69,71,0
2026-02-28,N,Pacific,San Francisco,61,72,0
2026-02-28,N,Princeton,Dartmouth,82,61,1
2026-02-28,N,Stanford,SMU,95,75,1
2026-02-28,N,Cornell,Brown,86,80,1
2026-02-28,N,Columbia,Yale,54,60,0
2026-02-28,N,Pennsylvania,Harvard,64,61,1
2026-02-28,N,Samford,UNC Greensboro,87,78,1
2026-02-28,N,New Orleans,McNeese,63,66,0
2026-02-28,N,Idaho State,Weber State,73,83,0
2026-02-28,N,LSU,Oklahoma,67,83,0
2026-02-28,N,North Florida,Jacksonville,61,85,0
2026-02-28,N,Jacksonville State,Liberty,78,81,0
2026-02-28,N,Grambling,Florida A&M,59,66,0
2026-02-28,N,Texas Southern,Jackson State,82,57,1
2026-02-28,N,Alabama A&M,Alabama State,88,89,0
2026-02-28,N,Wake Forest,Syracuse,88,83,1
2026-02-28,N,West Virginia,BYU,79,71,1
2026-02-28,N,Prairie View A&M,Alcorn State,72,51,1
2026-02-28,N,Creighton,Providence,76,79,0
2026-02-28,N,Western Carolina,Furman,86,67,1
2026-02-28,N,UT Rio Grande Valley,East Texas A&M,63,55,1
2026-02-28,N,Sam Houston,Missouri State,86,81,1
2026-02-28,N,San José State,Colorado State,73,85,0
2026-02-28,N,Incarnate Word,Lamar,72,60,1
2026-02-28,N,North Dakota State,North Dakota,96,63,1
2026-02-28,N,Southeast Missouri State,Tennessee Tech,89,73,1
2026-02-28,N,Kennesaw State,Delaware,90,82,1
2026-02-28,N,Coppin State,Norfolk State,69,75,0
2026-02-28,N,Northern Illinois,Ball State,43,79,0
2026-02-28,N,Nicholls,SE Louisiana,68,60,1
2026-02-28,N,Delaware State,North Carolina Central,60,74,0
2026-02-28,N,Maryland Eastern Shore,South Carolina State,69,57,1
2026-02-28,N,Mercer,East Tennessee State,82,76,1
2026-02-28,N,Houston Christian,Stephen F. Austin,56,77,0
2026-02-28,N,Western Illinois,Lindenwood,69,91,0
2026-02-28,N,SIU Edwardsville,Eastern Illinois,77,50,1
2026-02-28,N,Texas A&M,Texas,70,76,0
2026-02-28,N,Arizona,Kansas,84,61,1
2026-02-28,N,Iowa State,Texas Tech,73,82,0
2026-02-28,N,USC,Nebraska,67,82,0
2026-02-28,N,Wyoming,Air Force,66,62,1
2026-02-28,N,Evansville,Valparaiso,80,79,1
2026-02-28,N,Portland,San Diego,87,74,1
2026-02-28,N,Morgan State,Howard,59,84,0
2026-02-28,N,Loyola Chicago,Richmond,69,66,1
2026-02-28,N,Washington,Wisconsin,73,90,0
2026-02-28,N,Winthrop,Presbyterian,74,70,1
2026-02-28,N,California,Pittsburgh,56,72,0
2026-02-28,N,Navy,Colgate,85,69,1
2026-02-28,N,Ohio,Toledo,67,79,0
2026-02-28,N,Bryant,NJIT,69,52,1
2026-02-28,N,Hampton,Northeastern,76,65,1
2026-02-28,N,Montana,Portland State,74,68,1
2026-02-28,N,Idaho,Northern Colorado,67,76,0
2026-02-28,N,Eastern Washington,Northern Arizona,88,57,1
2026-02-28,N,Eastern Kentucky,Lipscomb,77,80,0
2026-02-28,N,Little Rock,Southern Indiana,89,70,1
2026-02-28,N,Utah Valley,Abilene Christian,74,67,1
2026-02-28,N,Arizona State,Utah,73,60,1
2026-02-28,N,Southern,Bethune-Cookman,79,82,0
2026-02-28,N,Georgia,South Carolina,87,68,1
2026-02-28,N,Longwood,Radford,90,74,1
2026-02-28,N,Oakland,Detroit Mercy,89,95,0
2026-02-28,N,Monmouth,Elon,73,57,1
2026-02-28,N,Montana State,Sacramento State,82,61,1
2026-02-28,N,Louisiana Tech,Florida International,76,84,0
2026-02-28,N,Western Kentucky,UTEP,97,65,1
2026-02-28,N,Miami,Boston College,76,54,1
2026-02-28,N,Kentucky,Vanderbilt,91,77,1
2026-02-28,N,Clemson,Louisville,80,75,1
2026-02-28,N,IU Indianapolis,Purdue Fort Wayne,81,87,0
2026-02-28,N,Lehigh,Bucknell,89,79,1
2026-02-28,N,George Mason,St. Bonaventure,71,58,1
2026-02-28,N,Cincinnati,Oklahoma State,91,68,1
2026-02-28,N,Northwestern,Oregon,63,62,1
2026-02-28,N,Minnesota,UCLA,78,73,1
2026-02-28,N,South Carolina Upstate,Gardner-Webb,71,61,1
2026-02-28,N,UNC Asheville,Charleston Southern,75,92,0
2026-02-28,N,New Mexico,San Diego State,81,76,1
2026-02-28,N,South Dakota,South Dakota State,75,70,1
2026-02-28,N,Green Bay,Youngstown State,85,63,1
2026-02-28,N,Bowling Green,Massachusetts,81,62,1
2026-02-28,N,Buffalo,Central Michigan,70,75,0
2026-02-28,N,Stonehill,Mercyhurst,72,75,0
2026-02-28,N,UAlbany,New Hampshire,84,61,1
2026-02-28,N,Binghamton,Maine,74,67,1
2026-02-28,N,North Carolina A&T,William & Mary,88,91,0
2026-02-28,N,Towson,Campbell,71,67,1
2026-02-28,N,Wofford,The Citadel,90,93,0
2026-02-28,N,Chattanooga,VMI,86,79,1
2026-02-28,N,Central Arkansas,Queens University,84,79,1
2026-02-28,N,West Georgia,North Alabama,75,63,1
2026-02-28,N,Stetson,Florida Gulf Coast,78,63,1
2026-02-28,N,Bellarmine,Austin Peay,111,97,1
2026-02-28,N,UT Martin,Tennessee State,42,67,0
2026-02-28,N,Xavier,Georgetown,91,84,1
2026-02-28,N,Lafayette,Army,83,77,1
2026-02-28,N,Robert Morris,Cleveland State,83,64,1
2026-02-28,N,Wagner,Chicago State,80,61,1
2026-02-28,N,Central Connecticut,Saint Francis,69,64,1
2026-02-28,N,New Haven,Le Moyne,66,59,1
2026-02-28,N,Long Island University,Fairleigh Dickinson,74,60,1
2026-02-28,N,UMass Lowell,UMBC,60,84,0
2026-02-28,N,Mississippi State,Missouri,64,88,0
2026-02-28,N,Middle Tennessee,New Mexico State,86,85,1
2026-02-28,N,VCU,Fordham,82,63,1
2026-02-28,N,Duke,Virginia,77,51,1
2026-02-28,N,Houston,Colorado,102,62,1
2026-02-28,N,UConn,Seton Hall,71,67,1
2026-02-28,N,Rhode Island,Saint Joseph's,55,61,0
2026-02-28,N,Penn State,Iowa,71,69,1
2026-02-28,N,American University,Boston University,65,68,0
2026-02-28,N,Notre Dame,NC State,96,90,1
2026-02-28,N,Georgia Tech,Florida State,71,80,0
2026-02-28,N,Holy Cross,Loyola Maryland,62,76,0
2026-02-27,N,Arkansas State,Louisiana,81,58,1
2026-02-27,N,Marshall,Georgia Southern,82,99,0
2026-02-27,N,South Alabama,Southern Miss,55,68,0
2026-02-27,N,Illinois,Michigan,70,84,0
2026-02-27,N,Kent State,Akron,70,92,0
2026-02-27,N,Texas State,App State,60,57,1
2026-02-27,N,James Madison,Coastal Carolina,68,69,0
2026-02-27,N,Georgia State,Old Dominion,73,81,0
2026-02-27,N,George Washington,Dayton,66,68,0
2026-02-27,N,Iona,Rider,80,58,1
2026-02-27,N,Columbia,Brown,80,62,1
2026-02-27,N,Fairfield,Siena,72,58,1
2026-02-27,N,Sacred Heart,Mount St. Mary's,77,69,1
2026-02-27,N,Canisius,Merrimack,67,62,1
2026-02-27,N,Saint Peter's,Manhattan,75,65,1
2026-02-27,N,Princeton,Harvard,56,58,0
2026-02-27,N,Pennsylvania,Dartmouth,80,71,1
2026-02-27,N,Troy,UL Monroe,80,65,1
2026-02-27,N,Niagara,Quinnipiac,78,76,1
2026-02-27,N,Western Michigan,Miami (OH),67,69,0
2026-02-27,N,Cornell,Yale,72,69,1
2026-02-26,N,Cal Poly,Long Beach State,102,92,1
2026-02-26,N,Cal State Northridge,UC Irvine,67,68,0
2026-02-26,N,UC San Diego,Cal State Bakersfield,84,72,1
2026-02-26,N,California Baptist,UT Arlington,68,56,1
2026-02-26,N,Prairie View A&M,Jackson State,85,76,1
2026-02-26,N,Memphis,Wichita State,82,88,0
2026-02-26,N,UC Santa Barbara,UC Riverside,70,59,1
2026-02-26,N,St. Thomas-Minnesota,North Dakota State,84,62,1
2026-02-26,N,UC Davis,Hawai'i,73,77,0
2026-02-26,N,Montana State,Portland State,84,69,1
2026-02-26,N,Montana,Sacramento State,81,73,1
2026-02-26,N,Idaho,Northern Arizona,78,58,1
2026-02-26,N,Eastern Washington,Northern Colorado,82,72,1
2026-02-26,N,UT Martin,Tennessee Tech,64,49,1
2026-02-26,N,Utah Tech,Abilene Christian,85,81,1
2026-02-26,N,Sam Houston,Florida International,100,67,1
2026-02-26,N,Little Rock,Morehead State,70,76,0
2026-02-26,N,Southern,Florida A&M,71,82,0
2026-02-26,N,SIU Edwardsville,Western Illinois,67,47,1
2026-02-26,N,Southeast Missouri State,Tennessee State,71,79,0
2026-02-26,N,Lindenwood,Eastern Illinois,67,71,0
2026-02-26,N,Texas Southern,Alcorn State,92,87,1
2026-02-26,N,Purdue,Michigan State,74,76,0
2026-02-26,N,Oral Roberts,Denver,102,80,1
2026-02-26,N,Kansas City,South Dakota State,59,73,0
2026-02-26,N,Samford,VMI,80,61,1
2026-02-26,N,Utah Valley,Tarleton State,79,72,1
2026-02-26,N,Louisiana Tech,Missouri State,72,70,1
2026-02-26,N,Middle Tennessee,UTEP,77,67,1
2026-02-26,N,Western Kentucky,New Mexico State,93,70,1
2026-02-26,N,Florida Atlantic,Temple,77,73,1
2026-02-26,N,Charleston Southern,Winthrop,86,84,1
2026-02-26,N,Radford,South Carolina Upstate,71,59,1
2026-02-26,N,Gardner-Webb,UNC Asheville,71,77,0
2026-02-26,N,Presbyterian,High Point,73,79,0
2026-02-26,N,Central Connecticut,Mercyhurst,80,78,1
2026-02-26,N,Wagner,New Haven,65,62,1
2026-02-26,N,Stonehill,Saint Francis,103,77,1
2026-02-26,N,Long Island University,Chicago State,73,56,1
2026-02-26,N,Le Moyne,Fairleigh Dickinson,76,59,1
2026-02-26,N,Vermont,UMass Lowell,66,64,1
2026-02-26,N,Drexel,Campbell,65,60,1
2026-02-26,N,Towson,Elon,58,56,1
2026-02-26,N,UNC Wilmington,North Carolina A&T,88,65,1
2026-02-26,N,Monmouth,Stony Brook,82,69,1
2026-02-26,N,William & Mary,Northeastern,84,77,1
2026-02-26,N,Chattanooga,UNC Greensboro,80,85,0
2026-02-26,N,Jacksonville,Stetson,89,85,1
2026-02-26,N,North Florida,Florida Gulf Coast,76,70,1
2026-02-26,N,Jacksonville State,Delaware,80,70,1
2026-02-26,N,Kennesaw State,Liberty,74,65,1
2026-02-26,N,Grambling,Bethune-Cookman,71,76,0
2026-02-26,N,UAlbany,Maine,59,70,0
2026-02-26,N,Binghamton,New Hampshire,65,63,1
2026-02-26,N,UMBC,Bryant,70,58,1
2026-02-26,N,St. Bonaventure,Rhode Island,94,76,1
2026-02-26,N,Hampton,Charleston,71,85,0
2026-02-25,N,Loyola Marymount,Washington State,67,66,1
2026-02-25,N,Saint Mary's,Santa Clara,86,67,1
2026-02-25,N,Oregon,Wisconsin,85,71,1
2026-02-25,N,San Diego State,Utah State,89,72,1
2026-02-25,N,Oregon State,San Diego,92,82,1
2026-02-25,N,California,SMU,73,69,1
2026-02-25,N,North Alabama,Bellarmine,73,68,1
2026-02-25,N,Arkansas,Texas A&M,99,84,1
2026-02-25,N,Gonzaga,Portland,89,48,1
2026-02-25,N,Alabama,Mississippi State,100,75,1
2026-02-25,N,Pepperdine,Seattle U,80,87,0
2026-02-25,N,Colorado,Kansas State,79,70,1
2026-02-25,N,Iowa,Ohio State,74,57,1
2026-02-25,N,Grand Canyon,UNLV,80,67,1
2026-02-25,N,Creighton,DePaul,71,72,0
2026-02-25,N,Ole Miss,LSU,99,106,0
2026-02-25,N,South Alabama,UL Monroe,89,54,1
2026-02-25,N,Austin Peay,Central Arkansas,88,93,0
2026-02-25,N,Valparaiso,Drake,74,71,1
2026-02-25,N,Southern Illinois,Indiana State,66,55,1
2026-02-25,N,Rice,South Florida,56,75,0
2026-02-25,N,UTSA,East Carolina,81,82,0
2026-02-25,N,Stanford,Pittsburgh,75,67,1
2026-02-25,N,Milwaukee,Youngstown State,78,65,1
2026-02-25,N,James Madison,Georgia Southern,82,66,1
2026-02-25,N,Belmont,Evansville,98,64,1
2026-02-25,N,Tulane,Tulsa,56,90,0
2026-02-25,N,Providence,Xavier,94,84,1
2026-02-25,N,UConn,St. John's,72,40,1
2026-02-25,N,Texas,Florida,71,84,0
2026-02-25,N,Nebraska,Maryland,74,61,1
2026-02-25,N,Vanderbilt,Georgia,88,80,1
2026-02-25,N,Northern Iowa,Illinois State,69,71,0
2026-02-25,N,Colgate,Lafayette,69,70,0
2026-02-25,N,American University,Lehigh,73,78,0
2026-02-25,N,Saint Joseph's,George Mason,81,63,1
2026-02-25,N,Duquesne,Davidson,56,67,0
2026-02-25,N,Charlotte,North Texas,80,79,1
2026-02-25,N,Boston University,Holy Cross,78,63,1
2026-02-25,N,Villanova,Butler,82,73,1
2026-02-25,N,Loyola Maryland,Navy,51,78,0
2026-02-25,N,South Dakota,Omaha,89,72,1
2026-02-25,N,Robert Morris,Detroit Mercy,73,62,1
2026-02-25,N,Purdue Fort Wayne,Wright State,70,74,0
2026-02-25,N,Cleveland State,Northern Kentucky,70,81,0
2026-02-25,N,Western Carolina,Mercer,78,74,1
2026-02-25,N,East Tennessee State,Wofford,69,72,0
2026-02-25,N,West Georgia,Lipscomb,84,78,1
2026-02-25,N,Eastern Kentucky,Queens University,79,96,0
2026-02-25,N,IU Indianapolis,Oakland,74,86,0
2026-02-25,N,South Carolina State,Morgan State,83,90,0
2026-02-25,N,Boston College,Wake Forest,68,67,1
2026-02-25,N,Furman,The Citadel,72,51,1
2026-02-25,N,Army,Bucknell,73,75,0
2026-02-24,N,BYU,UCF,84,97,0
2026-02-24,N,Nevada,New Mexico,67,60,1
2026-02-24,N,UCLA,USC,81,62,1
2026-02-24,N,Baylor,Arizona,80,87,0
2026-02-24,N,Utah,Iowa State,59,75,0
2026-02-24,N,Missouri,Tennessee,73,69,1
2026-02-24,N,Colorado State,Fresno State,74,70,1
2026-02-24,N,TCU,Arizona State,90,78,1
2026-02-24,N,Boise State,Wyoming,72,62,1
2026-02-24,N,Florida State,Miami,73,83,0
2026-02-24,N,Air Force,San José State,80,86,0
2026-02-24,N,Oklahoma,Auburn,91,79,1
2026-02-24,N,Michigan,Minnesota,77,67,1
