Date,Type,Team,Opp,Points_For,Points_Against,Win
2007-11-10,nc,IUPUI,Marquette,68,76,0
2007-11-10,nc,Liberty,Fresno St.,62,71,0
2007-11-10,nc,Pacific,Western Michigan,90,76,1
2007-11-10,nc,Winston Salem St.,Lipscomb,68,58,1
2007-11-10,nc,BYU,Long Beach St.,74,34,1
2007-11-10,nc,Louisiana Tech,Mississippi St.,45,75,0
2007-11-10,nc,College of Charleston,UNC Wilmington,91,98,0
2007-11-10,nc,Northern Colorado,Air Force,62,71,0
2007-11-10,nc,Albany,Bucknell,52,55,0
2007-11-10,nc,Western Carolina,Cincinnati,64,66,0
2007-11-10,nc,East Tennessee St.,Dayton,74,78,0
2007-11-10,nc,Kent St.,Detroit,60,61,0
2007-11-10,nc,UAB,Georgia St.,86,63,1
2007-11-10,nc,Saint Peter's,UMBC,78,81,0
2007-11-10,nc,Northern Illinois,Massachusetts,87,102,0
2007-11-10,nc,Cal Poly,Northern Iowa,55,62,0
2007-11-10,nc,Chicago St.,Cal St. Northridge,85,96,0
2007-11-10,nc,Pepperdine,Oregon,70,100,0
2007-11-10,nc,Iona,Robert Morris,66,72,0
2007-11-10,nc,Harvard,UC Santa Barbara,61,79,0
2007-11-10,nc,Southern,SMU,75,61,1
2007-11-10,nc,American,St. Francis PA,75,68,1
2007-11-10,nc,Drake,Saint Mary's,66,72,0
2007-11-10,nc,UC Riverside,Texas Tech,56,68,0
2007-11-10,nc,Missouri St.,Toledo,53,57,0
2007-11-10,nc,VMI,Dartmouth,87,98,0
2007-11-10,nc,Utah St.,Weber St.,71,78,0
2007-11-10,nc,Southeast Missouri St.,Xavier,59,90,0
2007-11-10,nc,Manhattan,NJIT,70,28,1
2007-11-11,nc,Cal Poly,Northern Illinois,88,78,1
2007-11-11,nc,UC Santa Barbara,Stanford,48,67,0
2007-11-11,nc,Tennessee Tech,Florida,65,93,0
2007-11-11,nc,North Florida,Maryland,50,79,0
2007-11-11,nc,Brown,Michigan,57,72,0
2007-11-11,nc,Central Connecticut,Princeton,57,59,0
2007-11-11,nc,North Dakota St.,Rutgers,67,79,0
2007-11-11,nc,Saint Louis,Pittsburgh,58,69,0
2007-11-11,nc,Jackson St.,Baylor,76,100,0
2007-11-11,nc,Vermont,Virginia,72,90,0
2007-11-11,nc,Fort Wayne,Wisconsin,55,83,0
2007-11-11,nc,San Diego St.,Fresno St.,89,72,1
2007-11-11,nc,Savannah St.,Jacksonville,63,79,0
2007-11-11,nc,South Carolina St.,Old Dominion,54,64,0
2007-11-11,nc,Samford,Evansville,50,49,1
2007-11-11,nc,Northeastern,Illinois,55,63,0
2007-11-11,nc,Western Carolina,Belmont,70,79,0
2007-11-11,nc,Nevada,UCF,60,63,0
2007-11-11,nc,Bowling Green,Cincinnati,69,67,1
2007-11-11,nc,Navy,Drexel,70,86,0
2007-11-11,nc,Radford,Eastern Michigan,55,72,0
2007-11-11,nc,Montana,Gonzaga,54,77,0
2007-11-11,nc,Hampton,Tulsa,72,55,1
2007-11-11,nc,UMKC,Kansas,62,85,0
2007-11-11,nc,Penn,Loyola MD,68,89,0
2007-11-11,nc,Delaware,Marist,78,89,0
2007-11-11,nc,Massachusetts,Northern Iowa,68,75,0
2007-11-11,nc,Northwestern St.,Harvard,60,90,0
2007-11-11,nc,Pacific,Oregon,64,80,0
2007-11-11,nc,Western Michigan,Pepperdine,70,65,1
2007-11-11,nc,Portland,Liberty,73,62,1
2007-11-11,nc,Hartford,Quinnipiac,79,85,0
2007-11-11,nc,Monmouth,Seton Hall,81,89,0
2007-11-11,nc,Alabama St.,SMU,64,54,1
2007-11-11,nc,Georgia Tech,Tennessee St.,99,85,1
2007-11-12,nc,Youngstown St.,UCLA,52,83,0
2007-11-12,nc,Georgia Southern,Florida St.,67,92,0
2007-11-12,nc,Chattanooga,Indiana,79,99,0
2007-11-12,nc,LIU Brooklyn,Notre Dame,50,82,0
2007-11-12,nc,Southeastern Louisiana,LSU,62,72,0
2007-11-12,nc,Florida Atlantic,Boston College,62,68,0
2007-11-12,nc,Central Michigan,Missouri,76,87,0
2007-11-12,nc,New Mexico St.,Duke,61,86,0
2007-11-12,nc,North Carolina Central,Rutgers,48,73,0
2007-11-12,nc,Eastern Washington,New Mexico,57,92,0
2007-11-12,nc,Delaware St.,Columbia,41,47,0
2007-11-12,nc,Binghamton,St. Bonaventure,80,97,0
2007-11-12,nc,Siena,Syracuse,89,97,0
2007-11-12,nc,Green Bay,Ohio St.,68,91,0
2007-11-12,nc,Alcorn St.,Oklahoma,59,99,0
2007-11-12,nc,St. Francis PA,Penn St.,64,74,0
2007-11-12,nc,Furman,Clemson,46,91,0
2007-11-12,nc,UC Riverside,UT Arlington,58,79,0
2007-11-12,nc,UTSA,Texas,37,58,0
2007-11-12,nc,Utah Valley,Marquette,55,66,0
2007-11-12,nc,Pepperdine,Pacific,76,84,0
2007-11-12,nc,Florida Gulf Coast,Bethune Cookman,60,57,1
2007-11-12,nc,Tulane,Charleston Southern,66,60,1
2007-11-12,nc,Winston Salem St.,Duquesne,63,93,0
2007-11-12,nc,Little Rock,Loyola Marymount,71,40,1
2007-11-12,nc,Appalachian St.,Charlotte,78,84,0
2007-11-12,nc,Western Michigan,Oregon,88,97,0
2007-11-12,nc,Army,Sacred Heart,64,49,1
2007-11-12,nc,The Citadel,South Carolina,42,103,0
2007-11-12,nc,Fairleigh Dickinson,Saint Joseph's,66,86,0
2007-11-12,nc,Lafayette,Stony Brook,76,68,1
2007-11-13,nc,Kennesaw St.,Auburn,62,74,0
2007-11-13,nc,Stetson,UAB,49,86,0
2007-11-13,nc,Northern Arizona,Arizona,69,76,0
2007-11-13,nc,Washington St.,Boise St.,86,74,1
2007-11-12,nc,Hampton,Maryland,64,70,0
2007-11-13,nc,Chicago St.,Michigan St.,53,86,0
2007-11-13,nc,Fordham,Missouri,55,79,0
2007-11-13,nc,South Alabama,Mississippi,78,81,0
2007-11-13,nc,Long Beach St.,Montana St.,56,74,0
2007-11-13,nc,Richmond,East Carolina,67,65,1
2007-11-13,nc,Siena,Fairleigh Dickinson,88,66,1
2007-11-13,nc,Saint Joseph's,Syracuse,69,72,0
2007-11-13,nc,Xavier,Miami OH,57,59,0
2007-11-13,nc,Columbia,Ohio St.,54,68,0
2007-11-13,nc,Oral Roberts,Texas A&M,53,67,0
2007-11-13,nc,High Point,Utah,64,77,0
2007-11-13,nc,NJIT,Washington,47,88,0
2007-11-13,nc,Nevada,UC Irvine,77,68,1
2007-11-13,nc,Campbell,Coastal Carolina,76,85,0
2007-11-13,nc,Texas A&M Corpus Chris,UTEP,62,77,0
2007-11-13,nc,South Florida,Buffalo,69,76,0
2007-11-13,nc,Colgate,Canisius,61,47,1
2007-11-13,nc,Green Bay,Delaware St.,70,50,1
2007-11-13,nc,Wyoming,Denver,65,76,0
2007-11-13,nc,Loyola Chicago,Eastern Illinois,72,65,1
2007-11-13,nc,Holy Cross,Fairfield,67,54,1
2007-11-13,nc,Cleveland St.,George Mason,47,56,0
2007-11-13,nc,Idaho,Gonzaga,43,80,0
2007-11-13,nc,UMBC,La Salle,76,69,1
2007-11-13,nc,Norfolk St.,Longwood,67,80,0
2007-11-13,nc,American,Loyola MD,67,71,0
2007-11-13,nc,Alabama,Mercer,90,83,1
2007-11-13,nc,Western Illinois,Morehead St.,49,61,0
2007-11-12,nc,Tulsa,North Florida,83,66,1
2007-11-13,nc,Cal St. Bakersfield,Saint Mary's,66,94,0
2007-11-13,nc,Jackson St.,Stephen F. Austin,55,70,0
2007-11-13,nc,Rice,TCU,49,76,0
2007-11-13,nc,Vanderbilt,Toledo,77,70,1
2007-11-13,nc,Weber St.,Youngstown St.,66,69,0
2007-11-13,nc,Arkansas Pine Bluff,Wichita St.,56,61,0
2007-11-14,nc,Southern Utah,Sacramento St.,57,53,1
2007-11-14,nc,Southern Miss,California,59,67,0
2007-11-14,nc,Sacred Heart,Hartford,55,70,0
2007-11-14,nc,Boston University,George Washington,56,69,0
2007-11-14,nc,North Carolina Central,Florida,51,105,0
2007-11-14,nc,Grambling St.,Georgia,70,83,0
2007-11-14,nc,Iowa St.,Bradley,56,65,0
2007-11-14,nc,McNeese St.,LSU,74,78,0
2007-11-14,nc,Yale,Massachusetts,80,89,0
2007-11-14,nc,Bucknell,Towson,71,57,1
2007-11-14,nc,Louisiana Monroe,Michigan St.,65,83,0
2007-11-14,nc,Detroit,Saint Louis,58,66,0
2007-11-14,nc,Iona,Princeton,58,66,0
2007-11-14,nc,UC Davis,New Mexico St.,65,75,0
2007-11-14,nc,Rhode Island,Brown,75,61,1
2007-11-14,nc,UTEP,Texas A&M,76,81,0
2007-11-14,nc,Oklahoma St.,North Texas,73,82,0
2007-11-14,nc,Texas Southern,UT Arlington,72,102,0
2007-11-14,nc,Idaho St.,BYU,69,90,0
2007-11-14,nc,Howard,Virginia,53,92,0
2007-11-14,nc,Utah,Washington,77,83,0
2007-11-14,nc,Oral Roberts,Texas A&M Corpus Chris,81,86,0
2007-11-14,nc,Drexel,Florida Gulf Coast,77,58,1
2007-11-14,nc,Utah Valley,Arkansas St.,67,63,1
2007-11-14,nc,Milwaukee,Ball St.,81,74,1
2007-11-14,nc,Quinnipiac,Binghamton,75,88,0
2007-11-14,nc,Indiana St.,Butler,48,76,0
2007-11-14,nc,Albany,Central Connecticut,63,60,1
2007-11-14,nc,North Carolina,Davidson,72,68,1
2007-11-14,nc,NJIT,High Point,53,76,0
2007-11-14,nc,Southeast Missouri St.,Illinois St.,71,90,0
2007-11-14,nc,Northern Colorado,Iowa,47,59,0
2007-11-14,nc,Saint Peter's,Lehigh,56,60,0
2007-11-14,nc,Robert Morris,Navy,93,77,1
2007-11-14,nc,New Orleans,Northwestern St.,72,66,1
2007-11-14,nc,Presbyterian,Radford,54,68,0
2007-11-14,nc,Texas Tech,Sam Houston St.,54,56,0
2007-11-14,nc,Jacksonville,South Carolina St.,76,64,1
2007-11-14,nc,Morgan St.,St. Francis PA,77,53,1
2007-11-14,nc,St. Francis NY,St. John's,64,72,0
2007-11-14,nc,Manhattan,Wagner,69,56,1
2007-11-15,nc,College of Charleston,Arkansas,49,75,0
2007-11-15,nc,Utah St.,Cal Poly,69,83,0
2007-11-15,nc,Oregon St.,Colorado St.,56,69,0
2007-11-15,nc,Florida A&M,Colorado,59,83,0
2007-11-15,nc,Connecticut,Gardner Webb,78,66,1
2007-11-15,nc,Fairfield,American,60,52,1
2007-11-15,nc,Michigan,Georgetown,52,74,0
2007-11-15,nc,Stanford,Northwestern,71,60,1
2007-11-15,nc,Northeastern,Maryland,72,74,0
2007-11-15,nc,William & Mary,North Carolina St.,47,66,0
2007-11-15,nc,Mississippi Valley St.,Pittsburgh,45,78,0
2007-11-15,nc,Memphis,Oklahoma,63,53,1
2007-11-15,nc,Savannah St.,Wisconsin,32,79,0
2007-11-15,nc,UC Riverside,Eastern Washington,51,59,0
2007-11-15,nc,Clemson,Mississippi St.,84,82,1
2007-11-15,nc,Appalachian St.,Lipscomb,81,58,1
2007-11-15,nc,Hampton,Kent St.,71,77,0
2007-11-15,nc,Stony Brook,Maryland Eastern Shore,52,53,0
2007-11-15,nc,Marist,Miami FL,61,85,0
2007-11-15,nc,San Jose St.,Middle Tennessee,78,77,1
2007-11-15,nc,Temple,Providence,64,66,0
2007-11-15,nc,Bethune Cookman,Purdue,40,66,0
2007-11-15,nc,Belmont,Samford,82,73,1
2007-11-15,nc,Central Arkansas,Tennessee Martin,78,75,1
2007-11-15,nc,USC,The Citadel,74,47,1
2007-11-15,nc,Houston,VCU,72,73,0
2007-11-15,nc,Valparaiso,Fort Wayne,74,64,1
2007-11-16,nc,Colorado,Savannah St.,58,43,1
2007-11-16,nc,Memphis,Connecticut,81,70,1
2007-11-16,nc,UAB,Florida St.,70,78,0
2007-11-16,nc,Rhode Island,South Florida,74,67,1
2007-11-16,nc,Charlotte,Georgia Tech,77,82,0
2007-11-16,nc,Monmouth,Notre Dame,33,76,0
2007-11-16,nc,Mercer,Harvard,73,91,0
2007-11-16,nc,Southern,Missouri,50,95,0
2007-11-16,nc,Lamar,Mississippi,70,108,0
2007-11-16,nc,Boise St.,Montana St.,84,86,0
2007-11-16,nc,Presbyterian,New Mexico,57,88,0
2007-11-16,nc,St. Bonaventure,Loyola Marymount,61,50,1
2007-11-16,nc,Fordham,Syracuse,63,80,0
2007-11-16,nc,Arkansas St.,Tulsa,59,75,0
2007-11-16,nc,Canisius,Penn St.,40,93,0
2007-11-16,nc,Temple,College of Charleston,76,79,0
2007-11-16,nc,UC Davis,Texas,42,73,0
2007-11-16,nc,Jackson St.,BYU,61,100,0
2007-11-16,nc,Idaho,Washington St.,43,74,0
2007-11-16,nc,Florida A&M,Wisconsin,40,88,0
2007-11-16,nc,UNC Greensboro,UT Rio Grande Valley,70,56,1
2007-11-16,nc,Toledo,Old Dominion,35,66,0
2007-11-16,nc,Central Michigan,Niagara,73,79,0
2007-11-16,nc,Fairleigh Dickinson,Lafayette,98,92,1
2007-11-16,nc,Georgia Southern,Cleveland St.,72,70,1
2007-11-16,nc,Jacksonville St.,Kennesaw St.,74,80,0
2007-11-16,nc,LIU Brooklyn,Army,64,54,1
2007-11-16,nc,USC Upstate,Akron,60,64,0
2007-11-16,nc,Auburn,Alabama St.,63,60,1
2007-11-16,nc,San Jose St.,Appalachian St.,64,62,1
2007-11-16,nc,Norfolk St.,UCF,64,78,0
2007-11-16,nc,Coastal Carolina,Cincinnati,59,74,0
2007-11-16,nc,Colgate,Texas St.,83,77,1
2007-11-16,nc,Stetson,Florida Atlantic,62,68,0
2007-11-16,nc,Oklahoma,Gardner Webb,69,55,1
2007-11-16,nc,Louisiana Lafayette,Louisiana Tech,56,64,0
2007-11-16,nc,Western Michigan,Loyola Chicago,63,61,1
2007-11-16,nc,Houston,Marist,64,58,1
2007-11-16,nc,VCU,Miami FL,63,69,0
2007-11-16,nc,Lipscomb,Middle Tennessee,62,68,0
2007-11-16,nc,IUPUI,Portland St.,73,75,0
2007-11-16,nc,Arkansas,Providence,51,67,0
2007-11-16,nc,Prairie View A&M,Tennessee,75,89,0
2007-11-16,nc,Nicholls St.,Tulane,51,73,0
2007-11-16,nc,Baylor,Wichita St.,64,55,1
2007-11-16,nc,Illinois Chicago,Winthrop,58,72,0
2007-11-17,nc,Grambling St.,South Alabama,56,76,0
2007-11-17,nc,Virginia,Arizona,75,72,1
2007-11-17,nc,Savannah St.,Florida A&M,70,62,1
2007-11-17,nc,Cleveland St.,Florida St.,69,66,1
2007-11-17,nc,Stetson,Rhode Island,65,80,0
2007-11-17,nc,Rutgers,Florida,63,88,0
2007-11-17,nc,Northern Illinois,Southern Illinois,68,88,0
2007-11-17,nc,Charlotte,Illinois Chicago,64,63,1
2007-11-17,nc,Hartford,Louisville,69,104,0
2007-11-17,nc,Murray St.,Western Kentucky,63,87,0
2007-11-17,nc,Saint Joseph's,Boston University,57,48,1
2007-11-17,nc,Green Bay,Massachusetts,78,93,0
2007-11-17,nc,La Salle,Mount St. Mary's,66,63,1
2007-11-17,nc,Furman,Saint Louis,69,83,0
2007-11-17,nc,Liberty,East Carolina,55,53,1
2007-11-17,nc,Mississippi Valley St.,Creighton,46,76,0
2007-11-17,nc,Alabama A&M,Nebraska,45,59,0
2007-11-17,nc,James Madison,Dartmouth,72,57,1
2007-11-17,nc,St. Bonaventure,New Mexico,54,81,0
2007-11-17,nc,Morehead St.,Bowling Green,70,86,0
2007-11-17,nc,Cornell,Ohio,89,102,0
2007-11-17,nc,Howard,Penn,80,65,1
2007-11-17,nc,Duquesne,Rice,86,59,1
2007-11-17,nc,Indiana St.,North Texas,69,78,0
2007-11-17,nc,Cal St. Fullerton,Southern Utah,78,63,1
2007-11-17,nc,UMBC,Richmond,70,68,1
2007-11-17,nc,Colorado,Wisconsin,52,78,0
2007-11-17,nc,San Jose St.,Lipscomb,72,79,0
2007-11-17,nc,UAB,Georgia Southern,57,59,0
2007-11-17,nc,Idaho St.,Long Beach St.,61,66,0
2007-11-17,nc,Utah St.,UC Irvine,51,70,0
2007-11-17,nc,UNLV,San Diego,66,55,1
2007-11-17,nc,Northwestern,DePaul,53,54,0
2007-11-17,nc,St. Francis NY,Maine,82,85,0
2007-11-17,nc,Texas St.,Jacksonville St.,86,83,1
2007-11-17,nc,Colgate,Kennesaw St.,81,53,1
2007-11-17,nc,Butler,Evansville,60,47,1
2007-11-17,nc,Tennessee Martin,Mississippi St.,70,86,0
2007-11-17,nc,Columbia,Albany,38,70,0
2007-11-17,nc,Portland St.,Akron,66,63,1
2007-11-17,nc,Belmont,Austin Peay,56,71,0
2007-11-17,nc,UNC Asheville,Campbell,83,71,1
2007-11-17,nc,New Hampshire,Central Connecticut,78,70,1
2007-11-17,nc,Binghamton,Chicago St.,60,81,0
2007-11-17,nc,Eastern Kentucky,East Tennessee St.,56,76,0
2007-11-17,nc,Georgia St.,Elon,49,71,0
2007-11-17,nc,Florida Atlantic,South Florida,69,100,0
2007-11-17,nc,Dayton,George Mason,56,67,0
2007-11-17,nc,UC Riverside,Gonzaga,48,84,0
2007-11-17,nc,Holy Cross,Hampton,60,52,1
2007-11-17,nc,Manhattan,Hofstra,71,73,0
2007-11-17,nc,Western Illinois,Kansas St.,64,77,0
2007-11-17,nc,Appalachian St.,Middle Tennessee,84,79,1
2007-11-17,nc,Santa Clara,Nevada,54,67,0
2007-11-17,nc,North Carolina Central,North Dakota St.,51,104,0
2007-11-17,nc,Denver,Northern Colorado,46,64,0
2007-11-17,nc,UMKC,Northern Arizona,62,77,0
2007-11-17,nc,Eastern Michigan,Oakland,71,86,0
2007-11-17,nc,Cal St. Northridge,Pepperdine,97,89,1
2007-11-17,nc,Oregon,Portland,85,61,1
2007-11-17,nc,Presbyterian,Loyola Marymount,76,83,0
2007-11-17,nc,Gardner Webb,Radford,93,83,1
2007-11-17,nc,Delaware,Rider,71,76,0
2007-11-17,nc,Sacramento St.,San Francisco,63,93,0
2007-11-17,nc,Stanford,Siena,67,79,0
2007-11-17,nc,Centenary,SMU,93,76,1
2007-11-17,nc,Montana,South Dakota St.,70,61,1
2007-11-17,nc,USC,South Carolina,85,75,1
2007-11-17,nc,Lehigh,St. Francis PA,71,66,1
2007-11-17,nc,Wagner,Saint Peter's,69,72,0
2007-11-17,nc,UNC Greensboro,Missouri St.,52,79,0
2007-11-17,nc,Arkansas Pine Bluff,TCU,61,75,0
2007-11-17,nc,Colorado St.,Tennessee St.,87,68,1
2007-11-17,nc,Navy,UTSA,67,77,0
2007-11-17,nc,Stephen F. Austin,Texas Tech,44,60,0
2007-11-17,nc,Wichita St.,Monmouth,50,59,0
2007-11-17,nc,IUPUI,USC Upstate,80,54,1
2007-11-17,nc,Fresno St.,Cal St. Bakersfield,64,65,0
2007-11-18,nc,Portland St.,Colorado St.,63,64,0
2007-11-18,nc,Stony Brook,American,56,64,0
2007-11-18,nc,South Florida,Florida St.,68,67,1
2007-11-18,nc,Georgia Tech,Winthrop,73,79,0
2007-11-18,nc,Maryland Eastern Shore,Bradley,71,98,0
2007-11-18,nc,Longwood,Indiana,49,100,0
2007-11-18,nc,Jackson St.,Louisville,53,84,0
2007-11-18,nc,Mercer,Boston College,56,73,0
2007-11-18,nc,New Orleans,North Carolina St.,65,63,1
2007-11-18,nc,Iona,North Carolina,72,107,0
2007-11-18,nc,Loyola Marymount,New Mexico,58,86,0
2007-11-18,nc,Presbyterian,St. Bonaventure,72,79,0
2007-11-18,nc,USC Upstate,Oregon St.,46,65,0
2007-11-18,nc,Bucknell,Villanova,64,70,0
2007-11-18,nc,Rhode Island,UAB,74,69,1
2007-11-18,nc,Old Dominion,Clemson,53,66,0
2007-11-18,nc,Baylor,Notre Dame,68,64,1
2007-11-18,nc,Houston,College of Charleston,84,69,1
2007-11-18,nc,Eastern Washington,Washington,68,82,0
2007-11-18,nc,Northern Iowa,Milwaukee,73,66,1
2007-11-18,nc,Prairie View A&M,West Virginia,41,106,0
2007-11-18,nc,Georgia Southern,Stetson,68,55,1
2007-11-18,nc,UT Arlington,Little Rock,68,58,1
2007-11-18,nc,Sacred Heart,Fairfield,75,84,0
2007-11-18,nc,Florida Atlantic,Cleveland St.,66,76,0
2007-11-18,nc,UNC Wilmington,Illinois St.,73,89,0
2007-11-18,nc,Florida Gulf Coast,Iowa,49,62,0
2007-11-18,nc,Coppin St.,Kent St.,51,74,0
2007-11-18,nc,Vermont,Loyola MD,79,83,0
2007-11-18,nc,Marist,Temple,69,73,0
2007-11-18,nc,Miami FL,Providence,64,58,1
2007-11-18,nc,Robert Morris,Seton Hall,107,111,0
2007-11-18,nc,Akron,Tennessee St.,74,72,1
2007-11-18,nc,Texas Southern,UTEP,57,78,0
2007-11-18,nc,VCU,Arkansas,60,70,0
2007-11-19,nc,UMKC,Arizona,62,81,0
2007-11-19,nc,Nicholls St.,California,62,74,0
2007-11-19,nc,Illinois Chicago,Wichita St.,60,67,0
2007-11-19,nc,Georgia Tech,Notre Dame,70,69,1
2007-11-19,nc,Northeastern,Boston University,65,58,1
2007-11-19,nc,UCLA,Maryland,71,59,1
2007-11-19,nc,Michigan St.,Missouri,86,83,1
2007-11-19,nc,Princeton,Duke,61,83,0
2007-11-19,nc,North Carolina Central,Wake Forest,58,75,0
2007-11-19,nc,LSU,Oklahoma St.,77,83,0
2007-11-19,nc,Winthrop,Baylor,54,62,0
2007-11-19,nc,Santa Clara,Utah,72,57,1
2007-11-19,nc,San Diego St.,San Diego,69,64,1
2007-11-19,nc,Belmont,Alabama,85,83,1
2007-11-19,nc,Arizona St.,Illinois,54,77,0
2007-11-19,nc,Radford,Air Force,47,52,0
2007-11-19,nc,Auburn,Charleston Southern,89,59,1
2007-11-19,nc,Western Michigan,Detroit,60,59,1
2007-11-19,nc,Wyoming,Lamar,75,71,1
2007-11-19,nc,Northern Arizona,Mississippi Valley St.,65,56,1
2007-11-19,nc,Charlotte,Monmouth,56,58,0
