Date,Type,Team,Opp,Points_For,Points_Against,Win
2009-11-15,nc,Fairleigh Dickinson,Wichita St.,64,80,0
2009-11-16,nc,Texas St.,Arizona St.,62,84,0
2009-11-15,nc,Northern Arizona,Arizona,70,87,0
2009-11-15,nc,Cal Poly,Stanford,53,70,0
2009-11-16,nc,Cal St. Fullerton,UCLA,68,65,1
2009-11-16,nc,Coppin St.,Colorado,58,82,0
2009-11-16,nc,Colgate,Connecticut,63,77,0
2009-11-16,nc,Albany,American,51,50,1
2009-11-16,nc,Jacksonville,Florida St.,61,87,0
2009-11-16,nc,Virginia,South Florida,49,66,0
2009-11-16,nc,USC Upstate,Indiana,61,69,0
2009-11-16,nc,St. Francis PA,Notre Dame,72,95,0
2009-11-16,nc,Miami OH,Kentucky,70,72,0
2009-11-16,nc,Milwaukee,Western Kentucky,65,69,0
2009-11-16,nc,Indiana St.,LSU,45,56,0
2009-11-16,nc,Stephen F. Austin,Minnesota,42,82,0
2009-11-16,nc,Alabama St.,Mississippi,53,90,0
2009-11-16,nc,Coastal Carolina,Duke,49,74,0
2009-11-16,nc,Robert Morris,Penn St.,61,80,0
2009-11-16,nc,Penn,Villanova,65,103,0
2009-11-16,nc,Southern,Baylor,45,61,0
2009-11-16,nc,VMI,Richmond,59,103,0
2009-11-16,nc,Eastern Washington,Washington St.,61,67,0
2009-11-15,nc,IPFW,Wisconsin,46,75,0
2009-11-16,nc,San Diego,Pacific,55,56,0
2009-11-16,nc,Tennessee Tech,Central Arkansas,71,67,1
2009-11-15,nc,Western Michigan,Detroit,80,86,0
2009-11-16,nc,Yale,Hofstra,63,68,0
2009-11-16,nc,UT Rio Grande Valley,Lamar,72,77,0
2009-11-16,nc,McNeese St.,Southern Utah,59,68,0
2009-11-16,nc,Elon,Charlotte,61,75,0
2009-11-16,nc,Maine,Norfolk St.,71,72,0
2009-11-16,nc,Lehigh,Rider,71,86,0
2009-11-16,nc,Central Connecticut,Savannah St.,45,53,0
2009-11-16,nc,Florida Atlantic,Southeastern Louisiana,77,90,0
2009-11-16,nc,Texas A&M,SMU,80,68,1
2009-11-16,nc,Georgia Southern,South Carolina,66,90,0
2009-11-16,nc,San Diego St.,Saint Mary's,58,80,0
2009-11-16,nc,Auburn,Missouri St.,62,73,0
2009-11-16,nc,Cal St. Northridge,TCU,65,83,0
2009-11-15,nc,Idaho,Texas Southern,65,72,0
2009-11-17,nc,TCU,Arizona St.,49,52,0
2009-11-17,nc,Hofstra,Connecticut,67,76,0
2009-11-17,nc,Colgate,Yale,55,65,0
2009-11-17,nc,Temple,Georgetown,45,46,0
2009-11-17,nc,UAB,Jacksonville St.,87,62,1
2009-11-17,nc,Northern Colorado,Hawaii,81,75,1
2009-11-17,nc,Arkansas,Louisville,66,96,0
2009-11-17,nc,Western Kentucky,LSU,60,71,0
2009-11-17,nc,St. Francis NY,Boston College,44,72,0
2009-11-17,nc,George Washington,Boston University,69,59,1
2009-11-17,nc,Fairfield,Maryland,42,71,0
2009-11-17,nc,Gonzaga,Michigan St.,71,75,0
2009-11-17,nc,Tennessee Martin,Missouri,68,83,0
2009-11-17,nc,Charlotte,Duke,59,101,0
2009-11-17,nc,Florida A&M,Creighton,53,78,0
2009-11-17,nc,New Mexico,New Mexico St.,97,87,1
2009-11-17,nc,North Carolina A&T,Ohio,82,93,0
2009-11-17,nc,Louisiana Monroe,Oklahoma,61,72,0
2009-11-17,nc,Arkansas Little Rock,Tulsa,45,59,0
2009-11-17,nc,Binghamton,Pittsburgh,46,71,0
2009-11-17,nc,Presbyterian,Furman,64,68,0
2009-11-17,nc,Winthrop,College of Charleston,57,69,0
2009-11-17,nc,Memphis,Kansas,55,57,0
2009-11-17,nc,East Tennessee St.,Chattanooga,76,85,0
2009-11-16,nc,Lipscomb,Vanderbilt,73,95,0
2009-11-17,nc,Idaho St.,BYU,53,87,0
2009-11-17,nc,UNC Greensboro,Virginia Tech,46,59,0
2009-11-17,nc,Maryland Eastern Shore,Marquette,60,86,0
2009-11-17,nc,Indiana St.,Milwaukee,76,63,1
2009-11-17,nc,Middle Tennessee,Marshall,60,63,0
2009-11-17,nc,Longwood,Old Dominion,59,98,0
2009-11-17,nc,Columbia,DePaul,53,59,0
2009-11-17,nc,Drexel,Niagara,69,76,0
2009-11-17,nc,Cal St. Northridge,Texas St.,85,82,1
2009-11-17,nc,Jackson St.,Alabama,69,86,0
2009-11-17,nc,Northern Illinois,Illinois,61,80,0
2009-11-17,nc,East Carolina,Campbell,68,74,0
2009-11-17,nc,Howard,UCF,59,68,0
2009-11-16,nc,Prairie View A&M,Cincinnati,62,69,0
2009-11-17,nc,Iowa St.,Drake,90,70,1
2009-11-17,nc,Coastal Carolina,Elon,69,46,1
2009-11-17,nc,Iona,Hampton,68,63,1
2009-11-17,nc,Duquesne,Iowa,52,50,1
2009-11-17,nc,Clemson,Liberty,79,39,1
2009-11-17,nc,Fresno St.,Northern Arizona,65,59,1
2009-11-17,nc,Long Beach St.,Pepperdine,67,58,1
2009-11-17,nc,Seattle,Portland,81,98,0
2009-11-17,nc,Northeastern,Siena,53,59,0
2009-11-17,nc,St. John's,St. Bonaventure,69,68,1
2009-11-17,nc,Holy Cross,Saint Joseph's,67,69,0
2009-11-17,nc,Monmouth,Saint Peter's,34,58,0
2009-11-17,nc,UNC Asheville,Tennessee,49,124,0
2009-11-17,nc,Charleston Southern,The Citadel,61,60,1
2009-11-17,nc,Bowling Green,Xavier,57,101,0
2009-11-17,nc,Utah Valley,Cal St. Bakersfield,51,58,0
2009-11-18,nc,Oral Roberts,Stanford,83,81,1
2009-11-17,nc,UC Riverside,USC,67,77,0
2009-11-18,nc,Texas Southern,Colorado,77,88,0
2009-11-18,nc,Mount St. Mary's,American,73,62,1
2009-11-18,nc,Bucknell,Delaware,82,66,1
2009-11-18,nc,Stetson,Florida St.,38,80,0
2009-11-18,nc,Georgia Southern,Florida,49,69,0
2009-11-17,nc,Wofford,Georgia,60,57,1
2009-11-18,nc,Butler,Northwestern,67,54,1
2009-11-18,nc,Cornell,Massachusetts,74,61,1
2009-11-18,nc,Nebraska,Saint Louis,55,69,0
2009-11-18,nc,High Point,Wake Forest,60,83,0
2009-11-18,nc,Manhattan,Princeton,54,61,0
2009-11-18,nc,Southern,Oklahoma St.,61,93,0
2009-11-18,nc,Rhode Island,Brown,78,57,1
2009-11-17,nc,Nicholls St.,Houston,60,92,0
2009-11-18,nc,North Texas,UT Arlington,101,99,1
2009-11-18,nc,Western Carolina,Texas,41,73,0
2009-11-18,nc,Utah St.,Utah,67,68,0
2009-11-18,nc,SIU Edwardsville,Evansville,46,76,0
2009-11-17,nc,LIU Brooklyn,Army,56,63,0
2009-11-18,nc,Maine,Delaware St.,59,56,1
2009-11-18,nc,IUPUI,Eastern Illinois,69,66,1
2009-11-18,nc,Sacred Heart,Fordham,66,76,0
2009-11-18,nc,Quinnipiac,Lehigh,71,79,0
2009-11-17,nc,Canisius,Loyola Chicago,69,89,0
2009-11-18,nc,UC Irvine,Loyola Marymount,84,78,1
2009-11-18,nc,Loyola MD,UMBC,69,66,1
2009-11-18,nc,Nevada,UNLV,75,88,0
2009-11-18,nc,Savannah St.,North Florida,46,57,0
2009-11-17,nc,Weber St.,UC Santa Barbara,57,66,0
2009-11-18,nc,Arkansas St.,Southeast Missouri St.,73,49,1
2009-11-18,nc,Arkansas Pine Bluff,UTEP,52,70,0
2009-11-18,nc,VCU,Western Michigan,67,83,0
2009-11-17,nc,Centenary,Grambling St.,71,66,1
2009-11-19,nc,Rice,Arizona,49,66,0
2009-11-19,nc,Santa Clara,San Diego St.,53,86,0
2009-11-19,nc,Syracuse,California,95,73,1
2009-11-18,nc,Marist,Hartford,38,75,0
2009-11-19,nc,Dayton,Georgia Tech,63,59,1
2009-11-19,nc,Long Beach St.,Notre Dame,62,82,0
2009-11-19,nc,Sam Houston St.,Kentucky,92,102,0
2009-11-19,nc,Utah Valley,Minnesota,51,76,0
2009-11-19,nc,Indiana,Mississippi,71,89,0
2009-11-19,nc,North Carolina,Ohio St.,77,73,1
2009-11-19,nc,UNC Wilmington,Penn St.,80,69,1
2009-11-19,nc,Eastern Kentucky,Pittsburgh,60,71,0
2009-11-19,nc,George Mason,Villanova,68,69,0
2009-11-19,nc,Rider,Virginia,46,79,0
2009-11-19,nc,IPFW,Washington St.,70,89,0
2009-11-18,nc,Oakland,Wisconsin,42,58,0
2009-11-19,nc,Tennessee Tech,Lipscomb,92,89,1
2009-11-19,nc,Florida A&M,Cleveland St.,64,78,0
2009-11-19,nc,Southeastern Louisiana,Mississippi St.,67,82,0
2009-11-19,nc,UT Rio Grande Valley,Texas A&M Corpus Chris,55,77,0
2009-11-18,nc,Illinois Chicago,Central Michigan,48,67,0
2009-11-18,nc,Toledo,Cincinnati,68,92,0
2009-11-19,nc,South Florida,Davidson,65,58,1
2009-11-19,nc,Montana,Denver,49,56,0
2009-11-19,nc,Central Arkansas,Kansas,44,94,0
2009-11-19,nc,Boston University,Kansas St.,70,80,0
2009-11-19,nc,Old Dominion,Liberty,73,41,1
2009-11-19,nc,Tulane,Miami FL,54,74,0
2009-11-19,nc,Lamar,Middle Tennessee,66,74,0
2009-11-19,nc,La Salle,South Carolina,68,78,0
2009-11-19,nc,Lafayette,St. Francis PA,88,77,1
2009-11-19,nc,Northwestern St.,Texas Tech,75,94,0
2009-11-19,nc,Richmond,William & Mary,71,78,0
2009-11-18,nc,Kent St.,Youngstown St.,70,61,1
2009-11-20,nc,Appalachian St.,Arkansas,72,81,0
2009-11-20,nc,San Francisco,Arizona St.,65,104,0
2009-11-20,nc,Ohio St.,California,76,70,1
2009-11-20,nc,Troy,Florida,58,80,0
2009-11-20,nc,South Florida,South Carolina,66,69,0
2009-11-20,nc,BYU,Hawaii,83,65,1
2009-11-20,nc,Boston University,Indiana,71,67,1
2009-11-20,nc,Austin Peay,IUPUI,63,77,0
2009-11-20,nc,James Madison,Murray St.,43,71,0
2009-11-20,nc,Saint Joseph's,Boston College,84,80,1
2009-11-20,nc,Loyola Chicago,Holy Cross,76,73,1
2009-11-20,nc,Bryant,Harvard,51,77,0
2009-11-20,nc,New Hampshire,Maryland,55,82,0
2009-11-20,nc,Toledo,Michigan St.,62,75,0
2009-11-20,nc,Houston Baptist,Michigan,55,77,0
2009-11-20,nc,North Carolina St.,Akron,66,45,1
2009-11-20,nc,Syracuse,North Carolina,87,71,1
2009-11-20,nc,Drexel,Rutgers,56,58,0
2009-11-20,nc,Nicholls St.,New Mexico,59,83,0
2009-11-20,nc,Longwood,Columbia,61,72,0
2009-11-20,nc,Seton Hall,Cornell,89,79,1
2009-11-20,nc,Binghamton,St. Bonaventure,40,66,0
2009-11-20,nc,Dayton,Villanova,65,71,0
2009-11-20,nc,Tennessee Tech,Memphis,59,92,0
2009-11-20,nc,Samford,Texas A&M,49,68,0
2009-11-20,nc,Colorado St.,Indiana St.,60,65,0
2009-11-20,nc,Howard,Niagara,77,82,0
2009-11-20,nc,Providence,Alabama,75,84,0
2009-11-20,nc,Alcorn St.,Albany,55,71,0
2009-11-20,nc,UCF,Auburn,84,74,1
2009-11-20,nc,La Salle,Davidson,84,70,1
2009-11-20,nc,Detroit,Robert Morris,71,59,1
2009-11-20,nc,Eastern Michigan,The Citadel,56,63,0
2009-11-20,nc,North Carolina Central,FIU,73,83,0
2009-11-20,nc,Georgia Tech,George Mason,70,62,1
2009-11-20,nc,Drake,Georgia St.,65,58,1
2009-11-20,nc,Bowling Green,Iowa,46,68,0
2009-11-20,nc,Mississippi,Kansas St.,86,74,1
2009-11-20,nc,Miami OH,Louisiana Tech,62,74,0
2009-11-20,nc,Miami FL,UNC Wilmington,67,60,1
2009-11-19,nc,East Tennessee St.,Morgan St.,61,72,0
2009-11-19,nc,Buffalo,Navy,63,53,1
2009-11-20,nc,Clemson,UNC Greensboro,89,67,1
2009-11-20,nc,Texas Southern,Northern Colorado,62,66,0
2009-11-20,nc,Tennessee St.,Northern Illinois,57,85,0
2009-11-20,nc,DePaul,Northern Iowa,60,52,1
2009-11-19,nc,Florida Gulf Coast,Prairie View A&M,54,69,0
2009-11-20,nc,South Dakota St.,Purdue,63,74,0
2009-11-19,nc,Fresno St.,Seattle,84,85,0
2009-11-20,nc,Brown,St. John's,76,79,0
2009-11-20,nc,Vanderbilt,Saint Mary's,72,70,1
2009-11-20,nc,Maryland Eastern Shore,Missouri St.,53,70,0
2009-11-20,nc,East Carolina,Tennessee,66,105,0
2009-11-20,nc,Tulane,Penn St.,63,60,1
2009-11-21,nc,IUPUI,Auburn,65,80,0
2009-11-21,nc,Georgia,UAB,56,72,0
2009-11-21,nc,Florida A&M,Stanford,69,99,0
2009-11-20,nc,Cal St. Bakersfield,UCLA,64,75,0
2009-11-21,nc,Fordham,Hartford,62,70,0
2009-11-21,nc,Quinnipiac,Yale,71,64,1
2009-11-21,nc,Florida Atlantic,American,81,69,1
2009-11-21,nc,UMBC,George Washington,51,94,0
2009-11-21,nc,Georgia Southern,Jacksonville St.,67,89,0
2009-11-21,nc,Rider,Kentucky,63,92,0
2009-11-21,nc,East Tennessee St.,Louisville,56,69,0
2009-11-21,nc,Utah St.,Northeastern,61,64,0
2009-11-21,nc,Loyola MD,Mount St. Mary's,44,63,0
2009-11-21,nc,Buffalo,Towson,78,69,1
2009-11-21,nc,Radford,Duke,67,104,0
2009-11-21,nc,Austin Peay,North Carolina St.,59,66,0
2009-11-21,nc,UMKC,North Dakota,70,63,1
2009-11-21,nc,TCU,Nebraska,77,90,0
2009-11-21,nc,Army,Princeton,56,52,1
2009-11-21,nc,Louisiana Tech,New Mexico,52,81,0
2009-11-21,nc,Nicholls St.,Miami OH,58,69,0
2009-11-21,nc,North Texas,Oklahoma St.,68,82,0
2009-11-21,nc,South Alabama,Tulsa,62,84,0
2009-11-21,nc,Sacramento St.,Oregon St.,65,63,1
2009-11-21,nc,Siena,Temple,69,73,0
2009-11-21,nc,Delaware,Penn,97,94,1
2009-11-21,nc,Dartmouth,Furman,60,83,0
2009-11-21,nc,Southern,Utah,48,88,0
2009-11-21,nc,Oral Roberts,Virginia,55,76,0
2009-11-20,nc,San Jose St.,Washington,70,80,0
2009-11-21,nc,Grambling St.,Marquette,41,87,0
2009-11-21,nc,Marshall,Old Dominion,62,70,0
2009-11-21,nc,Sam Houston St.,Cleveland St.,65,80,0
2009-11-21,nc,Butler,Evansville,64,60,1
2009-11-21,nc,Bethune Cookman,Mississippi St.,51,67,0
2009-11-21,nc,Presbyterian,Illinois,48,94,0
2009-11-21,nc,Detroit,Albany,66,54,1
2009-11-21,nc,Northern Colorado,Air Force,70,46,1
2009-11-21,nc,Akron,Drake,63,59,1
2009-11-21,nc,Robert Morris,Alcorn St.,107,76,1
2009-11-21,nc,SIU Edwardsville,Ball St.,47,57,0
2009-11-21,nc,Alabama St.,Belmont,42,78,0
2009-11-21,nc,Western Illinois,Central Arkansas,56,46,1
2009-11-21,nc,UCF,Niagara,46,63,0
2009-11-21,nc,Maryland Eastern Shore,Eastern Michigan,51,76,0
2009-11-21,nc,Howard,Georgia St.,33,57,0
2009-11-20,nc,IPFW,Gonzaga,55,90,0
2009-11-21,nc,North Florida,Illinois St.,55,71,0
2009-11-21,nc,Navy,LIU Brooklyn,72,83,0
2009-11-21,nc,William & Mary,Manhattan,75,70,1
2009-11-21,nc,Florida St.,Mercer,89,50,1
2009-11-21,nc,Louisiana Monroe,Morehead St.,74,73,1
2009-11-21,nc,Campbell,UNC Asheville,85,66,1
2009-11-21,nc,Southern Illinois,UNLV,69,78,0
2009-11-21,nc,Texas St.,New Orleans,55,67,0
2009-11-21,nc,Idaho,North Dakota St.,81,69,1
2009-11-21,nc,East Carolina,Northern Iowa,68,74,0
2009-11-21,nc,Cal Poly,Portland St.,83,92,0
2009-11-21,nc,Boston College,South Dakota St.,75,58,1
2009-11-21,nc,Canisius,St. Francis NY,79,69,1
2009-11-21,nc,Youngstown St.,Saint Peter's,68,56,1
2009-11-21,nc,The Citadel,Missouri St.,55,72,0
2009-11-21,nc,Arkansas St.,UTEP,56,82,0
2009-11-21,nc,Lamar,Texas Tech,54,77,0
2009-11-21,nc,Oklahoma,VCU,69,82,0
2009-11-21,nc,USC Upstate,Winthrop,46,49,0
2009-11-21,nc,Long Beach St.,Green Bay,81,69,1
2009-11-21,nc,Boise St.,Wyoming,61,87,0
2009-11-21,nc,Lafayette,NJIT,69,52,1
2009-11-22,nc,Auburn,North Carolina St.,58,60,0
2009-11-21,nc,Loyola Marymount,USC,67,59,1
2009-11-22,nc,Mississippi Valley St.,Iowa St.,55,96,0
2009-11-22,nc,Wofford,Bradley,54,56,0
2009-11-22,nc,Tennessee St.,Northwestern,62,69,0
2009-11-22,nc,George Mason,Indiana,69,66,1
2009-11-22,nc,Liberty,Notre Dame,72,91,0
2009-11-22,nc,Morgan St.,Louisville,81,90,0
2009-11-22,nc,Georgia Tech,Boston University,85,67,1
