Date,Type,Team,Opp,Points_For,Points_Against,Win
2012-11-10,nc,Central Arkansas,Arizona St.,64,79,0
2012-11-10,nc,Quinnipiac,Hartford,65,61,1
2012-11-10,nc,Sacred Heart,Yale,85,82,1
2012-11-10,nc,Youngstown St.,George Washington,80,73,1
2012-11-10,nc,UCF,South Florida,74,56,1
2012-11-10,nc,Evansville,Notre Dame,49,58,0
2012-11-10,nc,UTSA,Holy Cross,60,56,1
2012-11-10,nc,SIU Edwardsville,Missouri,69,83,0
2012-11-10,nc,Maine,Dartmouth,54,67,0
2012-11-10,nc,Western Michigan,Cornell,55,63,0
2012-11-10,nc,Portland,Ohio,52,81,0
2012-11-10,nc,Columbia,Furman,68,47,1
2012-11-10,nc,Nicholls St.,Vanderbilt,65,80,0
2012-11-10,nc,East Tennessee St.,Virginia Tech,62,80,0
2012-11-10,nc,Eastern Washington,Washington St.,69,88,0
2012-11-10,nc,Morgan St.,Old Dominion,61,72,0
2012-11-10,nc,Nevada,UC Irvine,64,78,0
2012-11-10,nc,Idaho St.,Utah St.,48,56,0
2012-11-10,nc,Air Force,Army,76,65,1
2012-11-10,nc,Princeton,Buffalo,57,53,1
2012-11-10,nc,Elon,Butler,59,74,0
2012-11-10,nc,Fairfield,Central Connecticut,64,63,1
2012-11-10,nc,Arkansas St.,Dayton,61,74,0
2012-11-10,nc,Delaware,La Salle,66,73,0
2012-11-10,nc,Northern Arizona,Oregon,73,83,0
2012-11-10,nc,NJIT,Providence,63,64,0
2012-11-10,nc,Western Kentucky,Southern Miss,64,67,0
2012-11-10,nc,VMI,The Citadel,76,84,0
2012-11-10,nc,North Carolina Central,Wichita St.,57,71,0
2012-11-10,nc,Chicago St.,Green Bay,67,72,0
2012-11-11,nc,Charleston Southern,Arizona,73,82,0
2012-11-11,nc,Syracuse,San Diego St.,62,49,1
2012-11-11,nc,Cal St. Bakersfield,California,65,78,0
2012-11-11,nc,Duquesne,Georgetown,55,61,0
2012-11-11,nc,Eastern Michigan,Jacksonville St.,54,61,0
2012-11-11,nc,Alabama St.,Florida,35,84,0
2012-11-11,nc,Arkansas Pine Bluff,Hawaii,54,81,0
2012-11-11,nc,Texas Southern,Boise St.,63,81,0
2012-11-11,nc,UC Riverside,Illinois Chicago,52,59,0
2012-11-11,nc,Manhattan,Louisville,51,79,0
2012-11-11,nc,FIU,Boston College,70,84,0
2012-11-11,nc,Holy Cross,Morgan St.,74,73,1
2012-11-11,nc,Florida Atlantic,North Carolina,56,80,0
2012-11-11,nc,Southern,Nebraska,55,66,0
2012-11-11,nc,Albany,Ohio St.,60,82,0
2012-11-11,nc,Louisiana Monroe,Oklahoma,51,85,0
2012-11-11,nc,New Mexico St.,Oregon St.,62,71,0
2012-11-11,nc,Marshall,Villanova,68,80,0
2012-11-11,nc,Jackson St.,Baylor,47,78,0
2012-11-11,nc,Loyola MD,Washington,63,85,0
2012-11-11,nc,Colgate,Marquette,63,84,0
2012-11-11,nc,Southeastern Louisiana,Wisconsin,47,87,0
2012-11-11,nc,UTSA,Old Dominion,79,70,1
2012-11-11,nc,Oakland,Louisiana Lafayette,79,90,0
2012-11-11,nc,UNC Asheville,UNC Wilmington,59,67,0
2012-11-11,nc,Grambling St.,Ball St.,51,78,0
2012-11-11,nc,Brown,Binghamton,58,49,1
2012-11-11,nc,Tennessee Martin,Cincinnati,57,80,0
2012-11-11,nc,Maryland Eastern Shore,Houston Baptist,55,70,0
2012-11-11,nc,Siena,Navy,54,49,1
2012-11-11,nc,Hofstra,Purdue,54,83,0
2012-11-11,nc,Montana St.,Seattle,72,87,0
2012-11-11,nc,Loyola Marymount,SMU,58,73,0
2012-11-11,nc,Milwaukee,South Carolina,75,82,0
2012-11-11,nc,Air Force,The Citadel,77,70,1
2012-11-11,nc,Army,VMI,80,74,1
2012-11-12,nc,Cal St. Fullerton,Stanford,68,81,0
2012-11-12,nc,Penn,Delaware,69,84,0
2012-11-12,nc,Buffalo,Florida St.,68,95,0
2012-11-12,nc,Youngstown St.,Georgia,68,56,1
2012-11-12,nc,Alabama A&M,Iowa St.,40,98,0
2012-11-12,nc,UT Rio Grande Valley,Bradley,61,78,0
2012-11-12,nc,North Dakota St.,Indiana,61,87,0
2012-11-12,nc,Monmouth,Notre Dame,57,84,0
2012-11-12,nc,Morehead St.,Maryland,45,67,0
2012-11-12,nc,IUPUI,Michigan,54,91,0
2012-11-12,nc,Toledo,Minnesota,56,82,0
2012-11-12,nc,Sacred Heart,Rutgers,62,88,0
2012-11-12,nc,Davidson,New Mexico,81,86,0
2012-11-12,nc,Fordham,Pittsburgh,51,86,0
2012-11-12,nc,Presbyterian,Clemson,44,77,0
2012-11-12,nc,North Florida,Memphis,66,81,0
2012-11-12,nc,Troy,Texas A&M,65,83,0
2012-11-12,nc,Coppin St.,Texas,46,69,0
2012-11-12,nc,Fairfield,Virginia,45,54,0
2012-11-12,nc,Rhode Island,Virginia Tech,50,69,0
2012-11-12,nc,LIU Brooklyn,Lafayette,94,98,0
2012-11-12,nc,Bowling Green,Cleveland St.,73,79,0
2012-11-12,nc,St. Francis NY,Illinois,64,89,0
2012-11-12,nc,Arkansas Pine Bluff,Maryland Eastern Shore,62,52,1
2012-11-12,nc,Northwestern St.,Campbell,71,67,1
2012-11-12,nc,Boston University,Canisius,75,83,0
2012-11-12,nc,West Virginia,Gonzaga,50,84,0
2012-11-12,nc,UC Santa Barbara,Illinois St.,72,100,0
2012-11-12,nc,Central Michigan,Iowa,61,73,0
2012-11-12,nc,Lamar,Kansas St.,55,79,0
2012-11-12,nc,Robert Morris,Lehigh,60,89,0
2012-11-12,nc,William & Mary,Liberty,71,59,1
2012-11-12,nc,Northern Arizona,UNLV,54,92,0
2012-11-12,nc,Southern Illinois,New Orleans,72,55,1
2012-11-12,nc,Utah Valley,North Carolina A&T,64,55,1
2012-11-12,nc,Eastern Washington,Cal St. Northridge,79,96,0
2012-11-12,nc,Portland St.,Oregon,69,80,0
2012-11-12,nc,Bryant,Providence,49,81,0
2012-11-12,nc,American,Quinnipiac,61,55,1
2012-11-12,nc,Norfolk St.,Seton Hall,65,78,0
2012-11-12,nc,Kennesaw St.,South Carolina St.,67,65,1
2012-11-12,nc,Yale,Saint Joseph's,35,61,0
2012-11-12,nc,Central Connecticut,Saint Peter's,61,64,0
2012-11-13,nc,Houston,San Jose St.,77,75,1
2012-11-13,nc,Pepperdine,California,62,79,0
2012-11-13,nc,UC Irvine,UCLA,79,80,0
2012-11-13,nc,Long Beach St.,USC,44,62,0
2012-11-13,nc,Vermont,Connecticut,49,67,0
2012-11-13,nc,Florida A&M,Stetson,66,88,0
2012-11-13,nc,Oakland,Boise St.,80,88,0
2012-11-13,nc,Texas Southern,Northwestern,49,79,0
2012-11-13,nc,Duke,Kentucky,75,68,1
2012-11-13,nc,Austin Peay,Western Kentucky,54,74,0
2012-11-13,nc,McNeese St.,LSU,48,73,0
2012-11-13,nc,Harvard,Massachusetts,64,67,0
2012-11-13,nc,Hartford,Mount St. Mary's,63,70,0
2012-11-13,nc,Cleveland St.,Michigan,47,77,0
2012-11-13,nc,Alcorn St.,Missouri,54,91,0
2012-11-13,nc,Coastal Carolina,Mississippi,72,90,0
2012-11-13,nc,New Hampshire,Dartmouth,72,58,1
2012-11-13,nc,Northeastern,Princeton,67,66,1
2012-11-13,nc,IUPUI,Bowling Green,80,66,1
2012-11-13,nc,Grambling St.,Miami OH,54,80,0
2012-11-13,nc,Fairfield,Penn,62,53,1
2012-11-13,nc,Lehigh,Pittsburgh,53,78,0
2012-11-13,nc,Lamar,North Texas,59,74,0
2012-11-13,nc,Georgia St.,BYU,62,80,0
2012-11-13,nc,UNC Wilmington,Richmond,58,101,0
2012-11-13,nc,Delaware,Virginia,59,53,1
2012-11-13,nc,Albany,Washington,63,62,1
2012-11-13,nc,Southeastern Louisiana,Marquette,53,64,0
2012-11-13,nc,Winthrop,Indiana St.,55,66,0
2012-11-13,nc,St. Francis PA,Niagara,69,86,0
2012-11-13,nc,Florida Atlantic,Mississippi St.,58,78,0
2012-11-13,nc,Miami FL,Florida Gulf Coast,51,63,0
2012-11-13,nc,High Point,Appalachian St.,86,64,1
2012-11-13,nc,George Mason,Bucknell,56,61,0
2012-11-13,nc,Alabama St.,UCF,56,85,0
2012-11-13,nc,Mississippi Valley St.,Cincinnati,60,102,0
2012-11-13,nc,Wright St.,Eastern Illinois,56,44,1
2012-11-13,nc,Michigan St.,Kansas,67,64,1
2012-11-13,nc,Temple,Kent St.,80,66,1
2012-11-13,nc,Georgia Southern,Charlotte,53,66,0
2012-11-13,nc,Stony Brook,Rider,54,46,1
2012-11-13,nc,Fordham,Robert Morris,58,74,0
2012-11-13,nc,Middle Tennessee,Savannah St.,58,55,1
2012-11-13,nc,Tennessee St.,South Dakota St.,71,78,0
2012-11-13,nc,Detroit,St. John's,74,77,0
2012-11-13,nc,Bethune Cookman,Tulane,55,65,0
2012-11-13,nc,Wichita St.,VCU,53,51,1
2012-11-13,nc,Northern Illinois,Valparaiso,46,69,0
2012-11-13,conf,Butler,Xavier,47,62,0
2012-11-14,nc,Cal St. Bakersfield,Sacramento St.,67,85,0
2012-11-14,nc,Fresno St.,UC Riverside,39,30,1
2012-11-14,nc,Liberty,Georgetown,59,68,0
2012-11-14,nc,Wisconsin,Florida,56,74,0
2012-11-14,nc,Presbyterian,Georgia Tech,38,52,0
2012-11-14,nc,Maine,Holy Cross,54,57,0
2012-11-14,nc,Santa Clara,Saint Louis,74,62,1
2012-11-14,nc,UAB,Creighton,60,77,0
2012-11-14,nc,St. Bonaventure,Cornell,72,68,1
2012-11-14,nc,Utah Valley,Washington St.,49,72,0
2012-11-14,nc,Northern Kentucky,San Diego,61,65,0
2012-11-14,nc,Marist,Colgate,60,74,0
2012-11-14,nc,Wagner,Delaware St.,69,73,0
2012-11-14,nc,Texas A&M Corpus Chris,Denver,51,68,0
2012-11-14,nc,Lipscomb,Gardner Webb,66,62,1
2012-11-14,nc,Arkansas Little Rock,Louisiana Tech,52,70,0
2012-11-14,nc,UMBC,Loyola MD,70,86,0
2012-11-14,nc,Binghamton,Navy,52,75,0
2012-11-14,nc,Toledo,Northern Iowa,81,84,0
2012-11-14,nc,North Florida,Savannah St.,47,54,0
2012-11-14,nc,Western Illinois,SIU Edwardsville,50,62,0
2012-11-14,nc,South Dakota,Southern,79,83,0
2012-11-14,nc,Nebraska Omaha,Texas Tech,63,91,0
2012-11-14,nc,North Carolina Central,Wyoming,60,73,0
2012-11-15,nc,Murray St.,Auburn,79,59,1
2012-11-15,nc,UTEP,Arizona,51,72,0
2012-11-15,nc,Northern Colorado,Cal Poly,53,64,0
2012-11-15,nc,Weber St.,San Jose St.,67,68,0
2012-11-15,nc,Alcorn St.,Stanford,51,69,0
2012-11-15,nc,James Madison,UCLA,70,100,0
2012-11-15,nc,Dayton,Colorado,57,67,0
2012-11-15,nc,Mount St. Mary's,American,57,62,0
2012-11-15,nc,Alabama A&M,Jacksonville St.,61,79,0
2012-11-15,nc,Southern Miss,Georgia,62,60,1
2012-11-15,nc,Mississippi Valley St.,Northwestern,68,81,0
2012-11-15,nc,Sam Houston St.,Indiana,45,99,0
2012-11-15,nc,Tulsa,Northern Kentucky,76,56,1
2012-11-15,nc,Samford,Louisville,54,80,0
2012-11-15,nc,Baylor,Boston College,84,74,1
2012-11-15,nc,Providence,Massachusetts,75,77,0
2012-11-15,nc,Tennessee St.,Minnesota,43,72,0
2012-11-15,nc,Valparaiso,Nebraska,48,50,0
2012-11-15,nc,Southeastern Louisiana,New Mexico St.,56,81,0
2012-11-15,nc,Akron,Oklahoma St.,65,69,0
2012-11-15,nc,Alabama,Oregon St.,65,62,1
2012-11-15,nc,North Carolina St.,Penn St.,72,55,1
2012-11-15,nc,St. John's,College of Charleston,64,53,1
2012-11-15,nc,Prairie View A&M,Texas A&M,59,81,0
2012-11-15,nc,Hampton,Richmond,58,68,0
2012-11-15,nc,VMI,Virginia Tech,80,95,0
2012-11-15,nc,Cal St. Northridge,San Diego,74,71,1
2012-11-15,nc,Gardner Webb,DePaul,71,59,1
2012-11-15,nc,Saint Mary's,Utah St.,67,58,1
2012-11-15,nc,Buffalo,Evansville,56,50,1
2012-11-15,nc,Brown,Central Connecticut,71,86,0
2012-11-15,nc,Illinois St.,Drexel,86,84,1
2012-11-15,nc,Howard,Iowa,36,66,0
2012-11-15,nc,Chattanooga,Kansas,55,69,0
2012-11-15,nc,Norfolk St.,Longwood,78,66,1
2012-11-15,nc,Southern,North Carolina Central,55,59,0
2012-11-15,nc,Bethune Cookman,New Orleans,71,65,1
2012-11-15,nc,Idaho St.,Portland,48,51,0
2012-11-15,nc,Villanova,Purdue,89,81,1
2012-11-15,nc,McNeese St.,Southeast Missouri St.,53,64,0
2012-11-15,nc,SMU,TCU,64,61,1
2012-11-15,nc,UNC Asheville,Tennessee,68,75,0
2012-11-15,nc,Coastal Carolina,Tennessee Tech,69,71,0
2012-11-15,nc,Western Carolina,Wichita St.,63,79,0
2012-11-15,nc,South Dakota,Wyoming,51,71,0
2012-11-16,nc,College of Charleston,Auburn,51,55,0
2012-11-16,nc,Wake Forest,Connecticut,71,77,0
2012-11-16,nc,Sacred Heart,Hartford,47,62,0
2012-11-16,nc,Maryland Eastern Shore,South Florida,59,78,0
2012-11-16,nc,Notre Dame,Saint Joseph's,70,79,0
2012-11-16,nc,St. John's,Murray St.,67,72,0
2012-11-16,nc,Lafayette,Kentucky,49,101,0
2012-11-16,nc,Dayton,Boston College,87,71,1
2012-11-16,nc,Manhattan,Harvard,45,79,0
2012-11-16,nc,North Carolina St.,Massachusetts,94,76,1
2012-11-16,nc,Radford,Towson,67,75,0
2012-11-16,nc,LIU Brooklyn,Maryland,74,91,0
2012-11-16,nc,Nicholls St.,Missouri,54,74,0
2012-11-16,nc,Arkansas Little Rock,Mississippi,52,92,0
2012-11-16,nc,UNC Greensboro,East Carolina,73,76,0
2012-11-16,nc,Rutgers,Princeton,58,52,1
2012-11-16,nc,Illinois Chicago,New Mexico,59,66,0
2012-11-16,nc,Saint Peter's,Cornell,68,64,1
2012-11-16,nc,UNC Wilmington,Ohio,47,85,0
2012-11-16,nc,San Diego,Tulsa,51,63,0
2012-11-16,nc,Purdue,Oregon St.,58,66,0
2012-11-16,nc,Clemson,Furman,72,55,1
2012-11-16,nc,South Dakota,North Carolina Central,81,69,1
2012-11-16,nc,Colorado,Baylor,60,58,1
2012-11-16,nc,Oklahoma,UT Arlington,63,59,1
2012-11-16,nc,Florida St.,BYU,88,70,1
2012-11-16,nc,Green Bay,Southern Utah,66,54,1
2012-11-16,nc,Sacramento St.,Utah,74,71,1
2012-11-16,nc,Pacific,Fresno St.,61,66,0
2012-11-16,nc,North Carolina,Long Beach St.,78,63,1
2012-11-16,nc,Quinnipiac,Iona,98,92,1
2012-11-16,nc,Bucknell,Niagara,88,71,1
2012-11-16,nc,Villanova,Alabama,55,77,0
2012-11-16,nc,Yale,Evansville,56,66,0
2012-11-16,nc,Binghamton,Army,76,85,0
2012-11-16,nc,Savannah St.,Alabama St.,59,54,1
2012-11-16,nc,Wofford,Ball St.,61,66,0
2012-11-16,nc,Western Illinois,Buffalo,67,58,1
2012-11-16,nc,Appalachian St.,Campbell,82,101,0
2012-11-16,nc,California,Denver,72,61,1
2012-11-16,nc,Kennesaw St.,Eastern Kentucky,71,85,0
2012-11-16,nc,Eastern Illinois,Eastern Michigan,52,60,0
2012-11-16,nc,Mercer,George Mason,49,52,0
2012-11-16,nc,South Dakota St.,Hofstra,63,66,0
2012-11-16,nc,Chicago St.,Kent St.,63,92,0
2012-11-16,nc,Western Michigan,Loyola Chicago,81,71,1
2012-11-16,nc,Jacksonville,Miami FL,57,73,0
2012-11-16,nc,Akron,UNC Asheville,82,63,1
2012-11-16,nc,Cal St. Fullerton,Nevada,77,80,0
2012-11-16,nc,Siena,Cal St. Northridge,64,68,0
2012-11-16,nc,Vanderbilt,Oregon,48,74,0
2012-11-16,nc,Washington St.,Pepperdine,56,58,0
2012-11-16,nc,Penn St.,Providence,55,52,1
2012-11-16,nc,Morgan St.,South Carolina,71,87,0
2012-11-16,nc,Arkansas St.,Tennessee Martin,77,73,1
2012-11-16,nc,Oklahoma St.,Tennessee,62,45,1
2012-11-16,nc,Louisiana Lafayette,Texas Southern,71,74,0
2012-11-16,nc,Nebraska Omaha,Tulane,52,76,0
2012-11-16,nc,North Carolina A&T,Wright St.,44,56,0
2012-11-16,nc,Southern,Wyoming,60,67,0
2012-11-16,nc,St. Francis PA,Youngstown St.,60,75,0
2012-11-16,nc,UT Rio Grande Valley,IPFW,94,97,0
2012-11-17,nc,Buffalo,Yale,59,63,0
2012-11-17,nc,Loyola Chicago,South Florida,50,68,0
2012-11-17,nc,Montana,Idaho,66,63,1
2012-11-17,nc,Mercer,Illinois Chicago,36,62,0
2012-11-17,nc,Bradley,IUPUI,79,72,1
2012-11-17,nc,BYU,Notre Dame,68,78,0
2012-11-17,nc,Western Carolina,Western Kentucky,81,92,0
2012-11-17,nc,George Washington,Boston University,72,59,1
2012-11-17,nc,Vermont,Northeastern,66,55,1
2012-11-17,nc,Bucknell,New Mexico St.,62,49,1
2012-11-17,nc,Marist,Columbia,67,62,1
2012-11-17,nc,Tulsa,Cal St. Northridge,76,92,0
2012-11-17,nc,Rice,Temple,63,77,0
2012-11-17,nc,Drexel,Penn,61,59,1
2012-11-17,nc,Oakland,Pittsburgh,62,72,0
2012-11-17,nc,Ohio St.,Rhode Island,69,58,1
2012-11-17,nc,Samford,Memphis,54,65,0
2012-11-17,nc,Grambling St.,Houston,47,87,0
2012-11-17,nc,Seattle,Virginia,43,83,0
2012-11-17,nc,Davidson,Milwaukee,68,73,0
2012-11-17,nc,South Dakota St.,Marshall,78,77,1
2012-11-17,nc,UT Rio Grande Valley,Eastern Illinois,50,63,0
2012-11-17,nc,Austin Peay,DePaul,67,98,0
2012-11-17,nc,Brown,Maine,70,68,1
2012-11-17,nc,Wake Forest,Iona,68,94,0
2012-11-17,nc,Old Dominion,Cleveland St.,55,67,0
2012-11-17,nc,SMU,Texas St.,78,75,1
2012-11-17,nc,Texas A&M Corpus Chris,Utah St.,68,77,0
2012-11-17,nc,Western Illinois,Evansville,44,49,0
2012-11-17,nc,UMKC,Albany,59,62,0
2012-11-17,nc,St. Bonaventure,Canisius,69,72,0
2012-11-17,nc,Drake,Detroit,79,85,0
2012-11-17,nc,Tennessee Tech,East Tennessee St.,65,62,1
2012-11-17,nc,Towson,Eastern Kentucky,69,71,0
2012-11-17,nc,IPFW,Eastern Michigan,47,60,0
2012-11-17,nc,Colgate,Elon,72,81,0
2012-11-17,nc,Coppin St.,Florida Atlantic,61,64,0
2012-11-17,nc,Stephen F. Austin,FIU,69,60,1
2012-11-17,nc,Southern Utah,Cal St. Fullerton,69,112,0
2012-11-17,nc,William & Mary,High Point,83,61,1
2012-11-17,nc,Gardner Webb,Iowa,56,65,0
2012-11-17,nc,Norfolk St.,Loyola MD,49,65,0
2012-11-17,nc,Lamar,Charlotte,49,70,0
2012-11-17,nc,Jacksonville St.,UNLV,58,77,0
2012-11-17,nc,Green Bay,Nevada,69,71,0
2012-11-17,nc,North Dakota,Northern Iowa,47,72,0
2012-11-17,nc,Kennesaw St.,Radford,58,67,0
2012-11-17,nc,Monmouth,Rider,62,65,0
2012-11-17,nc,Washington,Seton Hall,84,73,1
2012-11-17,nc,Northern Kentucky,Siena,52,56,0
2012-11-17,nc,Florida St.,Saint Joseph's,73,66,1
2012-11-17,nc,San Diego St.,Missouri St.,60,44,1
2012-11-17,nc,USC Upstate,UTSA,59,67,0
2012-11-17,nc,Maryland Eastern Shore,Western Michigan,51,68,0
2012-11-17,nc,Howard,Wichita St.,50,69,0
2012-11-17,nc,VCU,Winthrop,90,54,1
2012-11-17,nc,Robert Morris,Xavier,59,61,0
2012-11-17,nc,New Hampshire,Bryant,64,76,0
2012-11-17,nc,Loyola Marymount,Cal St. Bakersfield,76,73,1
2012-11-18,nc,Dayton,Auburn,73,63,1
2012-11-18,nc,Navy,UAB,63,82,0
2012-11-18,nc,Longwood,Arkansas,63,112,0
2012-11-18,nc,Florida A&M,Arizona St.,70,97,0
2012-11-18,nc,Belmont,Stanford,70,62,1
2012-11-18,nc,Middle Tennessee,Florida,45,66,0
2012-11-18,nc,Western Michigan,South Florida,58,53,1
2012-11-18,nc,Campbell,Iowa St.,68,88,0
2012-11-18,nc,Louisiana Lafayette,Boise St.,57,63,0
2012-11-18,nc,Fairleigh Dickinson,Northwestern,53,80,0
2012-11-18,nc,Colorado,Murray St.,81,74,1
2012-11-18,nc,Cal St. Northridge,Northern Kentucky,69,58,1
2012-11-18,nc,Miami OH,Louisville,39,80,0
2012-11-18,nc,Tennessee,Massachusetts,83,69,1
2012-11-18,nc,Texas Southern,Michigan St.,41,69,0
2012-11-18,nc,Richmond,Minnesota,57,72,0
2012-11-18,nc,Portland,Montana St.,64,83,0
2012-11-18,nc,Florida Gulf Coast,Duke,67,88,0
2012-11-18,nc,Oklahoma St.,North Carolina St.,76,56,1
2012-11-18,nc,Presbyterian,Creighton,58,87,0
2012-11-18,nc,Nebraska Omaha,Nebraska,62,75,0
2012-11-18,nc,George Mason,New Mexico,69,70,0
2012-11-18,nc,Wagner,Syracuse,57,88,0
2012-11-18,nc,Washington,Ohio St.,66,77,0
2012-11-18,nc,Wofford,Ohio,50,73,0
2012-11-18,nc,Akron,Penn St.,85,60,1
2012-11-18,nc,Seton Hall,Rhode Island,60,55,1
2012-11-18,nc,Boston College,College of Charleston,67,71,0
2012-11-18,nc,Southeast Missouri St.,Chattanooga,77,65,1
2012-11-18,nc,Cornell,Wisconsin,40,73,0
2012-11-18,nc,Siena,San Diego,60,77,0
2012-11-18,nc,Northern Arizona,UC Davis,85,82,1
2012-11-18,nc,New Mexico St.,Niagara,83,86,0
2012-11-18,nc,Towson,Kennesaw St.,69,63,1
2012-11-18,nc,Saint Peter's,Binghamton,54,62,0
2012-11-18,nc,Savannah St.,UCF,50,53,0
2012-11-18,nc,North Carolina A&T,Cincinnati,39,93,0
2012-11-18,nc,Coppin St.,Colgate,84,88,0
2012-11-18,nc,IPFW,Eastern Illinois,67,68,0
2012-11-18,nc,Radford,Eastern Kentucky,75,83,0
2012-11-18,nc,UT Rio Grande Valley,Eastern Michigan,47,57,0
2012-11-18,nc,Florida Atlantic,Elon,59,62,0
