Date,Type,Team,Opp,Points_For,Points_Against,Win
2008-11-14,nc,Fairleigh Dickinson,Pittsburgh,63,86,0
2008-11-14,nc,Albany,Villanova,60,78,0
2008-11-14,nc,Brown,Rhode Island,74,76,0
2008-11-14,nc,Clemson,Hofstra,98,69,1
2008-11-14,nc,SIU Edwardsville,College of Charleston,66,72,0
2008-11-14,nc,Stetson,Texas,38,68,0
2008-11-14,nc,Long Beach St.,BYU,65,75,0
2008-11-14,nc,Gardner Webb,Virginia Tech,62,65,0
2008-11-14,nc,Houston Baptist,Marquette,64,95,0
2008-11-14,nc,Sacramento St.,Fresno St.,65,77,0
2008-11-14,nc,Hampton,Iona,46,59,0
2008-11-14,nc,Western Illinois,Kennesaw St.,63,85,0
2008-11-14,nc,Appalachian St.,UNC Wilmington,101,108,0
2008-11-14,nc,Eastern Washington,Illinois,50,66,0
2008-11-14,nc,Samford,Belmont,60,78,0
2008-11-14,nc,High Point,Duquesne,55,84,0
2008-11-14,nc,Monmouth,Florida Atlantic,69,72,0
2008-11-14,nc,Eastern Kentucky,FIU,54,57,0
2008-11-14,nc,Columbia,Fordham,65,62,1
2008-11-14,nc,Cal St. Fullerton,Texas St.,66,76,0
2008-11-14,nc,Bowling Green,Georgia St.,77,76,1
2008-11-14,nc,Charleston Southern,Iowa,48,68,0
2008-11-14,nc,Florida A&M,Kansas St.,57,96,0
2008-11-14,nc,Milwaukee,Loyola Marymount,75,51,1
2008-11-14,nc,Mount St. Mary's,Loyola MD,84,76,1
2008-11-14,nc,UNC Greensboro,Charlotte,59,77,0
2008-11-14,nc,Morehead St.,Louisiana Monroe,54,56,0
2008-11-14,nc,Northern Illinois,Maine,64,77,0
2008-11-14,nc,Northern Colorado,Oregon,64,66,0
2008-11-14,nc,Detroit,Purdue,50,82,0
2008-11-14,nc,St. Francis NY,Seton Hall,61,88,0
2008-11-14,nc,San Jose St.,South Dakota St.,70,62,1
2008-11-14,nc,Jacksonville St.,South Carolina,76,89,0
2008-11-14,nc,LIU Brooklyn,St. John's,63,73,0
2008-11-14,nc,Rider,Saint Joseph's,57,69,0
2008-11-14,nc,Maryland Eastern Shore,Stony Brook,44,60,0
2008-11-14,nc,Texas Southern,UTEP,63,69,0
2008-11-14,nc,St. Francis PA,Texas Tech,47,81,0
2008-11-14,nc,Lafayette,Wagner,73,67,1
2008-11-14,nc,TCU,Western Michigan,67,63,1
2008-11-14,nc,Cal St. Bakersfield,Wyoming,58,84,0
2008-11-14,nc,IPFW,Xavier,43,71,0
2008-11-14,nc,Northern Arizona,Utah Valley,62,68,0
2008-11-15,nc,Pacific,California,56,68,0
2008-11-15,nc,UC Irvine,USC,55,78,0
2008-11-15,nc,Loyola Marymount,Iowa St.,55,67,0
2008-11-15,nc,Northwestern St.,Indiana,65,83,0
2008-11-15,nc,Jackson St.,LSU,65,79,0
2008-11-15,nc,Bowling Green,Minnesota,61,68,0
2008-11-15,nc,Prairie View A&M,Missouri,65,86,0
2008-11-15,nc,Nevada,Montana St.,72,63,1
2008-11-15,nc,Penn,North Carolina,71,86,0
2008-11-15,nc,UC Riverside,New Mexico St.,52,79,0
2008-11-15,nc,Oral Roberts,Tulsa,43,50,0
2008-11-15,nc,TCU,Clemson,58,70,0
2008-11-15,nc,Temple,College of Charleston,70,65,1
2008-11-15,nc,Fairfield,Memphis,63,90,0
2008-11-15,nc,Portland St.,Rice,78,74,1
2008-11-15,nc,Western Kentucky,Houston,64,73,0
2008-11-15,nc,George Mason,Vermont,80,79,1
2008-11-15,nc,Mississippi Valley St.,Washington St.,25,76,0
2008-11-15,nc,UC Davis,Milwaukee,75,81,0
2008-11-15,nc,Elon,West Virginia,47,92,0
2008-11-15,nc,Florida St.,Jacksonville,59,57,1
2008-11-15,nc,Louisiana Tech,Louisiana Lafayette,61,59,1
2008-11-15,nc,Oakland,Cleveland St.,55,58,0
2008-11-15,nc,Maine,Kennesaw St.,60,47,1
2008-11-15,nc,Austin Peay,Evansville,62,70,0
2008-11-15,nc,Centenary,Mississippi St.,55,77,0
2008-11-15,nc,Dartmouth,Army,48,63,0
2008-11-15,nc,Canisius,Akron,46,56,0
2008-11-15,nc,Eastern Illinois,Ball St.,59,72,0
2008-11-15,nc,Butler,Drake,58,48,1
2008-11-15,nc,SIU Edwardsville,East Tennessee St.,62,65,0
2008-11-15,nc,Western Michigan,Hofstra,68,71,0
2008-11-15,nc,Morgan St.,La Salle,61,64,0
2008-11-15,nc,San Diego,UNLV,60,65,0
2008-11-15,nc,North Carolina St.,New Orleans,65,59,1
2008-11-15,nc,Western Illinois,Northern Illinois,54,65,0
2008-11-15,nc,Denver,Northern Iowa,56,61,0
2008-11-15,nc,Washington,Portland,74,80,0
2008-11-15,nc,Northeastern,Providence,70,66,1
2008-11-15,nc,Lehigh,Saint Peter's,79,62,1
2008-11-15,nc,Chattanooga,Tennessee,75,114,0
2008-11-15,nc,UAB,Troy,87,66,1
2008-11-15,nc,McNeese St.,Tulane,62,68,0
2008-11-15,nc,Illinois St.,Wright St.,69,61,1
2008-11-15,nc,Buffalo,Youngstown St.,70,62,1
2008-11-15,nc,Manhattan,NJIT,56,32,1
2008-11-16,nc,Rutgers,Delaware,85,77,1
2008-11-16,nc,Bradley,Florida,58,81,0
2008-11-16,nc,Cal St. Fullerton,Hawaii,90,76,1
2008-11-16,nc,Milwaukee,Iowa St.,61,79,0
2008-11-16,nc,Central Arkansas,Northwestern,39,81,0
2008-11-16,nc,USC Upstate,Notre Dame,58,94,0
2008-11-16,nc,Saint Joseph's,Holy Cross,69,73,0
2008-11-16,nc,Idaho,Michigan St.,62,100,0
2008-11-16,nc,Georgia St.,Minnesota,52,60,0
2008-11-16,nc,Rhode Island,Duke,79,82,0
2008-11-16,nc,New Mexico,Creighton,75,82,0
2008-11-16,nc,San Jose St.,Nebraska,46,63,0
2008-11-16,nc,William & Mary,Ohio,55,74,0
2008-11-16,nc,Temple,Clemson,72,76,0
2008-11-16,nc,TCU,College of Charleston,75,86,0
2008-11-16,nc,Morehead St.,Vanderbilt,48,74,0
2008-11-16,nc,Arkansas Pine Bluff,Texas A&M,47,76,0
2008-11-16,nc,VMI,Virginia,97,107,0
2008-11-16,nc,Long Beach St.,Wisconsin,61,68,0
2008-11-16,nc,Loyola Marymount,UC Davis,55,64,0
2008-11-16,nc,Towson,Niagara,62,79,0
2008-11-16,nc,Texas St.,San Francisco,74,88,0
2008-11-16,nc,Mercer,Alabama,72,69,1
2008-11-16,nc,Texas A&M Corpus Chris,Illinois,53,72,0
2008-11-16,nc,Cal St. Bakersfield,Air Force,62,70,0
2008-11-16,nc,North Carolina A&T,UCF,62,81,0
2008-11-16,nc,Wofford,Dayton,49,52,0
2008-11-16,nc,East Tennessee St.,Hofstra,75,76,0
2008-11-16,nc,UMKC,Kansas,56,71,0
2008-11-16,nc,Southeast Missouri St.,Kansas St.,68,88,0
2008-11-16,nc,Norfolk St.,Longwood,81,74,1
2008-11-16,nc,Tennessee St.,Loyola MD,70,73,0
2008-11-16,nc,Houston Baptist,Middle Tennessee,63,80,0
2008-11-16,nc,Howard,Navy,55,66,0
2008-11-16,nc,Old Dominion,Charlotte,69,68,1
2008-11-16,nc,Arkansas Little Rock,Pepperdine,66,65,1
2008-11-16,nc,North Florida,Savannah St.,60,75,0
2008-11-16,nc,Columbia,Seton Hall,50,71,0
2008-11-16,nc,Western Michigan,SIU Edwardsville,72,83,0
2008-11-16,nc,Winthrop,South Carolina,63,86,0
2008-11-16,nc,The Citadel,VCU,59,82,0
2008-11-16,nc,Florida A&M,Wichita St.,53,77,0
2008-11-17,nc,Santa Clara,UAB,61,64,0
2008-11-17,nc,Florida Atlantic,Arizona,62,75,0
2008-11-17,nc,Hartford,Connecticut,56,99,0
2008-11-17,nc,St. Francis PA,American,46,67,0
2008-11-17,nc,Jacksonville,Georgetown,62,71,0
2008-11-17,nc,Loyola Chicago,Georgia,74,53,1
2008-11-17,nc,Loyola MD,Boston College,57,90,0
2008-11-17,nc,Chattanooga,Missouri,75,103,0
2008-11-17,nc,North Texas,Oklahoma St.,88,100,0
2008-11-17,nc,Mississippi Valley St.,Oklahoma,53,94,0
2008-11-17,nc,NJIT,Penn St.,47,74,0
2008-11-17,nc,Miami OH,Pittsburgh,53,82,0
2008-11-17,nc,Fordham,Villanova,68,107,0
2008-11-17,nc,Massachusetts,Memphis,58,80,0
2008-11-17,nc,Mount St. Mary's,Virginia Tech,57,62,0
2008-11-17,nc,Chicago St.,Marquette,87,106,0
2008-11-17,nc,Albany,DePaul,64,75,0
2008-11-17,nc,Louisiana Monroe,Mississippi St.,49,78,0
2008-11-17,nc,Troy,UNC Wilmington,95,107,0
2008-11-17,nc,Austin Peay,Belmont,86,84,1
2008-11-17,nc,Colgate,Central Connecticut,58,57,1
2008-11-17,nc,Missouri St.,Central Michigan,60,57,1
2008-11-17,nc,Furman,Charleston Southern,64,75,0
2008-11-17,nc,James Madison,Davidson,64,99,0
2008-11-17,nc,Monmouth,FIU,61,80,0
2008-11-17,nc,Brown,George Mason,52,89,0
2008-11-17,nc,UTSA,Iowa,67,73,0
2008-11-17,nc,North Carolina Central,Kent St.,42,83,0
2008-11-17,nc,Delaware St.,Lehigh,58,76,0
2008-11-17,nc,St. Bonaventure,Marist,77,54,1
2008-11-17,nc,UMBC,Morgan St.,60,67,0
2008-11-17,nc,Oakland,Oregon,82,79,1
2008-11-17,nc,Eastern Michigan,Purdue,58,87,0
2008-11-17,nc,Army,Quinnipiac,64,66,0
2008-11-17,nc,Utah St.,UC Santa Barbara,61,59,1
2008-11-17,nc,Boise St.,Siena,52,82,0
2008-11-17,nc,Cornell,St. John's,75,86,0
2008-11-17,nc,Sam Houston St.,Texas Tech,76,87,0
2008-11-17,nc,Toledo,Xavier,65,81,0
2008-11-18,nc,UAB,Arizona,72,71,1
2008-11-18,nc,Arizona St.,San Diego St.,59,52,1
2008-11-18,nc,Cal St. Northridge,Stanford,85,103,0
2008-11-18,nc,San Francisco,California,74,87,0
2008-11-18,nc,Sacramento St.,UC Riverside,49,61,0
2008-11-18,nc,New Mexico St.,USC,60,73,0
2008-11-18,nc,Northern Colorado,Colorado St.,74,85,0
2008-11-18,nc,Montana St.,Colorado,85,82,1
2008-11-18,nc,Bethune Cookman,Stetson,58,64,0
2008-11-18,nc,Eastern Michigan,Georgia,60,61,0
2008-11-18,nc,Idaho St.,Hawaii,64,67,0
2008-11-18,nc,IUPUI,Indiana,57,60,0
2008-11-18,nc,St. John's,Boston College,70,82,0
2008-11-18,nc,Youngstown St.,Maryland,49,73,0
2008-11-18,nc,South Alabama,Mississippi,71,89,0
2008-11-18,nc,Kentucky,North Carolina,58,77,0
2008-11-18,nc,Loyola MD,Cornell,72,82,0
2008-11-18,nc,Richmond,Syracuse,71,76,0
2008-11-18,nc,Davidson,Oklahoma,78,82,0
2008-11-18,nc,Centenary,Baylor,55,90,0
2008-11-18,nc,Stephen F. Austin,Texas A&M,48,55,0
2008-11-18,nc,Alcorn St.,Houston,57,110,0
2008-11-18,nc,Tulane,Texas,51,76,0
2008-11-18,nc,Green Bay,Utah,60,79,0
2008-11-18,nc,Mississippi Valley St.,James Madison,54,62,0
2008-11-18,nc,Yale,Vermont,58,89,0
2008-11-18,nc,Cleveland St.,Washington,63,78,0
2008-11-18,nc,Fairleigh Dickinson,Washington St.,33,55,0
2008-11-18,nc,SIU Edwardsville,Wisconsin,58,88,0
2008-11-18,nc,Tennessee Tech,Lipscomb,83,72,1
2008-11-18,nc,Nevada,San Diego,51,65,0
2008-11-18,nc,Lamar,Louisiana Lafayette,78,68,1
2008-11-18,nc,Stony Brook,Lafayette,71,80,0
2008-11-18,nc,Winthrop,Akron,58,72,0
2008-11-18,nc,Boston University,Bucknell,71,68,1
2008-11-18,nc,Buffalo,Canisius,69,64,1
2008-11-18,nc,Texas Southern,Cincinnati,51,82,0
2008-11-18,nc,Penn,Drexel,64,66,0
2008-11-18,nc,Winston Salem St.,Eastern Kentucky,44,69,0
2008-11-18,nc,Sacred Heart,Fairfield,54,70,0
2008-11-18,nc,Idaho,Gonzaga,46,80,0
2008-11-18,nc,Florida Gulf Coast,Kansas,45,85,0
2008-11-18,nc,Florida St.,La Salle,65,61,1
2008-11-18,nc,Gardner Webb,Longwood,84,85,0
2008-11-18,nc,St. Francis NY,Navy,63,75,0
2008-11-18,conf,Liberty,UNC Asheville,56,84,0
2008-11-18,nc,UT Rio Grande Valley,UNLV,48,73,0
2008-11-18,nc,Indiana St.,Northern Illinois,79,86,0
2008-11-18,nc,BYU,Pepperdine,82,53,1
2008-11-18,nc,Portland,Portland St.,76,81,0
2008-11-18,nc,Dartmouth,Providence,82,100,0
2008-11-18,nc,Loyola Chicago,Purdue,46,78,0
2008-11-18,nc,Delaware,Robert Morris,75,86,0
2008-11-18,nc,Florida Atlantic,Santa Clara,65,61,1
2008-11-18,nc,Coastal Carolina,Savannah St.,65,66,0
2008-11-18,nc,Alabama St.,Southern Miss,61,74,0
2008-11-17,nc,Fresno St.,Saint Mary's,85,99,0
2008-11-18,nc,Tennessee Martin,Tennessee,64,91,0
2008-11-18,nc,Georgia Southern,UTEP,79,96,0
2008-11-18,nc,UCF,Valparaiso,52,69,0
2008-11-18,nc,Detroit,Western Michigan,58,71,0
2008-11-18,nc,Louisiana Tech,Grambling St.,80,74,1
2008-11-19,nc,Mercer,Auburn,78,74,1
2008-11-19,nc,Binghamton,George Washington,57,71,0
2008-11-19,nc,American,Howard,65,63,1
2008-11-19,nc,Texas A&M Corpus Chris,Northwestern,48,66,0
2008-11-19,nc,Northern Iowa,Illinois Chicago,77,84,0
2008-11-19,nc,Brown,Holy Cross,62,57,1
2008-11-19,nc,Kent St.,Saint Louis,76,74,1
2008-11-19,nc,Campbell,East Carolina,65,86,0
2008-11-19,nc,UNC Wilmington,Wake Forest,88,120,0
2008-11-19,nc,Harvard,New Hampshire,80,69,1
2008-11-19,nc,Maine,Princeton,58,55,1
2008-11-19,nc,Niagara,Villanova,62,77,0
2008-11-19,nc,Wofford,Clemson,40,93,0
2008-11-19,nc,South Florida,Virginia,75,77,0
2008-11-19,nc,Eastern Washington,UC Irvine,74,69,1
2008-11-19,nc,Florida A&M,Alabama,48,89,0
2008-11-19,nc,Charlotte,Appalachian St.,84,87,0
2008-11-19,nc,Murray St.,Arkansas St.,47,55,0
2008-11-19,nc,Ball St.,Butler,55,64,0
2008-11-19,nc,Delaware St.,Dayton,42,62,0
2008-11-19,nc,Morehead St.,Drake,70,86,0
2008-11-19,nc,Morgan St.,Manhattan,60,61,0
2008-11-19,nc,New Orleans,Nicholls St.,62,79,0
2008-11-19,nc,Nebraska,TCU,62,50,1
2008-11-19,nc,South Dakota St.,VCU,56,72,0
2008-11-19,nc,Saint Peter's,Wagner,44,59,0
2008-11-19,nc,UMKC,Wichita St.,66,63,1
2008-11-19,nc,Norfolk St.,William & Mary,58,74,0
2008-11-19,nc,Prairie View A&M,Wyoming,75,80,0
2008-11-19,nc,Albany,Bryant,76,67,1
2008-11-19,nc,Michigan St.,IPFW,70,59,1
2008-11-20,nc,UC Davis,Arkansas,59,68,0
2008-11-20,nc,UT Rio Grande Valley,California,58,85,0
2008-11-20,nc,Stetson,Florida St.,77,79,0
2008-11-20,nc,Southern Utah,Florida,50,64,0
2008-11-20,nc,Duke,Southern Illinois,83,58,1
2008-11-20,nc,Alcorn St.,LSU,45,77,0
2008-11-20,nc,UCLA,Michigan,52,55,0
2008-11-20,nc,Mississippi Valley St.,Montana,65,82,0
2008-11-20,nc,Arkansas Pine Bluff,Creighton,50,82,0
2008-11-20,nc,Grambling St.,New Mexico,50,96,0
2008-11-20,nc,Delaware St.,Ohio St.,42,70,0
2008-11-20,nc,Tulsa,Oklahoma St.,73,91,0
2008-11-20,nc,Hartford,Penn St.,64,89,0
2008-11-20,nc,Chattanooga,Memphis,71,83,0
2008-11-20,nc,Illinois,Vanderbilt,69,63,1
2008-11-20,nc,Rice,Cal Poly,81,76,1
2008-11-20,nc,North Florida,BYU,41,74,0
2008-11-20,nc,Fairfield,Virginia Tech,57,74,0
2008-11-20,nc,FIU,Washington,51,74,0
2008-11-20,nc,Longwood,West Virginia,54,86,0
2008-11-20,nc,Southeastern Louisiana,Lipscomb,58,70,0
2008-11-20,nc,North Carolina Central,Florida Gulf Coast,58,66,0
2008-11-20,nc,College of Charleston,Charleston Southern,93,83,1
2008-11-20,nc,Central Michigan,Chicago St.,74,84,0
2008-11-20,nc,George Mason,Hampton,44,50,0
2008-11-20,nc,Rider,Lehigh,69,68,1
2008-11-20,nc,Army,LIU Brooklyn,68,78,0
2008-11-20,nc,Rhode Island,Monmouth,85,62,1
2008-11-20,nc,McNeese St.,Louisiana Monroe,82,63,1
2008-11-20,nc,Northern Arizona,UNLV,71,87,0
2008-11-20,nc,Sacred Heart,Providence,87,111,0
2008-11-20,nc,North Texas,Sam Houston St.,76,71,1
2008-11-20,nc,USC,Seton Hall,61,63,0
2008-11-20,nc,Duquesne,St. Francis PA,83,72,1
2008-11-20,nc,Iowa,The Citadel,70,48,1
2008-11-20,nc,Centenary,Troy,81,77,1
2008-11-20,nc,Missouri,Xavier,71,75,0
2008-11-21,nc,Chattanooga,USC,46,73,0
2008-11-21,nc,La Salle,Connecticut,81,89,0
2008-11-21,nc,Presbyterian,Georgia,47,55,0
2008-11-21,nc,UCLA,Southern Illinois,77,60,1
2008-11-21,nc,Vermont,Maryland,74,89,0
2008-11-21,nc,Duke,Michigan,71,56,1
2008-11-21,nc,Fairfield,Missouri,59,87,0
2008-11-21,nc,Robert Morris,Rutgers,55,69,0
2008-11-21,nc,Pepperdine,New Mexico St.,66,90,0
2008-11-21,nc,Bryant,Columbia,54,70,0
2008-11-21,nc,Delaware,St. Bonaventure,85,81,1
2008-11-21,nc,Oakland,Syracuse,66,86,0
2008-11-21,nc,Akron,Pittsburgh,67,86,0
2008-11-21,nc,Jackson St.,Texas A&M,78,96,0
2008-11-21,nc,Rice,BYU,52,83,0
2008-11-21,nc,Mississippi,Utah,72,83,0
2008-11-21,nc,Kennesaw St.,James Madison,69,82,0
2008-11-21,nc,Radford,Virginia,66,68,0
2008-11-21,nc,Sacramento St.,Washington St.,55,76,0
2008-11-21,nc,Iona,Wisconsin,58,60,0
2008-11-21,nc,Morgan St.,Marshall,72,67,1
2008-11-21,nc,Oregon,UC Irvine,84,77,1
2008-11-21,nc,Temple,Lafayette,71,55,1
2008-11-21,nc,Winthrop,Davidson,70,97,0
2008-11-21,nc,Alabama St.,Illinois St.,71,77,0
2008-11-21,nc,Notre Dame,Loyola Marymount,65,54,1
2008-11-21,nc,Southern Miss,Miami FL,60,70,0
2008-11-21,nc,Tennessee,Middle Tennessee,76,66,1
2008-11-21,nc,Cal Poly,North Florida,76,42,1
2008-11-21,nc,Northwestern St.,Centenary,69,66,1
2008-11-21,nc,Yale,Portland,58,77,0
2008-11-21,nc,UMBC,Quinnipiac,76,71,1
2008-11-21,nc,North Carolina,UC Santa Barbara,84,67,1
2008-11-21,nc,Memphis,Seton Hall,84,70,1
2008-11-21,nc,Houston Baptist,SMU,60,79,0
2008-11-21,nc,Northern Illinois,Tennessee St.,73,75,0
2008-11-21,nc,Troy,Alcorn St.,92,79,1
2008-11-21,nc,San Diego,Valparaiso,73,66,1
2008-11-21,nc,Virginia Tech,Xavier,62,63,0
2008-11-21,nc,Cal St. Northridge,Cal St. Bakersfield,65,67,0
2008-11-22,nc,George Washington,Auburn,71,83,0
2008-11-22,nc,Florida A&M,South Alabama,64,93,0
2008-11-22,nc,Fresno St.,San Diego St.,56,80,0
2008-11-22,nc,Northern Arizona,UC Riverside,52,59,0
2008-11-22,nc,Minnesota,Colorado St.,72,71,1
2008-11-22,nc,Harvard,Colorado,57,70,0
2008-11-22,nc,St. Francis NY,Hartford,82,91,0
2008-11-22,nc,Drexel,Georgetown,53,81,0
2008-11-22,nc,Coastal Carolina,Florida St.,70,82,0
2008-11-22,nc,Idaho St.,Boise St.,84,92,0
2008-11-22,nc,North Dakota St.,Idaho,69,78,0
2008-11-22,nc,DePaul,Illinois Chicago,67,63,1
2008-11-22,nc,Western Kentucky,Murray St.,61,89,0
2008-11-22,nc,Delaware St.,Kentucky,42,71,0
2008-11-22,nc,Morehead St.,Louisville,41,79,0
2008-11-22,nc,Saint Peter's,Boston University,62,67,0
2008-11-22,nc,Holy Cross,Northeastern,49,61,0
2008-11-22,nc,Hampton,Towson,73,82,0
2008-11-22,nc,Boston College,Saint Louis,50,53,0
2008-11-22,nc,George Mason,East Carolina,77,71,1
2008-11-22,nc,High Point,North Carolina St.,56,69,0
2008-11-22,nc,Oral Roberts,Creighton,65,87,0
2008-11-22,nc,Arkansas Pine Bluff,Nebraska,53,67,0
2008-11-22,nc,Colgate,Dartmouth,65,60,1
2008-11-22,nc,UCF,New Mexico,72,71,1
2008-11-22,nc,UMBC,Columbia,66,52,1
2008-11-22,nc,Gardner Webb,Oklahoma,76,80,0
2008-11-22,nc,Monmouth,Penn,62,83,0
2008-11-22,nc,Northwestern,Brown,73,64,1
2008-11-22,nc,VCU,Rhode Island,86,92,0
2008-11-22,nc,Southern,Baylor,43,85,0
2008-11-22,nc,North Florida,Rice,46,68,0
2008-11-22,nc,Cal Poly,BYU,64,76,0
2008-11-22,nc,Utah,Morgan St.,66,37,1
2008-11-22,nc,Milwaukee,Marquette,80,100,0
2008-11-22,nc,Marshall,Green Bay,66,72,0
2008-11-22,nc,UT Rio Grande Valley,Wofford,70,75,0
2008-11-22,nc,American,Jacksonville,75,67,1
2008-11-22,nc,UAB,Old Dominion,77,62,1
2008-11-22,nc,Weber St.,Long Beach St.,69,73,0
2008-11-22,nc,Valparaiso,Iona,55,75,0
2008-11-22,nc,Appalachian St.,Niagara,80,95,0
2008-11-22,nc,Kansas St.,Cleveland St.,69,59,1
2008-11-22,nc,UT Arlington,Eastern Washington,70,73,0
2008-11-22,nc,Buffalo,Evansville,49,64,0
2008-11-22,nc,Fairleigh Dickinson,Mississippi St.,58,84,0
2008-11-22,nc,Central Connecticut,Albany,67,68,0
2008-11-22,nc,Louisiana Tech,Arkansas Little Rock,69,78,0
2008-11-22,nc,Ohio,Austin Peay,79,68,1
2008-11-22,nc,SIU Edwardsville,Ball St.,55,67,0
2008-11-22,nc,UNC Asheville,Campbell,57,94,0
2008-11-22,nc,LIU Brooklyn,Canisius,63,76,0
2008-11-22,nc,UNC Greensboro,Central Arkansas,60,73,0
2008-11-22,nc,Wright St.,Central Michigan,68,70,0
2008-11-22,nc,Western Illinois,Cincinnati,46,74,0
2008-11-22,nc,Eastern Michigan,Detroit,47,62,0
2008-11-22,nc,UMKC,Florida Atlantic,59,77,0
2008-11-22,nc,Manhattan,Fordham,81,67,1
2008-11-22,nc,Jacksonville St.,Georgia St.,80,73,1
2008-11-22,nc,Illinois St.,Houston Baptist,107,70,1
2008-11-22,nc,Denver,Lamar,48,61,0
2008-11-22,nc,Southern Miss,La Salle,76,72,1
2008-11-22,nc,McNeese St.,TCU,64,68,0
2008-11-22,nc,Longwood,Maryland Eastern Shore,61,49,1
2008-11-22,nc,Georgia Tech,Mercer,82,76,1
2008-11-22,nc,Clemson,Charlotte,71,70,1
2008-11-22,nc,North Carolina A&T,UNLV,58,71,0
2008-11-22,nc,Oregon St.,Nevada,71,79,0
2008-11-22,nc,Maine,Providence,62,83,0
2008-11-22,nc,Coppin St.,Purdue,46,66,0
2008-11-22,nc,Marist,Robert Morris,72,55,1
2008-11-22,nc,New Orleans,Savannah St.,44,54,0
2008-11-22,nc,Cornell,Siena,56,74,0
2008-11-22,nc,Alabama St.,SMU,51,56,0
2008-11-22,nc,USC Upstate,South Carolina,53,75,0
2008-11-22,nc,Bucknell,St. Francis PA,59,69,0
2008-11-22,nc,Howard,St. John's,44,79,0
2008-11-22,nc,Wagner,Stony Brook,65,62,1
2008-11-22,nc,Arkansas,Missouri St.,57,62,0
2008-11-22,nc,Elon,Tennessee Martin,65,82,0
2008-11-22,nc,Southern Utah,Tennessee Tech,68,69,0
2008-11-22,nc,Eastern Kentucky,Texas Tech,84,98,0
2008-11-22,nc,Nicholls St.,Tulane,70,72,0
2008-11-22,nc,Loyola Chicago,Western Michigan,54,51,1
2008-11-22,nc,Navy,William & Mary,102,99,1
2008-11-22,nc,Quinnipiac,Bryant,50,59,0
2008-11-22,nc,Eastern Illinois,IPFW,77,81,0
2008-11-22,nc,Louisiana Lafayette,Utah Valley,41,71,0
2008-11-23,nc,Pepperdine,Arizona St.,40,61,0
2008-11-23,nc,Missouri,USC,83,72,1
2008-11-23,nc,Miami FL,Connecticut,63,76,0
2008-11-23,nc,South Alabama,Louisville,54,81,0
2008-11-23,nc,Northwestern St.,LSU,60,91,0
2008-11-23,nc,Mississippi,Marshall,82,78,1
2008-11-23,nc,Montana,Duke,58,78,0
2008-11-23,nc,St. Bonaventure,Rutgers,64,63,1
2008-11-23,nc,Grambling St.,Oklahoma St.,60,91,0
2008-11-23,nc,Texas A&M Corpus Chris,Tulsa,43,66,0
2008-11-23,nc,New Hampshire,Penn St.,50,70,0
2008-11-23,nc,Xavier,Memphis,63,58,1
