Season,Seed,TeamID
2023,W16a,955
2023,W16b,960
2023,W11a,966
2023,W11b,975
2023,Y11a,1009
2023,Y11b,972
2023,Z16a,998
2023,Z16b,992
2023,X16,955
2023,Z11,964
