Year,Team,G,W,L,W-L%,SRS,SOS,Conf. W,Conf. L,Home W,Home L,Away W,Away L,Team Points,Opp Points,FG%,3P%,FT%,Home win rate,Away win rate,Conference win rate,Point diff %,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM,Seed,Made Round of 16
2023,Texas Southern,35,14,21,0.4,-10.56,-5.05,7,11,7,6,3,13,2422,2518,0.427,0.277,0.664,0.54,0.19,0.39,-0.04,-11.16,95.4,106.6,69.1,0.028,-5.47,100.5,106,10.37,16,0
2023,UC Santa Barbara,35,27,8,0.771,3.3,-2.03,15,5,12,3,10,4,2510,2305,0.493,0.35,0.727,0.8,0.71,0.75,0.09,5.68,110.3,104.6,64.7,0.072,-2.53,102.7,105.2,-3.31,14,0
2023,UCLA,37,31,6,0.838,22.11,8.66,18,2,17,0,9,2,2743,2245,0.46,0.349,0.731,1,0.82,0.9,0.22,27.29,115.2,88,66.1,-0.009,8.7,109.2,100.5,0.15,2,1
2023,UNC Asheville,35,27,8,0.771,-1.74,-4.35,16,2,13,0,10,6,2604,2418,0.475,0.388,0.694,1,0.63,0.89,0.08,1.22,104,102.7,68.3,0.18,-4.62,102.7,107.3,-0.7,15,0
2023,Utah State,35,26,9,0.743,14.23,6.81,13,5,14,2,6,4,2736,2446,0.479,0.387,0.763,0.88,0.6,0.72,0.12,17.39,116.3,98.9,68.6,0.006,6.84,108.4,101.5,2.87,10,0
2023,Vermont,34,23,11,0.676,1.63,-3.13,14,2,13,1,9,6,2471,2276,0.474,0.358,0.697,0.93,0.6,0.88,0.09,5.33,109.5,104.2,64.4,0.049,-3.01,103.5,106.5,5.54,15,0
2023,Virginia,33,25,8,0.758,13.28,5.98,15,5,15,1,6,5,2237,1996,0.449,0.35,0.703,0.94,0.55,0.75,0.12,16.37,110.8,94.5,61.5,0.027,5.73,108.4,102.7,1.52,4,0
2023,Virginia Commonwealth,35,27,8,0.771,9.89,1.95,15,3,15,3,8,3,2480,2202,0.463,0.348,0.696,0.83,0.73,0.83,0.13,12.84,106.6,93.8,67.9,0.02,0.79,105,104.2,-1.77,12,0
2023,West Virginia,34,19,15,0.559,15.95,10.89,7,11,13,4,3,8,2583,2411,0.452,0.35,0.743,0.76,0.27,0.39,0.07,18.82,116.9,98.1,68.5,-0.068,12.45,110.5,98.1,2.18,9,0
2023,Xavier,37,27,10,0.73,16.03,9.16,15,5,15,2,7,4,2995,2741,0.492,0.39,0.71,0.88,0.64,0.75,0.09,19.95,118.5,98.6,70.5,0.005,10.42,110.3,99.9,3.4,3,1
2022,Akron,34,24,10,0.706,0.91,-3.93,14,6,12,3,8,4,2402,2130,0.46,0.354,0.689,0.8,0.67,0.7,0.13,3.62,105.6,102,62.1,0.013,-5.13,100.7,105.8,-4.48,13,0
2022,Alabama,33,19,14,0.576,14.62,11.59,9,9,13,3,3,7,2623,2523,0.44,0.309,0.728,0.81,0.3,0.5,0.04,16.57,115.2,98.6,71.9,-0.022,12.58,109.4,96.9,10.15,6,0
2022,Arizona,37,33,4,0.892,22.75,6.84,18,2,17,0,9,3,3107,2518,0.492,0.352,0.739,1,0.75,0.9,0.23,25.96,118.6,92.6,72.2,0.048,6.45,105.9,99.5,-0.78,1,1
2022,Arkansas,37,28,9,0.757,16.27,8.62,13,5,17,1,5,4,2810,2527,0.434,0.304,0.76,0.94,0.56,0.72,0.11,19.46,109.9,90.4,70.7,0.038,9.08,107.5,98.4,-2.78,4,1
2022,Auburn,34,28,6,0.824,19.2,8.17,15,3,16,0,8,3,2660,2285,0.435,0.318,0.731,1,0.73,0.83,0.16,23.2,112.7,89.5,70.1,-0.021,8.35,106.9,98.6,3.7,2,0
2022,Baylor,34,27,7,0.794,21.73,8.76,14,4,15,2,8,3,2619,2178,0.462,0.343,0.697,0.88,0.73,0.78,0.2,27.04,118,91,67.4,0.004,10.96,107.4,96.5,-1.89,1,0
2022,Boise State,35,27,8,0.771,11.93,5.22,15,3,13,3,9,3,2389,2130,0.445,0.346,0.65,0.81,0.75,0.83,0.12,15.14,107.5,92.4,64.4,0.029,5.47,104.8,99.3,0.55,8,0
2022,Bryant,32,22,10,0.688,-4.8,-7.41,15,2,14,1,7,7,2497,2348,0.437,0.304,0.732,0.93,0.5,0.88,0.06,-1.32,103.8,105.1,72.6,0.112,-8.47,98,106.5,0.01,16,0
2022,Cal State Fullerton,32,21,11,0.656,-0.04,-2.28,12,5,11,2,7,7,2239,2129,0.445,0.329,0.766,0.85,0.5,0.71,0.05,1.47,104.1,102.7,66.1,0.047,-2.99,100.5,103.5,-3.84,15,0
2022,Chattanooga,35,27,8,0.771,6.12,-0.94,14,4,12,3,12,4,2596,2253,0.464,0.345,0.746,0.8,0.75,0.78,0.15,11.51,109,97.5,64.7,0.007,0.46,105.1,104.7,1.74,13,0
2022,Colgate,35,23,12,0.657,0.98,-6.37,16,2,15,1,8,10,2646,2349,0.474,0.404,0.697,0.94,0.44,0.89,0.13,4.41,108.2,103.8,67.2,-0.076,-7.4,99.3,106.7,2.1,14,0
2022,Colorado State,31,25,6,0.806,11.51,4.77,14,4,14,1,6,3,2275,2047,0.48,0.357,0.773,0.93,0.67,0.78,0.11,14.45,112.9,98.4,65.4,0.121,5.02,104.9,99.9,-2.32,6,0
2022,Connecticut,33,23,10,0.697,16.4,6.88,13,6,14,2,5,5,2469,2155,0.435,0.352,0.753,0.88,0.5,0.68,0.15,18.55,113.8,95.3,64.8,-0.038,7.39,105.7,98.3,-3.58,5,0
2022,Creighton,35,23,12,0.657,11.34,8.54,12,7,11,4,6,5,2422,2324,0.448,0.308,0.738,0.73,0.55,0.63,0.04,13.78,105.9,92.2,67.2,0.086,9.11,107.5,98.4,-0.67,9,0
2022,Davidson,34,27,7,0.794,10.43,1.92,15,3,13,1,9,3,2567,2244,0.481,0.387,0.754,0.93,0.75,0.83,0.14,14.85,116.8,101.9,64.7,-0.02,1.72,102.7,100.9,-1.98,10,0
2022,Delaware,35,22,13,0.629,0.32,-1.82,10,8,9,5,8,5,2568,2456,0.469,0.347,0.744,0.64,0.62,0.56,0.05,2.64,107,104.3,66.7,0.038,-1.57,102.3,103.8,-3.75,15,0
2022,Duke,39,32,7,0.821,19.55,7.26,16,4,15,3,9,2,3122,2643,0.491,0.366,0.738,0.83,0.82,0.8,0.18,25.15,121.1,95.9,67.3,-0.01,8.22,107.8,99.6,-4.58,2,1
2022,Georgia State,29,18,11,0.621,-1.11,-1.34,9,5,8,4,6,5,2049,1906,0.4,0.33,0.72,0.67,0.55,0.64,0.08,1.6,101.5,99.9,67.3,0.062,-0.97,101.2,102.1,2.05,16,0
2022,Gonzaga,32,28,4,0.875,25.46,4.5,13,1,16,0,5,1,2790,2119,0.521,0.37,0.713,1,0.83,0.93,0.32,30.95,120.7,89.7,72.5,-0.039,4.24,104.6,100.3,-2.88,1,1
2022,Houston,38,32,6,0.842,22.55,6.47,15,3,16,1,7,3,2844,2233,0.465,0.338,0.667,0.94,0.7,0.83,0.27,27.7,116.8,89.1,63.6,-0.012,5.89,105.5,99.6,0.18,5,1
2022,Illinois,33,23,10,0.697,16.69,9.48,15,5,13,3,7,4,2456,2218,0.448,0.359,0.706,0.81,0.64,0.75,0.11,18.75,112,93.3,67.2,0.033,10.44,109,98.6,1.39,4,0
2022,Indiana,35,21,14,0.6,12.71,8.08,9,11,14,4,3,8,2478,2316,0.454,0.333,0.7,0.78,0.27,0.45,0.07,14.04,107,92.9,67.2,-0.02,8.51,108.1,99.6,-6.23,12,0
2022,Iowa,36,26,10,0.722,18.9,6.87,12,8,15,3,6,6,2995,2562,0.461,0.363,0.749,0.83,0.5,0.6,0.17,22.72,120.5,97.8,69.7,-0.061,7.31,107.1,99.8,-6.82,5,0
2022,Iowa State,35,22,13,0.629,12.38,9.33,7,11,14,5,4,6,2296,2189,0.431,0.315,0.683,0.74,0.4,0.39,0.05,14.63,103.1,88.5,66.3,0.049,11.25,108.1,96.9,-6.84,11,1
2022,Jacksonville State,32,21,11,0.656,-0.19,-3.79,13,3,11,4,9,5,2353,2151,0.467,0.386,0.686,0.73,0.64,0.81,0.09,1.97,105.1,103.2,65.1,-0.005,-4.68,100.6,105.3,-0.23,15,0
2022,Kansas,40,34,6,0.85,22.28,11.3,14,4,16,1,6,4,3129,2690,0.478,0.361,0.717,0.94,0.6,0.78,0.16,27.49,119.2,91.7,69.3,0.041,12.6,108,95.4,4.13,1,1
2022,Kentucky,34,26,8,0.765,20.9,8.02,14,4,18,0,6,5,2701,2263,0.483,0.347,0.726,1,0.55,0.78,0.19,25.72,120,94.3,67.5,-0.043,8.88,106.5,97.6,-2.72,2,0
2022,Longwood,33,26,7,0.788,-0.35,-6.11,15,1,16,1,7,5,2499,2170,0.452,0.378,0.726,0.94,0.58,0.94,0.15,2.22,105.9,103.7,66.1,0.115,-7.31,98.7,106,-7.2,14,0
2022,Louisiana State,34,22,12,0.647,17.45,8.3,9,9,15,2,3,8,2467,2156,0.438,0.316,0.731,0.88,0.27,0.5,0.14,18.65,107.3,88.7,68.6,-0.052,9.1,107.2,98.1,-1.21,6,0
2022,Loyola (IL),33,25,8,0.758,13.39,2.93,13,5,12,2,8,3,2403,2029,0.476,0.379,0.712,0.86,0.73,0.72,0.18,16.52,108.6,92.1,64.7,0.012,3.12,104.7,101.6,3.15,10,0
2022,Marquette,32,19,13,0.594,11.36,8.96,11,8,13,3,4,7,2369,2292,0.45,0.344,0.741,0.81,0.36,0.58,0.03,13.06,109.2,96.2,70.9,0.021,9.5,107.3,97.8,4.04,9,0
2022,Memphis,33,22,11,0.667,14.67,7.86,13,5,13,2,5,6,2480,2255,0.469,0.355,0.694,0.87,0.45,0.72,0.1,17.23,111.2,94,69.9,-0.028,7.43,106.4,99,4.46,9,0
2022,Miami (FL),37,26,11,0.703,11.22,7.62,14,6,10,5,10,2,2736,2603,0.473,0.339,0.742,0.67,0.83,0.7,0.05,14.8,113.9,99.1,67.7,0.088,8.63,107.5,98.8,0.38,10,1
2022,Michigan,34,19,15,0.559,14.26,11.02,11,9,10,5,5,7,2470,2360,0.467,0.339,0.746,0.67,0.42,0.55,0.05,16.61,113.9,97.2,66.7,-0.019,12.15,109.8,97.7,6.27,11,1
2022,Michigan State,36,23,13,0.639,13.18,9.96,11,9,12,3,5,6,2601,2485,0.456,0.378,0.75,0.8,0.45,0.55,0.05,14.76,111.9,97.1,67.5,0.052,10.93,109.4,98.5,3.91,7,0
2022,Montana State,35,27,8,0.771,-0.26,-5.54,16,4,13,1,9,6,2679,2425,0.473,0.368,0.754,0.93,0.6,0.8,0.1,2.94,104.3,101.4,67.5,0.085,-6.02,101.6,107.6,-1.34,14,0
2022,Murray State,34,31,3,0.912,9.87,-3.07,18,0,15,0,11,1,2690,2150,0.476,0.351,0.692,1,0.92,1,0.25,15.42,111.5,96.1,66.1,0.074,-3.09,101.1,104.2,4.29,7,0
2022,New Mexico State,34,27,7,0.794,7.11,1.24,13,4,13,2,9,3,2464,2197,0.454,0.33,0.702,0.87,0.75,0.76,0.12,10.61,107.1,96.5,66.1,0.085,1.21,102.5,101.3,3.48,12,0
2022,Norfolk State,31,24,7,0.774,-3.91,-9.3,12,2,11,0,7,6,2302,1997,0.461,0.343,0.699,1,0.54,0.86,0.15,-0.49,102.1,102.6,66.8,0.128,-10.02,95.5,105.5,-4.18,16,0
2022,North Carolina,39,29,10,0.744,15.5,8.89,15,5,15,2,8,3,3038,2780,0.447,0.358,0.764,0.88,0.73,0.75,0.09,20.13,114.4,94.3,70.2,0.072,9.9,109,99.1,3.79,8,1
2022,Notre Dame,35,24,11,0.686,11.87,7.01,15,5,14,1,7,5,2540,2349,0.463,0.381,0.753,0.93,0.58,0.75,0.08,15.25,112.4,97.2,65.6,0.017,7.81,107.1,99.3,2.7,11,0
2022,Ohio State,32,20,12,0.625,14.17,9.08,12,8,13,3,5,6,2329,2166,0.471,0.365,0.757,0.81,0.45,0.6,0.08,16.24,115.5,99.3,65,-0.017,9.83,108.3,98.4,2.31,7,0
2022,Providence,33,27,6,0.818,13.08,7.75,14,3,16,1,7,2,2360,2184,0.435,0.344,0.728,0.94,0.78,0.82,0.08,15.89,111.5,95.6,65.2,0.164,7.74,106.7,99,0.26,4,1
2022,Purdue,37,29,8,0.784,19.15,8.23,14,6,16,1,5,5,2936,2532,0.49,0.384,0.711,0.94,0.5,0.7,0.16,22.36,121,98.6,66.1,0.022,8.81,108,99.2,-3.54,3,1
2022,Richmond,37,24,13,0.649,7.07,4.48,10,8,11,4,7,5,2628,2532,0.442,0.329,0.718,0.73,0.58,0.56,0.04,9.45,108.1,98.7,66.8,0.061,5.07,105.5,100.5,2.42,12,0
2022,Rutgers,32,18,14,0.563,8.78,6.81,12,8,14,3,4,9,2192,2129,0.445,0.339,0.7,0.82,0.31,0.6,0.03,10.82,106.9,96.1,64.9,0.001,7.92,108.1,100.2,-10.43,11,0
2022,Saint Mary's (CA),34,26,8,0.765,14.82,6.58,12,3,16,0,6,4,2370,2061,0.464,0.353,0.758,1,0.6,0.8,0.15,19.53,110.1,90.6,63.6,0.039,6.89,106.8,99.9,3.31,5,0
2022,Saint Peter's,34,22,12,0.647,2.96,-0.47,14,6,9,4,7,7,2277,2125,0.427,0.35,0.701,0.69,0.5,0.7,0.07,7.24,100.3,93,65.9,0.018,0.25,103.1,102.8,3.97,15,1
2022,San Diego State,32,23,9,0.719,13.13,5.85,13,4,14,1,5,5,2093,1860,0.432,0.354,0.692,0.93,0.5,0.76,0.13,17.07,103.4,86.3,65.4,-0.003,5.95,105.5,99.6,2.56,8,0
2022,San Francisco,34,24,10,0.706,14.12,5.24,10,6,14,4,7,2,2630,2304,0.457,0.35,0.694,0.78,0.78,0.63,0.14,17.38,110.5,93.1,68.9,-0.042,5.18,105.5,100.3,2.23,10,0
2022,Seton Hall,32,21,11,0.656,12.75,8.52,11,8,13,3,6,5,2302,2125,0.42,0.338,0.753,0.81,0.55,0.58,0.08,13.61,107.1,93.5,67.3,0.033,8.91,107.5,98.6,0.99,8,0
2022,South Dakota State,35,30,5,0.857,6.6,-3.77,18,0,14,0,10,3,3005,2561,0.521,0.445,0.758,1,0.77,1,0.17,10.58,115.4,104.8,69.4,0.054,-4.16,102.9,107.1,3.6,13,0
2022,Southern California,34,26,8,0.765,12.5,6.09,14,6,13,3,9,3,2461,2243,0.455,0.357,0.664,0.81,0.75,0.7,0.1,14.14,109.8,95.6,66.2,0.06,5.14,104.8,99.7,-4.72,7,0
2022,TCU,34,21,13,0.618,13.72,10.16,8,10,12,4,4,6,2328,2207,0.439,0.302,0.674,0.75,0.4,0.44,0.05,17.02,108.7,91.7,65.9,0.014,11.74,108,96.2,-5,9,0
2022,Tennessee,35,27,8,0.771,20.46,9.94,14,4,16,0,6,5,2571,2203,0.434,0.36,0.715,1,0.55,0.78,0.17,25.1,111.5,86.4,67.4,0.029,11.39,108.5,97.1,4.85,3,0
2022,Texas,34,22,12,0.647,17.01,8.87,10,8,16,3,4,7,2339,2062,0.441,0.33,0.746,0.84,0.36,0.56,0.13,20.88,112.5,91.6,63.8,-0.043,10.68,107.7,97,-8.15,6,0
2022,Texas A&M-Corpus Christi,35,23,12,0.657,-6.78,-9.1,7,7,9,4,7,6,2682,2454,0.443,0.336,0.737,0.69,0.54,0.5,0.09,-6.55,96.6,103.2,69.4,0.028,-10.92,98.3,109.2,-9.14,16,0
2022,Texas Southern,32,19,13,0.594,-3.3,-6.24,13,5,7,2,8,10,2209,2115,0.433,0.314,0.679,0.78,0.44,0.72,0.04,-1.28,97.6,98.9,68.2,0.022,-6.25,98.7,105,10,16,0
2022,Texas Tech,37,27,10,0.73,20.08,8.65,12,6,18,0,3,7,2667,2244,0.472,0.321,0.698,1,0.3,0.67,0.19,25.64,110.7,85,66.5,-0.031,10.98,107.8,96.8,-8.24,3,1
2022,UAB,35,27,8,0.771,10.9,-0.14,14,4,16,2,7,4,2811,2336,0.468,0.376,0.739,0.89,0.64,0.78,0.2,13.67,112.4,98.8,68.9,-0.035,-0.77,102,102.8,-2.46,12,0
2022,UCLA,35,27,8,0.771,19.3,8.36,15,5,14,1,8,4,2639,2256,0.45,0.353,0.741,0.93,0.67,0.75,0.17,24.26,115.9,91.7,65.2,-0.029,8.5,107.2,98.7,3.67,4,1
2022,Vermont,34,28,6,0.824,7.81,-5.7,17,1,16,0,10,4,2544,2065,0.492,0.365,0.742,1,0.71,0.94,0.23,13.2,111.1,97.9,64.9,-0.028,-7,99,106,1.92,13,0
2022,Villanova,38,30,8,0.789,19.31,10.29,16,4,12,1,8,5,2726,2383,0.432,0.359,0.83,0.92,0.62,0.8,0.14,24.56,117.5,92.9,62.3,0.06,11.46,109.1,97.6,8.65,2,1
2022,Virginia Tech,36,23,13,0.639,14.48,6.48,11,9,11,4,7,6,2549,2261,0.471,0.392,0.751,0.73,0.54,0.55,0.13,18.86,115,96.1,63.3,-0.062,7.88,107.4,99.5,-0.53,11,0
2022,Wisconsin,33,25,8,0.758,13.13,9.16,15,5,12,4,9,2,2308,2177,0.422,0.306,0.743,0.75,0.82,0.75,0.06,15.34,109.3,94,66.5,0.105,9.77,108.4,98.6,2.91,3,0
2022,Wright State,36,22,14,0.611,-1.94,-5.11,15,7,12,3,7,7,2729,2585,0.461,0.333,0.768,0.8,0.5,0.68,0.06,-0.28,106.3,106.6,68.9,0.003,-6.76,100.2,107,-0.23,16,0
2022,Wyoming,34,25,9,0.735,9.36,3.6,13,5,14,1,8,5,2466,2227,0.457,0.342,0.725,0.93,0.62,0.72,0.11,11.94,109.1,97.2,66.1,0.056,4.1,104.7,100.6,-1.05,12,0
2022,Yale,31,19,12,0.613,-0.1,-1.34,11,3,10,3,6,6,2226,2143,0.442,0.328,0.735,0.77,0.5,0.79,0.04,1.98,100.7,98.8,68.8,0.063,-1.48,103.3,104.8,0.65,14,0
2021,Abilene Christian,29,24,5,0.828,6.27,-6.37,13,2,13,0,5,4,2196,1753,0.449,0.344,0.678,1,0.56,0.87,0.25,10.11,101.7,91.6,69.3,0.009,-5.43,99.4,104.8,4.93,14,0
2021,Alabama,33,26,7,0.788,19.58,10.01,16,2,12,1,7,3,2629,2313,0.435,0.352,0.708,0.92,0.7,0.89,0.14,25.09,112.9,87.8,73.3,0.02,14.8,110.1,95.3,9.45,2,1
2021,Appalachian State,29,17,12,0.586,-5.84,-5.72,7,8,9,4,4,7,2039,1860,0.409,0.316,0.742,0.69,0.36,0.47,0.1,-4.71,98.4,103.1,65.5,0.039,-2.83,100.4,103.3,5.52,16,0
2021,Arkansas,32,25,7,0.781,17.8,7.18,13,4,16,1,5,4,2604,2264,0.451,0.332,0.74,0.94,0.56,0.76,0.15,21.56,111.1,89.6,72.6,0.064,12.69,109.4,96.7,-4.09,3,1
2021,Baylor,30,28,2,0.933,24.83,7.4,13,1,11,0,7,1,2487,1964,0.486,0.413,0.708,1,0.88,0.93,0.27,33.87,125,91.1,67.4,0.046,13.25,108.7,95.5,-2.83,1,1
2021,Brigham Young,27,20,7,0.741,15.19,7.23,10,3,11,2,7,2,2109,1853,0.483,0.373,0.725,0.85,0.78,0.77,0.14,21.12,113.7,92.5,67.6,0.037,12.31,109.1,96.8,10.05,6,0
2021,Clemson,24,16,8,0.667,12.49,9.49,10,6,11,1,2,5,1558,1486,0.425,0.345,0.769,0.92,0.29,0.63,0.05,15.48,106.4,90.9,64,0.1,14.39,109.7,95.3,11.6,7,0
2021,Cleveland State,27,19,8,0.704,-5.12,-4.82,16,4,9,2,8,5,1914,1922,0.45,0.321,0.671,0.82,0.62,0.8,0,-0.13,100.6,100.7,66.1,0.199,-0.83,105.1,106,20.35,15,0
2021,Colgate,16,14,2,0.875,13.66,-1.9,11,1,8,1,6,0,1363,1114,0.493,0.403,0.723,0.89,1,0.92,0.22,9.25,110.3,101,72.2,0.048,-5.8,99.6,105.4,-99,14,0
2021,Colorado,32,23,9,0.719,18.88,9.57,14,6,11,1,6,6,2340,2042,0.456,0.372,0.819,0.92,0.5,0.7,0.15,25.1,116.3,91.2,66.1,-0.025,15.43,110.3,94.9,3.82,5,0
2021,Connecticut,23,15,8,0.652,15.77,8.59,11,6,7,3,6,3,1650,1485,0.434,0.335,0.722,0.7,0.67,0.65,0.11,20.61,113.1,92.5,65.5,-0.068,12.99,108.2,95.2,-1.27,7,0
2021,Creighton,31,22,9,0.71,16.28,8.54,14,6,11,3,7,4,2355,2115,0.472,0.361,0.64,0.79,0.64,0.7,0.11,20.59,113.4,92.8,68.7,0.017,13.19,108.8,95.6,-0.73,5,1
2021,Drake,31,26,5,0.839,9.42,-0.48,15,3,14,1,9,2,2354,1999,0.483,0.367,0.713,0.93,0.82,0.83,0.18,14.27,112.5,98.2,66.3,0.102,3.98,104.1,100.1,-8.21,11,0
2021,Drexel,20,12,8,0.6,-0.97,-3.92,4,5,3,2,4,5,1407,1348,0.467,0.371,0.78,0.6,0.44,0.44,0.04,0.67,106.5,105.8,63.9,0.007,-2.28,101.2,103.5,-5.75,16,0
2021,Eastern Washington,24,16,8,0.667,4.03,-3.15,12,3,7,2,6,5,1879,1690,0.468,0.355,0.791,0.78,0.55,0.8,0.11,8.19,109.5,101.3,72.2,-0.085,-0.43,102,102.4,21.28,14,0
2021,Florida,25,15,10,0.6,13.7,9.82,9,7,6,3,5,5,1854,1757,0.471,0.356,0.753,0.67,0.5,0.56,0.06,16.95,111,94.1,68.3,-0.004,14.72,109.9,95.2,8.88,7,0
2021,Florida State,25,18,7,0.72,17.12,9.16,11,4,12,1,3,4,1929,1730,0.474,0.376,0.741,0.92,0.43,0.73,0.12,22.12,114.9,92.8,69.9,0.002,13.48,109.5,96,4.42,4,1
2021,Georgetown,26,13,13,0.5,10.13,10.36,7,9,7,6,2,6,1857,1863,0.423,0.365,0.753,0.54,0.25,0.44,0,12.91,107.9,95,69.7,0.008,14.96,110.6,95.6,4.64,12,0
2021,Georgia Tech,26,17,9,0.654,12.79,7.91,11,6,11,3,4,5,1948,1821,0.477,0.348,0.726,0.79,0.44,0.65,0.07,17.5,113.7,96.2,67.3,-0.005,12.7,108.7,96,-0.96,9,0
2021,Gonzaga,32,31,1,0.969,27.2,5.92,15,0,12,0,7,0,2911,2230,0.549,0.368,0.73,1,1,1,0.31,36.48,126.4,89.9,73.8,0.022,11.35,108.1,96.8,6.21,1,1
2021,Grand Canyon,24,17,7,0.708,5.11,-3.46,9,3,10,3,5,1,1812,1491,0.488,0.329,0.684,0.77,0.83,0.75,0.22,8.32,105.4,97.1,64.9,-0.061,-1.44,102,103.5,2.54,15,0
2021,Hartford,24,15,9,0.625,-3.45,-4.95,8,6,10,1,5,6,1570,1534,0.431,0.323,0.716,0.91,0.45,0.57,0.02,-2.98,97,100,66.9,0.081,-5.09,99.2,104.3,-0.17,16,0
2021,Houston,32,28,4,0.875,21.66,5.37,14,3,15,0,5,3,2434,1863,0.435,0.354,0.731,1,0.63,0.82,0.31,28.75,118.3,89.6,64.4,0.018,9.21,105.7,96.5,2.11,2,1
2021,Illinois,31,24,7,0.774,23.25,11.34,16,4,11,2,9,3,2497,2128,0.5,0.373,0.69,0.85,0.75,0.8,0.17,29.06,118,88.9,70.5,0.022,18.17,112.3,94.1,10.44,1,0
2021,Iona,18,12,6,0.667,-1.2,-6.42,6,3,4,2,4,3,1283,1189,0.442,0.346,0.744,0.67,0.57,0.67,0.08,-0.78,100.2,101,67.7,0.03,-5.67,98.3,103.9,-0.54,15,0
2021,Iowa,31,22,9,0.71,21.4,10.43,14,6,14,2,6,4,2595,2255,0.471,0.386,0.715,0.88,0.6,0.7,0.15,26.87,123.5,96.7,69.9,-0.027,16.41,110.4,94,-4.9,2,0
2021,Kansas,30,21,9,0.7,15.29,10.26,12,6,14,1,4,6,2191,2010,0.436,0.342,0.716,0.93,0.4,0.67,0.09,19.98,110.1,90.2,68.2,0.07,15.83,110.7,94.8,10.43,3,0
2021,Liberty,29,23,6,0.793,4.06,-6.14,11,2,13,0,5,3,2157,1739,0.487,0.39,0.777,1,0.63,0.85,0.24,8.6,109.8,101.2,63.1,-0.023,-4.82,99.5,104.3,1.58,13,0
2021,Louisiana State,29,19,10,0.655,15.7,9.14,11,6,11,2,4,6,2371,2181,0.459,0.347,0.751,0.85,0.4,0.65,0.09,20.35,120.1,99.8,70.6,-0.007,14.77,108.7,93.9,1.13,8,0
2021,Loyola (IL),31,26,5,0.839,15.12,1.37,16,2,13,0,8,3,2202,1738,0.498,0.365,0.719,1,0.73,0.89,0.27,24.32,111.3,87,63.7,-0.024,6.27,105.6,99.4,4.81,8,1
2021,Maryland,31,17,14,0.548,13.94,11.97,9,11,11,6,4,6,2135,2034,0.46,0.357,0.699,0.65,0.4,0.45,0.05,17.63,111.8,94.1,64.7,-0.024,17.1,110.2,93.1,-1.11,10,0
2021,Michigan,28,23,5,0.821,22,11.25,14,3,13,1,6,2,2123,1822,0.482,0.381,0.769,0.93,0.75,0.82,0.17,29.67,117.6,87.9,66.6,0.007,16.44,111.7,95.3,2.51,1,1
2021,Michigan State,28,15,13,0.536,9.8,11.48,9,11,12,3,3,8,1944,1991,0.426,0.321,0.727,0.8,0.27,0.45,-0.02,12.9,107.1,94.2,68.3,0.09,17.72,112.5,94.8,-1.03,11,0
2021,Missouri,26,16,10,0.615,12.37,10.87,8,8,8,4,6,4,1909,1870,0.446,0.325,0.701,0.67,0.6,0.5,0.02,15.14,110.6,95.5,68.4,0.07,15.85,110.2,94.4,11.39,9,0
2021,Morehead State,31,23,8,0.742,-0.95,-4.33,17,3,12,1,8,5,2132,1986,0.463,0.354,0.68,0.92,0.62,0.85,0.07,3.19,100.6,97.4,65.2,0.146,-1.1,102.1,103.2,16.21,14,0
2021,Mount St. Mary's,23,12,11,0.522,-5.67,-6.67,9,7,6,3,6,6,1454,1431,0.425,0.334,0.67,0.67,0.5,0.56,0.02,-6.62,94.5,101.1,61.6,-0.004,-6.45,99.4,105.9,11.14,16,0
2021,Norfolk State,25,17,8,0.68,-6.16,-8.51,8,4,7,4,6,3,1839,1742,0.427,0.367,0.705,0.64,0.67,0.67,0.06,-4.47,99.1,103.6,67.5,0.09,-7.09,98.1,105.2,-0.76,16,0
2021,North Carolina,29,18,11,0.621,14.79,9.52,10,6,10,1,3,7,2181,2028,0.439,0.318,0.668,0.91,0.3,0.63,0.08,18.62,110.3,91.7,71.5,-0.005,14.79,110.9,96.1,8.2,8,0
2021,North Texas,28,18,10,0.643,7.58,1.02,9,5,8,3,5,6,1954,1745,0.473,0.375,0.745,0.73,0.45,0.64,0.12,11.76,106.7,95,62.7,-0.018,6.35,105,98.6,6.16,13,0
2021,Ohio,25,17,8,0.68,5.48,-0.57,9,5,8,3,4,4,1980,1815,0.479,0.352,0.703,0.73,0.5,0.64,0.09,10.47,111.4,100.9,69.2,0.031,5.23,106.1,100.9,1.2,13,0
2021,Ohio State,31,21,10,0.677,18.25,12.19,12,8,10,4,7,4,2392,2204,0.459,0.36,0.756,0.71,0.64,0.6,0.09,23.58,120.7,97.1,66.7,-0.012,17.9,111.6,93.7,3.47,2,0
2021,Oklahoma,27,16,11,0.593,13.52,8.86,9,8,10,3,4,7,2012,1886,0.443,0.341,0.745,0.77,0.36,0.53,0.07,17.06,112.1,95.1,67.1,-0.025,14.29,109.5,95.2,1.93,8,0
2021,Oklahoma State,30,21,9,0.7,13.65,9.78,11,7,10,3,8,4,2297,2181,0.458,0.332,0.71,0.77,0.67,0.61,0.05,18.95,109.6,90.7,72.4,0.038,15.52,111.1,95.6,5.81,4,0
2021,Oral Roberts,29,18,11,0.621,1.73,-0.04,10,5,8,3,5,7,2352,2192,0.449,0.38,0.821,0.73,0.42,0.67,0.07,4.83,109.3,104.4,71.4,0.023,4.09,105.2,101.1,22.06,15,1
