Year,Team,G,W,L,W-L%,SRS,SOS,Conf. W,Conf. L,Home W,Home L,Away W,Away L,Team Points,Opp Points,FG%,3P%,FT%,Home win rate,Away win rate,Conference win rate,Point diff %,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM,Seed,Made Round of 16
2021,Oregon,29,21,7,0.75,16.15,9.65,14,4,11,2,7,2,2097,1915,0.472,0.377,0.711,0.85,0.78,0.78,0.1,21.85,117.2,95.4,67.2,0.049,15.2,110.6,95.4,3.72,7,1
2021,Oregon State,33,20,13,0.606,11.48,10.82,10,10,10,6,4,6,2325,2232,0.436,0.357,0.762,0.63,0.4,0.5,0.04,16.4,112.1,95.7,65.5,0.072,16.72,111.2,94.5,-4.52,12,1
2021,Purdue,28,18,10,0.643,15.55,11.23,13,6,11,1,5,6,1989,1868,0.447,0.333,0.711,0.92,0.45,0.68,0.06,20.33,113.3,92.9,66.1,0.01,16.61,111.2,94.6,5.71,4,0
2021,Rutgers,28,16,12,0.571,14.14,12.5,10,10,10,4,4,6,1939,1893,0.449,0.312,0.636,0.71,0.4,0.5,0.02,17.48,108.1,90.6,67.4,0.027,17.99,112.4,94.4,-5.69,10,0
2021,San Diego State,28,23,5,0.821,14.36,2.99,14,3,13,2,6,2,2062,1713,0.451,0.369,0.719,0.87,0.75,0.82,0.2,19.88,111,91.1,65.5,0.027,7.22,106.4,99.2,13.66,6,0
2021,Southern California,33,25,8,0.758,20.5,10.65,15,5,13,2,7,3,2473,2148,0.472,0.36,0.649,0.87,0.7,0.75,0.15,27.58,115.7,88.1,67,0.001,16.27,111.1,94.8,6.28,6,1
2021,St. Bonaventure,21,16,5,0.762,13.44,4.49,11,4,8,1,4,3,1471,1283,0.443,0.344,0.738,0.89,0.57,0.73,0.15,19.04,110,91,64.8,0.016,8.53,106.6,98,2.44,9,0
2021,Syracuse,28,18,10,0.643,13.27,8.59,9,7,13,1,2,7,2095,1964,0.442,0.35,0.782,0.93,0.22,0.56,0.07,16.75,113.7,96.9,68.6,0.029,12.94,109.4,96.5,2.09,11,1
2021,Tennessee,27,18,9,0.667,16.87,8.46,10,7,13,3,4,4,1941,1714,0.439,0.331,0.746,0.81,0.5,0.59,0.13,19.95,108,88.1,67.1,-0.013,13.11,108.9,95.8,-0.34,5,0
2021,Texas,27,19,8,0.704,15.51,9.36,11,6,8,5,6,2,2008,1842,0.454,0.356,0.71,0.62,0.75,0.65,0.09,20.31,113.1,92.8,68.6,-0.004,14.52,109.2,94.7,8.2,3,0
2021,Texas Southern,26,17,9,0.654,-6.15,-9.03,10,3,8,2,5,6,1921,1806,0.444,0.276,0.699,0.8,0.45,0.77,0.06,-4.37,99.8,104.2,71.5,0.059,-7.73,95.5,103.2,14.62,16,0
2021,Texas Tech,29,18,11,0.621,16.59,7.28,9,8,11,4,5,4,2103,1833,0.439,0.354,0.71,0.73,0.56,0.53,0.15,21.81,112.7,90.9,65.1,-0.099,12.84,108.5,95.7,-4.88,6,0
2021,UC Santa Barbara,27,22,5,0.815,7.8,-2.08,15,3,11,0,8,4,2051,1696,0.482,0.347,0.751,1,0.67,0.83,0.21,13.63,109.9,96.2,65.6,0.03,1.8,102.8,101,4.03,12,0
2021,UCLA,32,22,10,0.688,16.3,11.34,13,6,11,1,5,6,2349,2190,0.461,0.372,0.715,0.92,0.45,0.68,0.07,22.43,116.9,94.5,63.8,0.028,17.38,111.3,93.9,9.87,11,1
2021,UNC Greensboro,30,21,9,0.7,3.48,-2.15,13,5,7,3,10,3,2189,2020,0.421,0.299,0.683,0.7,0.77,0.72,0.08,7.79,103.6,95.8,68,0.003,1.48,103.8,102.3,-2.78,13,0
2021,Utah State,29,20,9,0.69,10.99,1.32,13,4,10,2,5,3,2105,1808,0.446,0.332,0.722,0.83,0.63,0.76,0.16,15.34,104.8,89.5,68.6,-0.037,5.64,105.4,99.7,8.2,11,0
2021,Villanova,25,18,7,0.72,17.47,9.19,11,4,9,0,4,4,1870,1663,0.453,0.353,0.763,1,0.5,0.73,0.12,23.02,119,96,64.2,-0.007,13.66,109.3,95.7,8.12,5,1
2021,Virginia,25,18,7,0.72,15.27,7.59,13,4,10,1,6,3,1705,1513,0.474,0.375,0.816,0.91,0.67,0.76,0.13,21.42,114.7,93.3,59.9,0.025,12.05,109.8,97.8,0.24,4,0
2021,Virginia Commonwealth,27,19,7,0.731,11.3,4.76,10,4,12,2,5,3,1864,1694,0.451,0.329,0.761,0.86,0.63,0.71,0.1,15.04,105.2,90.2,69.6,0.035,8.57,106.5,98,5.66,10,0
2021,Virginia Tech,22,15,7,0.682,12.59,6.5,9,4,10,2,3,3,1585,1451,0.45,0.354,0.698,0.83,0.5,0.69,0.09,14.44,109.7,95.3,65.7,0.043,9.69,107.9,98.2,0.63,10,0
2021,West Virginia,29,19,10,0.655,15.36,10.05,11,6,8,5,7,2,2243,2089,0.429,0.364,0.719,0.62,0.78,0.65,0.07,20.51,116.8,96.3,69.2,-0.056,15.18,109.6,94.4,13.77,3,0
2021,Wichita State,22,16,6,0.727,9.36,6.91,11,2,10,2,5,2,1572,1469,0.405,0.336,0.68,0.83,0.71,0.85,0.07,12.3,109.5,97.2,67,0.089,10.47,106.4,96,13.71,11,0
2021,Winthrop,25,23,2,0.92,4.69,-7.15,17,1,11,1,10,0,1972,1676,0.457,0.352,0.688,0.92,1,0.94,0.18,8.48,105,96.5,73.1,0.036,-5.62,99.6,105.2,4.18,12,0
2021,Wisconsin,31,18,13,0.581,17.22,11.93,10,10,11,5,5,6,2167,2003,0.425,0.364,0.768,0.69,0.45,0.5,0.08,22.4,113,90.6,64.6,-0.052,18.13,112.1,93.9,1.24,9,0
2019,Abilene Christian,34,27,7,0.794,-1.91,-7.34,14,4,13,2,10,4,2502,2161,0.469,0.38,0.712,0.87,0.71,0.78,0.16,1.35,103.4,102,66.1,0.123,-8.67,100,108.7,-4.75,15,0
2019,Arizona State,34,23,11,0.676,10.28,6.04,12,6,13,3,6,5,2638,2494,0.447,0.336,0.68,0.81,0.55,0.67,0.06,11.55,109.7,98.2,70.8,0.051,5.56,107.3,101.7,1.55,11,0
2019,Auburn,40,30,10,0.75,20.84,10.92,11,7,15,2,4,6,3188,2750,0.45,0.377,0.711,0.88,0.4,0.61,0.16,25,120.9,95.9,67.9,0.008,12.23,110.7,98.5,2.63,5,1
2019,Baylor,34,20,14,0.588,13.38,9.26,10,8,13,5,5,6,2442,2302,0.442,0.341,0.677,0.72,0.45,0.56,0.06,16.48,115.3,98.8,65.2,-0.029,10.49,108.8,98.3,-4.04,9,0
2019,Belmont,33,27,6,0.818,9.12,-2.6,16,2,13,1,12,3,2868,2439,0.498,0.372,0.737,0.93,0.8,0.89,0.18,14.09,115.6,101.5,71.3,0.025,-1.98,103.6,105.6,3.78,11,0
2019,Bradley,35,20,15,0.571,-0.08,-0.9,9,9,10,6,5,8,2329,2285,0.433,0.368,0.692,0.63,0.38,0.5,0.02,0.09,101.5,101.4,65.3,0.035,-1.66,102.6,104.3,-3.94,15,0
2019,Buffalo,36,32,4,0.889,15.56,2.62,16,2,14,0,12,3,3037,2550,0.462,0.337,0.687,1,0.8,0.89,0.19,19.85,115.2,95.4,73.6,0.056,3.14,105.5,102.4,1.15,6,0
2019,Cincinnati,35,28,7,0.8,14.53,5.5,14,4,16,2,7,4,2510,2194,0.432,0.345,0.704,0.89,0.64,0.78,0.14,17.5,112.3,94.8,63.4,0.05,5.12,107.1,102,-2.85,7,0
2019,Colgate,35,24,11,0.686,1.23,-3.83,13,5,15,1,9,9,2648,2458,0.479,0.393,0.742,0.94,0.5,0.72,0.08,4.6,110.5,105.9,66.4,0.012,-3.83,102.4,106.3,0.84,15,0
2019,Duke,38,32,6,0.842,26.9,11.98,14,4,15,2,7,2,3143,2576,0.478,0.308,0.686,0.88,0.78,0.78,0.22,30.62,120,89.3,72.1,0.018,12.85,110.7,97.8,5.08,1,1
2019,FDU,35,21,14,0.6,-6.09,-7.24,12,6,13,4,7,9,2620,2515,0.475,0.4,0.725,0.76,0.44,0.67,0.04,-4.22,106.5,110.7,66.8,0.04,-8.16,99.5,107.7,-1.86,16,0
2019,Florida,36,20,16,0.556,15.42,11.22,9,9,9,6,5,6,2440,2289,0.425,0.334,0.721,0.6,0.45,0.5,0.07,18.3,110.5,92.2,62.9,-0.063,12,110.7,98.7,5.12,10,0
2019,Florida State,37,29,8,0.784,17.99,10.26,13,5,15,1,6,4,2771,2485,0.442,0.332,0.744,0.94,0.6,0.72,0.12,22.39,112.8,90.4,68.6,0.046,10.46,109.8,99.3,0.93,4,1
2019,Gardner-Webb,35,23,12,0.657,-2.61,-4.43,11,6,13,0,8,9,2718,2468,0.487,0.391,0.711,1,0.47,0.65,0.1,-0.04,107.8,107.8,67.4,0.07,-3.55,103.2,106.8,-4.07,16,0
2019,Georgia State,34,24,10,0.706,2.44,0.65,13,5,13,1,7,7,2598,2491,0.459,0.384,0.666,0.93,0.5,0.72,0.04,4.85,107.7,102.8,70,0.143,1.09,105.2,104.1,3.5,14,0
2019,Gonzaga,37,33,4,0.892,27.79,5.01,16,0,17,0,9,1,3243,2400,0.526,0.363,0.761,1,0.9,1,0.35,32.85,124.5,91.6,70.2,-0.001,4.46,106.9,102.5,1.87,1,1
2019,Houston,37,33,4,0.892,18.91,4.61,16,2,19,1,10,1,2787,2258,0.446,0.355,0.703,0.95,0.91,0.89,0.23,24.13,115.3,91.2,66.1,0.039,4.45,105.7,101.3,-4.16,3,1
2019,Iona,33,17,16,0.515,-4.78,-5.5,12,6,8,3,5,9,2532,2508,0.452,0.351,0.745,0.73,0.36,0.67,0.01,-2.88,106.9,109.7,70.6,-0.024,-6.27,100.5,106.8,0.44,16,0
2019,Iowa,35,23,12,0.657,14.27,9.84,10,10,14,4,4,6,2740,2585,0.456,0.364,0.739,0.78,0.4,0.5,0.06,16.02,117.4,101.3,69.5,0.05,10.64,108.9,98.3,-6.49,10,0
2019,Iowa State,35,23,12,0.657,18.07,9.3,9,9,12,4,5,6,2692,2385,0.476,0.363,0.732,0.75,0.45,0.5,0.13,22.09,118.9,96.8,67.7,-0.063,10.78,109.3,98.5,-1.56,6,0
2019,Kansas,36,26,10,0.722,18.35,12.79,12,6,16,0,3,8,2725,2525,0.465,0.35,0.705,1,0.27,0.67,0.08,21.57,113.9,92.3,70.1,0.076,14.13,111.8,97.7,10.36,4,0
2019,Kansas State,34,25,9,0.735,15.39,9.18,14,4,13,2,7,5,2236,2025,0.429,0.334,0.667,0.87,0.58,0.78,0.1,20.06,108.4,88.4,63.4,0.049,10.22,109.3,99.1,-0.96,4,0
2019,Kentucky,37,30,7,0.811,21.43,10.29,15,3,17,1,8,2,2806,2394,0.477,0.354,0.739,0.94,0.8,0.83,0.17,27.57,117.6,90.1,65.6,0.033,11.32,110.7,99.4,1.75,2,1
2019,Liberty,36,29,7,0.806,5.27,-3.88,14,2,16,1,11,3,2654,2209,0.487,0.369,0.775,0.94,0.79,0.88,0.2,11.54,111.1,99.6,62.3,0.009,-3.27,102.5,105.8,-3.2,12,0
2019,Louisiana State,35,28,7,0.8,16.5,9.16,16,2,15,2,9,1,2815,2558,0.457,0.319,0.752,0.88,0.9,0.89,0.1,20.22,117.7,97.5,70,0.063,10.02,109.3,99.3,2.77,3,1
2019,Louisville,34,20,14,0.588,17.28,11.04,10,8,14,4,5,6,2536,2324,0.434,0.342,0.777,0.78,0.45,0.56,0.09,19.35,113.7,94.4,67.2,-0.06,11.95,110.4,98.4,5.36,7,0
2019,Marquette,34,24,10,0.706,14.78,6.96,12,6,16,3,6,4,2629,2363,0.454,0.388,0.757,0.84,0.6,0.67,0.11,16.52,113.2,96.7,68.8,0.01,6.77,107.4,100.7,0.29,5,0
2019,Maryland,34,23,11,0.676,16.01,10.09,13,7,15,3,6,5,2429,2228,0.449,0.349,0.743,0.83,0.55,0.65,0.09,19.29,113.4,94.1,66,-0.004,10.75,109.8,99.1,-4.92,6,0
2019,Michigan,37,30,7,0.811,21.82,10.55,15,5,17,1,7,4,2575,2158,0.448,0.342,0.701,0.94,0.64,0.75,0.19,28.32,114.5,86.2,64.8,-0.001,11.27,109.2,98,-5.42,2,1
2019,Michigan State,39,32,7,0.821,24.93,12.34,16,4,15,1,8,4,3025,2534,0.48,0.378,0.753,0.94,0.67,0.8,0.19,30.81,121,90.2,66.9,0.001,13.67,110.6,96.9,3.24,2,1
2019,Minnesota,36,22,14,0.611,12.52,11.27,9,11,14,3,2,9,2543,2498,0.435,0.317,0.682,0.82,0.18,0.45,0.02,14.35,111.4,97,67.4,0.086,12.18,110.2,98,-2.91,10,0
2019,Mississippi,33,20,13,0.606,12.32,8.13,10,8,11,5,6,5,2485,2347,0.46,0.358,0.783,0.69,0.55,0.56,0.06,13.98,113.2,99.2,68.5,-0.007,8.69,109.1,100.4,-1.11,8,0
2019,Mississippi State,34,23,11,0.676,15.96,9.07,10,8,14,3,5,5,2628,2394,0.472,0.377,0.717,0.82,0.5,0.56,0.1,20.04,117.7,97.6,67.8,-0.038,10.09,110.1,100,2.22,5,0
2019,Montana,35,26,9,0.743,1.5,-5.05,16,4,12,2,9,5,2665,2397,0.492,0.376,0.689,0.86,0.64,0.8,0.11,3.53,107.4,103.9,66.9,0.059,-6.07,102.4,108.4,4.03,15,0
2019,Murray State,33,28,5,0.848,8.96,-3.11,16,2,15,1,10,3,2727,2255,0.492,0.353,0.733,0.94,0.77,0.89,0.21,13.83,112.5,98.6,69.4,0.054,-3.32,103.1,106.4,-1.13,12,0
2019,Nevada,34,29,5,0.853,16,2.68,15,3,15,0,9,3,2723,2270,0.462,0.347,0.708,1,0.75,0.83,0.2,18.18,114,95.9,69.3,0.033,1.42,105.4,103.9,1.79,7,0
2019,New Mexico State,35,30,5,0.857,10.05,-2.38,15,1,16,1,10,1,2734,2259,0.46,0.334,0.678,0.94,0.91,0.94,0.21,13.62,113,99.3,65.9,0.042,-3.44,102.8,106.2,-3.22,12,0
2019,North Carolina,36,29,7,0.806,23.94,11.35,16,2,14,2,11,1,3089,2636,0.464,0.362,0.743,0.88,0.92,0.89,0.17,27.69,119.7,92,74.3,0.024,12.6,110.7,98.1,5.69,1,1
2019,North Carolina Central,34,18,16,0.529,-11.53,-11.24,10,6,10,2,4,12,2429,2266,0.455,0.319,0.718,0.83,0.25,0.63,0.07,-11.55,97.8,109.3,65.3,-0.008,-11.84,97,108.9,1.19,16,0
2019,North Dakota State,35,19,16,0.543,-4.01,-2.07,9,7,10,3,4,9,2556,2541,0.454,0.365,0.777,0.77,0.31,0.56,0.01,-3.2,107.4,110.6,65,0.064,-2.85,104.8,107.6,3.23,16,0
2019,Northeastern,34,23,11,0.676,3.95,-0.7,14,4,11,2,8,6,2564,2406,0.476,0.382,0.751,0.85,0.57,0.78,0.07,7.59,111,103.4,66.2,0.05,-0.63,106.3,106.9,6.45,13,0
2019,Northern Kentucky,35,26,9,0.743,4.67,-2.39,13,5,17,1,7,7,2747,2410,0.478,0.363,0.666,0.94,0.5,0.72,0.14,7.14,109.4,102.3,68.2,-0.001,-3.37,103.6,107,-2.57,14,0
2019,Ohio State,35,20,15,0.571,13.89,11,8,12,12,6,4,7,2419,2318,0.434,0.341,0.734,0.67,0.36,0.4,0.04,14.66,109.1,94.4,65.8,0.013,11.68,110.4,98.8,-2.95,11,0
2019,Oklahoma,34,20,14,0.588,15.3,12.21,7,11,11,4,5,7,2423,2318,0.447,0.346,0.697,0.73,0.42,0.39,0.05,16.94,111.1,94.1,68.6,0.023,13.27,110.3,97.1,7.44,9,0
2019,Old Dominion,35,26,9,0.743,3.74,-1.18,13,5,14,2,8,4,2300,2128,0.406,0.349,0.663,0.88,0.67,0.72,0.08,5.45,101.4,96,64.5,0.058,-2.15,102.5,104.7,-6.06,14,0
2019,Oregon,38,25,13,0.658,13.95,6.13,10,8,13,4,5,7,2661,2364,0.451,0.351,0.721,0.76,0.42,0.56,0.13,17.86,109.5,91.7,64.2,-0.048,5.47,107.7,102.3,0.43,12,1
2019,Prairie View,35,22,13,0.629,-7.29,-9.17,17,1,11,0,9,12,2627,2547,0.438,0.32,0.681,1,0.43,0.94,0.03,-4.13,102.1,106.2,71.1,0.061,-7.85,98.8,106.7,6.15,16,0
2019,Purdue,36,26,10,0.722,21.4,11.99,16,4,15,0,6,6,2760,2421,0.451,0.374,0.719,1,0.5,0.8,0.14,26.81,122.5,95.6,65.9,-0.015,13.16,110.3,97.1,4.09,3,1
2019,Saint Louis,36,23,13,0.639,5.06,2.23,10,8,15,2,4,8,2399,2297,0.417,0.304,0.598,0.88,0.33,0.56,0.04,6.02,102.2,96.2,66.4,0.044,0.49,104.4,103.9,-1.44,13,0
2019,Saint Mary's (CA),34,22,12,0.647,12.58,4.4,11,5,14,3,5,5,2463,2185,0.472,0.378,0.742,0.82,0.5,0.69,0.13,17.31,114.7,97.4,62.7,-0.045,3.66,106.6,103,-0.9,11,0
2019,Seton Hall,34,20,14,0.588,10.25,8.34,9,9,11,4,3,8,2508,2443,0.439,0.324,0.706,0.73,0.27,0.5,0.03,11.5,109,97.5,69.1,0.023,8.54,109.2,100.7,3.58,10,0
2019,St. John's (NY),34,21,13,0.618,7.88,5.5,8,10,13,4,4,7,2623,2542,0.45,0.357,0.719,0.76,0.36,0.44,0.03,7.61,108.6,101,70.8,0.06,5,106.9,101.9,-6.49,11,0
2019,Syracuse,34,20,14,0.588,13.73,10.09,10,8,13,6,6,4,2370,2246,0.424,0.333,0.685,0.68,0.6,0.56,0.06,15.13,110.5,95.3,66.1,-0.004,9.4,108.6,99.2,0.17,8,0
2019,Temple,33,23,10,0.697,8.17,4.93,13,5,13,2,8,5,2465,2358,0.437,0.33,0.727,0.87,0.62,0.72,0.05,9.72,109.2,99.5,68.9,0.064,4.55,106.3,101.8,-1.07,11,0
2019,Tennessee,37,31,6,0.838,21.55,10.16,15,3,18,0,7,3,3035,2580,0.496,0.367,0.754,1,0.7,0.83,0.18,26.24,122.7,96.5,67.8,0.034,10.69,109.7,99,0.92,2,1
2019,Texas Tech,38,31,7,0.816,22.79,9.53,14,4,17,1,6,3,2765,2261,0.469,0.365,0.732,0.94,0.67,0.78,0.22,30.03,114.1,84.1,66.6,0.004,11.18,109.8,98.7,-5.39,3,1
2019,UC Irvine,37,31,6,0.838,5.7,-2.3,15,1,12,2,13,2,2675,2353,0.457,0.359,0.702,0.86,0.87,0.94,0.14,9.16,107.4,98.2,65.3,0.11,-3.28,102.5,105.8,1.25,13,0
2019,UCF,33,24,9,0.727,13.37,5.58,13,5,15,2,5,5,2385,2128,0.465,0.365,0.649,0.88,0.5,0.72,0.12,16.51,112.1,95.6,65,0.011,4.99,105.9,100.9,-3.71,9,0
2019,Utah State,35,28,7,0.8,11.98,0.89,15,3,14,1,9,4,2753,2349,0.471,0.355,0.748,0.93,0.69,0.83,0.17,15.41,112.6,97.2,68.1,0.012,0.02,104.5,104.4,0.81,8,0
2019,Vermont,34,27,7,0.794,4.88,-4.18,14,2,16,2,11,4,2508,2143,0.458,0.359,0.748,0.89,0.73,0.88,0.17,8.86,108.5,99.6,65.5,0.043,-5.55,100.7,106.2,3.2,13,0
2019,Villanova,36,26,10,0.722,14.33,7.97,13,5,13,2,5,7,2654,2425,0.438,0.352,0.728,0.87,0.42,0.72,0.09,17.33,116.5,99.2,63.6,0.044,8,108.8,100.8,3.32,6,0
2019,Virginia,38,35,3,0.921,25.46,10.15,16,2,15,1,10,1,2714,2132,0.474,0.395,0.744,0.94,0.91,0.89,0.27,34.22,123.4,89.2,59.4,0.05,11.18,109.2,98.1,-3.24,1,1
2019,Virginia Commonwealth,33,25,8,0.758,11.96,2.87,16,2,16,1,8,4,2344,2044,0.438,0.305,0.701,0.94,0.67,0.89,0.15,14.89,104.3,89.5,68.4,0.007,1.37,105.2,103.8,3.6,8,0
2019,Virginia Tech,35,26,9,0.743,19.28,7.79,12,6,14,2,5,5,2574,2172,0.47,0.394,0.761,0.88,0.5,0.67,0.19,24.07,118.1,94,63.7,-0.005,8.47,108.3,99.9,-6.26,4,1
2019,Washington,36,27,9,0.75,12.01,7.01,15,3,15,1,7,4,2511,2331,0.451,0.35,0.695,0.94,0.64,0.83,0.08,14.28,107.7,93.5,66,0.088,6.06,107.6,101.5,2.73,9,0
2019,Wisconsin,34,23,11,0.676,17.9,11.01,14,6,12,3,8,5,2333,2099,0.449,0.359,0.648,0.8,0.62,0.7,0.11,21.94,110.4,88.5,63.9,-0.018,12.97,110.3,97.3,3.14,5,0
2019,Wofford,35,30,5,0.857,13.92,0.8,18,0,15,1,11,3,2879,2295,0.49,0.414,0.704,0.94,0.79,1,0.25,20.69,118.1,97.4,65.7,0.046,1.82,106,104.2,8.37,7,0
2019,Yale,30,22,8,0.733,5.52,-1.24,10,4,11,2,8,5,2427,2202,0.493,0.363,0.738,0.85,0.62,0.71,0.1,8.79,111.6,102.8,71,0.041,-1.1,103,104.2,-2.09,14,0
2018,Alabama,36,20,16,0.556,12.34,10.64,8,10,12,4,2,8,2604,2543,0.461,0.326,0.67,0.75,0.2,0.44,0.02,13.41,108.7,95.2,68.7,0.017,11.17,110.9,99.7,2.54,9,0
2018,Arizona,35,27,8,0.771,15.67,6.84,14,4,15,1,8,3,2818,2509,0.504,0.369,0.76,0.94,0.73,0.78,0.12,17.7,118,100.4,67.1,0.036,5.96,108.5,102.5,2.51,4,0
2018,Arizona State,32,20,12,0.625,14.37,6.55,8,10,13,4,4,6,2645,2395,0.463,0.363,0.733,0.76,0.4,0.44,0.1,14.13,116.7,102.6,71.3,-0.083,5.48,107.4,101.9,0.94,11,0
2018,Arkansas,35,23,12,0.657,14.76,9.85,10,8,15,2,3,7,2819,2647,0.474,0.395,0.681,0.88,0.3,0.56,0.06,14.69,116.3,101.7,69.7,0.059,9.9,110.5,100.6,0.87,7,0
2018,Auburn,34,26,8,0.765,15.97,7.29,13,5,15,1,7,4,2783,2488,0.431,0.357,0.774,0.94,0.64,0.72,0.12,18.69,115.4,96.7,72.6,0.034,7.52,108.8,101.3,-1.86,4,0
2018,Bucknell,35,25,10,0.714,4.49,-3.46,16,2,15,1,10,8,2837,2559,0.471,0.348,0.719,0.94,0.56,0.89,0.11,7.31,109.5,102.2,71.4,0.006,-4.35,102.8,107.1,5.79,14,0
2018,Buffalo,36,27,9,0.75,7.99,0.25,15,3,14,1,8,5,3047,2742,0.473,0.37,0.699,0.93,0.62,0.83,0.11,11.53,114.7,103.2,72.7,0.006,-0.06,105.1,105.2,3.87,13,0
