Season,Team,adj_em,adj_o,adj_d,adj_t,win_pct,Wins,Losses,Games
2022,Charleston Southern,-18.4225,92.8725,111.295,69.1846,0.11096,4,28,32
2022,Charlotte,-1.698999999999998,104.705,106.404,65.4241,0.453857,15,17,32
2022,Chattanooga,10.034000000000006,107.293,97.259,64.6154,0.755671,24,8,32
2022,Chicago St.,-17.431399999999996,95.6466,113.078,66.1752,0.127274,4,28,32
2022,Cincinnati,7.558300000000003,104.428,96.8697,67.6512,0.703505,23,9,32
2022,Clemson,11.170699999999997,109.422,98.2513,66.3854,0.775285,25,7,32
2022,Cleveland St.,-0.13900000000001,104.017,104.156,67.63,0.496151,16,16,32
2022,Coastal Carolina,0.5289999999999964,101.107,100.578,66.5952,0.515068,16,16,32
2022,Colgate,3.8060000000000116,106.998,103.192,66.9983,0.602647,19,13,32
2022,College of Charleston,3.7020000000000124,105.266,101.564,73.674,0.601501,19,13,32
2022,Colorado,8.982199999999992,105.404,96.4218,67.2844,0.735806,24,8,32
2022,Colorado St.,13.761200000000002,111.855,98.0938,65.564,0.819025,26,6,32
2022,Columbia,-22.70150000000001,91.5015,114.203,69.5569,0.0725159,2,30,32
2022,Connecticut,17.31429999999999,113.198,95.8837,65.0338,0.870909,28,4,32
2022,Coppin St.,-13.404499999999999,89.8375,103.242,72.9202,0.168075,5,27,32
2022,Cornell,-1.23599999999999,103.061,104.297,71.9729,0.465768,15,17,32
2022,Creighton,12.6875,104.82,92.1325,66.9885,0.815135,26,6,32
2022,Dartmouth,-4.307699999999997,96.3443,100.652,64.6733,0.376826,12,20,32
2022,Davidson,14.658000000000001,115.799,101.141,64.6283,0.825833,26,6,32
2022,Dayton,14.252200000000002,108.776,94.5238,63.0513,0.834112,27,5,32
2022,DePaul,6.584999999999994,106.38,99.795,68.7685,0.675874,22,10,32
2022,Delaware,3.347999999999999,106.501,103.153,66.6225,0.590818,19,13,32
2022,Delaware St.,-23.611500000000007,86.5055,110.117,68.1202,0.0586719,2,30,32
2022,Denver,-11.616599999999991,99.1324,110.749,66.488,0.218523,7,25,32
2022,Detroit,-4.715000000000003,105.707,110.422,64.9244,0.377113,12,20,32
2022,Dixie St.,-8.6768,94.2472,102.924,71.6244,0.266435,9,23,32
2022,Drake,9.531300000000002,108.415,98.8837,65.9903,0.742366,24,8,32
2022,Drexel,2.403000000000006,103.941,101.538,66.2105,0.566846,18,14,32
2022,Duke,26.7286,122.716,95.9874,67.4209,0.944015,30,2,32
2022,Duquesne,-10.054000000000002,97.8,107.854,65.9153,0.245029,8,24,32
2022,East Carolina,0.0940000000000083,101.778,101.684,67.8337,0.502658,16,16,32
2022,East Tennessee St.,0.5060000000000002,107.648,107.142,65.4568,0.513529,16,16,32
2022,Eastern Illinois,-25.427099999999996,82.9629,108.39,64.9369,0.044176,1,31,32
2022,Eastern Kentucky,-7.463000000000008,100.838,108.301,71.0242,0.305524,10,22,32
2022,Eastern Michigan,-12.017499999999998,94.5445,106.562,69.4536,0.201652,6,26,32
2022,Eastern Washington,-5.417000000000002,102.894,108.311,69.7216,0.356634,11,21,32
2022,Elon,-6.746300000000005,98.8377,105.584,65.9731,0.318797,10,22,32
2022,Evansville,-14.275500000000008,92.0375,106.313,63.943600000000004,0.160004,5,27,32
2022,FIU,-9.160299999999992,96.7557,105.916,66.6736,0.261103,8,24,32
2022,Fairfield,-3.6200000000000045,99.432,103.052,64.2641,0.398627,13,19,32
2022,Fairleigh Dickinson,-19.395899999999997,94.6701,114.066,69.6182,0.104949,3,29,32
2022,Florida,12.770499999999998,109.813,97.0425,65.5299,0.805616,26,6,32
2022,Florida A&M,-12.580700000000007,94.8543,107.435,65.3662,0.192748,6,26,32
2022,Florida Atlantic,3.2879999999999967,104.502,101.214,67.1472,0.590898,19,13,32
2022,Florida Gulf Coast,-1.6119999999999948,104.739,106.351,70.0886,0.456205,15,17,32
2022,Florida St.,6.803900000000013,105.165,98.3611,67.8114,0.68334,22,10,32
2022,Fordham,-0.9642999999999944,93.1332,94.0975,67.7574,0.47042,15,17,32
2022,Fort Wayne,-3.30980000000001,99.0662,102.376,68.2651,0.406624,13,19,32
2022,Fresno St.,11.5702,105.073,93.5028,61.512,0.792755,25,7,32
2022,Furman,11.265999999999991,113.636,102.37,65.021,0.76864,25,7,32
2022,Gardner Webb,1.3712999999999909,97.1172,95.7459,67.4823,0.540795,17,15,32
2022,George Mason,4.525999999999996,104.709,100.183,64.9684,0.624362,20,12,32
2022,George Washington,-4.238900000000001,98.8791,103.118,69.0474,0.38161,12,20,32
2022,Georgetown,-0.3830000000000098,104.207,104.59,70.0502,0.489451,16,16,32
2022,Georgia,-1.8340000000000032,106.952,108.786,68.7619,0.451284,14,18,32
2022,Georgia Southern,-6.484300000000005,95.9147,102.399,66.0429,0.320323,10,22,32
2022,Georgia St.,3.4680999999999926,101.895,98.4269,67.2825,0.598259,19,13,32
2022,Georgia Tech,2.753299999999996,100.538,97.7847,68.1088,0.579161,19,13,32
2022,Gonzaga,30.4212,120.307,89.8858,72.6459,0.966181,31,1,32
2022,Grambling St.,-14.312799999999996,92.1352,106.448,69.2131,0.159684,5,27,32
2022,Grand Canyon,7.9757999999999925,104.082,96.1062,65.6023,0.714386,23,9,32
2022,Green Bay,-15.917500000000004,92.2385,108.156,64.5265,0.138147,4,28,32
2022,Hampton,-13.883700000000005,91.3363,105.22,68.8944,0.164193,5,27,32
2022,Hartford,-9.762999999999991,100.813,110.576,67.147,0.256731,8,24,32
2022,Harvard,-3.6432000000000073,97.0238,100.667,67.1613,0.39557,13,19,32
2022,Hawaii,-0.7480000000000047,100.27,101.018,65.0665,0.478655,15,17,32
2022,High Point,-4.996899999999997,98.7881,103.785,66.4044,0.361819,12,20,32
2022,Hofstra,5.292000000000002,109.086,103.794,68.9347,0.639187,20,12,32
2022,Holy Cross,-20.382800000000003,90.7792,111.162,66.9665,0.0887133,3,29,32
2022,Houston,28.036900000000003,116.537,88.5001,63.7171,0.959492,31,1,32
2022,Houston Baptist,-17.984499999999997,95.0215,113.006,68.2825,0.119895,4,28,32
2022,Howard,-6.477199999999996,99.2638,105.741,70.3558,0.325858,10,22,32
2022,IUPUI,-28.865300000000005,80.3787,109.244,62.5537,0.0285109,1,31,32
2022,Idaho,-16.616199999999992,97.4748,114.091,70.1505,0.140623,4,28,32
2022,Idaho St.,-16.2046,94.1434,110.348,63.878,0.138665,4,28,32
2022,Illinois,18.969700000000003,111.934,92.9643,67.0872,0.894302,29,3,32
2022,Illinois Chicago,-9.349800000000002,99.7452,109.095,68.9315,0.263002,8,24,32
2022,Illinois St.,-2.5450000000000017,103.59,106.135,68.037,0.430676,14,18,32
2022,Incarnate Word,-22.3673,94.3687,116.736,65.0486,0.0797218,3,29,32
2022,Indiana,16.074600000000004,107.683,91.6084,67.2443,0.865202,28,4,32
2022,Indiana St.,-2.9553999999999974,98.6216,101.577,69.46,0.41591,13,19,32
2022,Iona,8.337100000000007,106.9,98.5629,69.3609,0.71785,23,9,32
2022,Iowa,23.961600000000004,121.147,97.1854,69.804,0.926521,30,2,32
2022,Iowa St.,13.357500000000002,101.748,88.3905,66.3127,0.834586,27,5,32
2022,Jackson St.,-9.509599999999992,93.0634,102.573,63.8926,0.246226,8,24,32
2022,Jacksonville,1.3706999999999994,100.502,99.1313,61.4263,0.539411,17,15,32
2022,Jacksonville St.,2.305000000000007,104.512,102.207,65.1072,0.563765,18,14,32
2022,James Madison,-4.090000000000003,102.223,106.313,68.9784,0.389101,12,20,32
2022,Kansas,28.5261,119.794,91.2679,69.1149,0.95802,31,1,32
2022,Kansas St.,12.286299999999997,109.634,97.3477,66.4478,0.796867,25,7,32
2022,Kennesaw St.,-5.408000000000001,103.637,109.045,66.2508,0.357789,11,21,32
2022,Kent St.,3.3157000000000068,102.391,99.0753,65.7281,0.59352,19,13,32
2022,Kentucky,23.9786,119.378,95.3994,67.7708,0.929467,30,2,32
2022,LIU Brooklyn,-6.009299999999996,98.9467,104.956,72.4907,0.336693,11,21,32
2022,LSU,16.6648,106.312,89.6472,68.6761,0.876604,28,4,32
2022,La Salle,-4.8097000000000065,97.7563,102.566,67.4534,0.365319,12,20,32
2022,Lafayette,-13.7393,97.2777,111.017,64.8183,0.179564,6,26,32
2022,Lamar,-19.661199999999994,90.9008,110.562,66.0378,0.0951989,3,29,32
2022,Lehigh,-12.059000000000012,97.466,109.525,68.2394,0.207268,7,25,32
2022,Liberty,4.3700000000000045,104.59,100.22,65.0358,0.620317,20,12,32
2022,Lipscomb,-7.094999999999999,101.636,108.731,69.3441,0.315185,10,22,32
2022,Little Rock,-14.066500000000005,96.6545,110.721,66.8396,0.173286,6,26,32
2022,Long Beach St.,-1.4869999999999948,101.471,102.958,71.0623,0.458295,15,17,32
2022,Longwood,1.9770000000000039,105.697,103.72,65.8214,0.554057,18,14,32
2022,Louisiana Lafayette,-0.5769999999999982,101.111,101.688,69.62,0.483647,15,17,32
2022,Louisiana Monroe,-7.820000000000007,100.732,108.552,67.8063,0.297379,10,22,32
2022,Louisiana Tech,6.790199999999999,104.449,97.6588,68.3807,0.684173,22,10,32
2022,Louisville,4.696200000000005,103.036,98.3398,67.2603,0.630988,20,12,32
2022,Loyola Chicago,14.591700000000003,106.905,92.3133,64.6008,0.84391,27,5,32
2022,Loyola MD,-10.126900000000006,94.4451,104.572,65.295,0.236619,8,24,32
2022,Loyola Marymount,-3.3619999999999948,105.125,108.487,65.8331,0.410486,13,19,32
2022,Maine,-21.9384,92.2516,114.19,66.1181,0.0791898,3,29,32
2022,Manhattan,-8.5698,99.3742,107.944,68.4836,0.278623,9,23,32
2022,Marist,-4.583600000000004,99.1724,103.756,66.2504,0.372935,12,20,32
2022,Marquette,11.1631,107.707,96.5439,71.1818,0.778738,25,7,32
2022,Marshall,-5.6370000000000005,100.254,105.891,72.4156,0.347731,11,21,32
2022,Maryland,9.353399999999993,108.71,99.3566,66.7392,0.737806,24,8,32
2022,Maryland Eastern Shore,-13.479,88.623,102.102,67.6026,0.164075,5,27,32
2022,Massachusetts,-1.8909999999999911,110.915,112.806,69.0614,0.451555,14,18,32
2022,McNeese St.,-12.849199999999996,97.4488,110.298,69.7124,0.193976,6,26,32
2022,Memphis,19.812399999999997,112.442,92.6296,70.0358,0.902827,29,3,32
2022,Mercer,0.625,105.819,105.194,64.9111,0.517024,17,15,32
2022,Merrimack,-10.814599999999999,93.4794,104.294,62.236,0.221164,7,25,32
2022,Miami FL,15.68440000000001,113.561,97.8766,67.7136,0.846736,27,5,32
2022,Miami OH,-7.4140000000000015,103.693,111.107,67.4968,0.311279,10,22,32
2022,Michigan,17.66430000000001,113.894,96.2297,66.4272,0.874144,28,4,32
2022,Michigan St.,15.02000000000001,111.626,96.606,67.5928,0.840496,27,5,32
2022,Middle Tennessee,7.529499999999999,105.777,98.2475,67.0911,0.700404,22,10,32
2022,Milwaukee,-16.25699999999999,91.688,107.945,66.9058,0.132721,4,28,32
2022,Minnesota,5.310999999999993,106.1,100.789,65.0883,0.643501,21,11,32
2022,Mississippi,6.9512,106.007,99.0558,65.4109,0.685666,22,10,32
2022,Mississippi St.,12.086100000000002,107.648,95.5619,65.4886,0.797304,26,6,32
2022,Mississippi Valley St.,-22.043899999999994,93.2261,115.27,70.81,0.0801077,3,29,32
2022,Missouri,1.304000000000002,102.093,100.789,65.6943,0.53688,17,15,32
2022,Missouri St.,10.317999999999998,112.092,101.774,67.0581,0.752214,24,8,32
2022,Monmouth,-0.3649999999999949,101.346,101.711,66.2504,0.489684,16,16,32
2022,Montana,-6.417200000000008,99.8808,106.298,65.2692,0.328243,11,21,32
2022,Montana St.,1.1039999999999992,103.582,102.478,67.0527,0.530771,17,15,32
2022,Morehead St.,4.56580000000001,102.811,98.2452,64.6597,0.627714,20,12,32
2022,Morgan St.,-11.509600000000006,93.6274,105.137,71.6352,0.208604,7,25,32
2022,Mount St. Mary's,-6.744900000000001,95.4281,102.173,63.4926,0.31315,10,22,32
2022,Murray St.,13.826899999999995,110.038,96.2111,66.0439,0.824084,26,6,32
2022,NJIT,-17.95620000000001,89.4438,107.4,66.2077,0.108717,3,29,32
2022,Navy,-1.3999000000000024,94.2,95.5999,64.7771,0.45769,15,17,32
2022,Nebraska,5.150999999999996,106.502,101.351,71.4159,0.638802,20,12,32
2022,Nebraska Omaha,-20.0081,96.5269,116.535,69.774,0.102818,3,29,32
2022,Nevada,4.103999999999999,105.797,101.693,70.3253,0.611837,20,12,32
2022,New Hampshire,-6.166999999999987,102.555,108.722,61.9168,0.338152,11,21,32
2022,New Mexico,1.0830000000000126,105.409,104.326,71.2109,0.529648,17,15,32
2022,New Mexico St.,10.016000000000005,106.031,96.015,66.1306,0.757882,24,8,32
2022,New Orleans,-9.8887,95.9153,105.804,71.9017,0.24446,8,24,32
2022,Niagara,-3.3765999999999963,98.4324,101.809,64.34,0.404227,13,19,32
2022,Nicholls St.,-3.150599999999997,99.5564,102.707,69.7602,0.411382,13,19,32
2022,Norfolk St.,-2.3419999999999987,100.66,103.002,66.9631,0.434247,14,18,32
2022,North Alabama,-11.5612,91.2138,102.775,67.6158,0.202239,6,26,32
2022,North Carolina,20.979200000000006,114.43,93.4508,70.0724,0.911258,29,3,32
2022,North Carolina A&T,-9.495100000000008,96.4019,105.897,67.7069,0.25344,8,24,32
2022,North Carolina Central,-13.711000000000013,94.689,108.4,67.6477,0.174346,6,26,32
2022,North Carolina St.,4.742999999999995,109.193,104.45,67.0926,0.624963,20,12,32
2022,North Dakota,-19.313199999999995,96.0668,115.38,67.4337,0.108449,3,29,32
2022,North Dakota St.,0.4860000000000042,101.55,101.064,66.2479,0.513795,16,16,32
2022,North Florida,-7.859999999999999,96.495,104.355,68.0989,0.288933,9,23,32
2022,North Texas,12.296199999999999,104.61,92.3138,59.1651,0.808153,26,6,32
2022,Northeastern,-5.081800000000001,97.0472,102.129,64.6003,0.357328,11,21,32
2022,Northern Arizona,-16.529900000000012,94.7331,111.263,65.2571,0.135918,4,28,32
2022,Northern Colorado,-4.272000000000006,106.877,111.149,69.3473,0.38919,12,20,32
2022,Northern Illinois,-11.11630000000001,92.4087,103.525,67.0453,0.213113,7,25,32
2022,Northern Iowa,8.072000000000003,110.199,102.127,67.3444,0.705743,23,9,32
2022,Northern Kentucky,-0.7730000000000103,100.764,101.537,64.0161,0.478044,15,17,32
2022,Northwestern,8.838399999999993,105.526,96.6876,67.7877,0.732215,23,9,32
2022,Northwestern St.,-17.2324,96.6776,113.91,71.2388,0.13167,4,28,32
2022,Notre Dame,16.070800000000006,112.78,96.7092,65.4006,0.854196,27,5,32
2022,Oakland,-0.8739999999999952,102.464,103.338,67.7048,0.475589,15,17,32
2022,Ohio,1.7900000000000063,102.619,100.829,67.4293,0.550426,18,14,32
2022,Ohio St.,16.9478,115.459,98.5112,65.1479,0.861233,28,4,32
2022,Oklahoma,16.49000000000001,110.584,94.094,65.1641,0.864955,28,4,32
2022,Oklahoma St.,14.864499999999992,102.874,88.0095,67.9577,0.857505,27,5,32
2022,Old Dominion,-2.2742999999999967,99.6037,101.878,64.2755,0.435465,14,18,32
2022,Oral Roberts,-1.608000000000004,108.071,109.679,70.2445,0.457632,15,17,32
2022,Oregon,10.959900000000005,109.649,98.6891,67.655,0.770482,25,7,32
2022,Oregon St.,-4.096000000000004,105.318,109.414,66.6634,0.392027,13,19,32
2022,Pacific,-9.0522,95.2568,104.309,68.0197,0.260385,8,24,32
2022,Penn,-4.4140000000000015,105.206,109.62,67.9488,0.383978,12,20,32
2022,Penn St.,7.572000000000003,104.015,96.443,61.8758,0.704575,23,9,32
2022,Pepperdine,-7.381500000000003,97.7695,105.151,70.1565,0.302173,10,22,32
2022,Pittsburgh,-2.171500000000009,98.8835,101.055,63.9814,0.437867,14,18,32
2022,Portland,0.5090000000000003,103.347,102.838,68.7187,0.514191,16,16,32
2022,Portland St.,-7.069599999999994,95.7034,102.773,70.6171,0.305842,10,22,32
2022,Prairie View A&M,-9.182999999999993,96.474,105.657,70.6913,0.260059,8,24,32
2022,Presbyterian,-8.36529999999999,95.3187,103.684,64.1399,0.275393,9,23,32
2022,Princeton,5.652000000000001,111.541,105.889,66.8535,0.645204,21,11,32
2022,Providence,15.957099999999997,111.435,95.4779,65.3336,0.855359,27,5,32
2022,Purdue,24.0762,121.592,97.5158,66.0107,0.926733,30,2,32
2022,Quinnipiac,-5.869,101.936,107.805,68.885,0.344398,11,21,32
2022,Radford,-8.650100000000009,95.1569,103.807,64.3496,0.268833,9,23,32
2022,Rhode Island,2.5823000000000036,98.1607,95.5784,67.1858,0.576049,18,14,32
2022,Rice,-6.290999999999997,103.866,110.157,67.6128,0.337098,11,21,32
2022,Richmond,7.8910999999999945,106.946,99.0549,66.6895,0.707124,23,9,32
2022,Rider,-4.296099999999996,98.6419,102.938,67.0368,0.379831,12,20,32
2022,Robert Morris,-13.41319999999999,99.1098,112.523,66.8736,0.188508,6,26,32
2022,Rutgers,10.299800000000005,106.602,96.3022,64.9868,0.762888,24,8,32
2022,SIU Edwardsville,-9.780699999999996,94.2573,104.038,68.4049,0.243172,8,24,32
2022,SMU,12.453800000000001,107.868,95.4142,68.3412,0.803903,26,6,32
2022,Sacramento St.,-13.141400000000004,95.3596,108.501,64.4336,0.184715,6,26,32
2022,Sacred Heart,-15.732,100.328,116.06,67.4332,0.157736,5,27,32
2022,Saint Joseph's,1.7436999999999898,99.9339,98.1902,68.2222,0.550437,18,14,32
2022,Saint Louis,11.751199999999997,108.496,96.7448,68.0261,0.788906,25,7,32
2022,Saint Mary's,19.309399999999997,109.791,90.4816,63.6649,0.902421,29,3,32
2022,Saint Peter's,6.2547,99.3884,93.1337,65.5766,0.67863,22,10,32
2022,Sam Houston St.,3.099199999999996,99.9722,96.873,64.8748,0.589561,19,13,32
2022,Samford,0.1419999999999959,104.074,103.932,69.1664,0.503943,16,16,32
2022,San Diego,-4.094799999999992,95.9972,100.092,65.7176,0.382158,12,20,32
2022,San Diego St.,15.431799999999996,102.351,86.9192,65.3021,0.867546,28,4,32
2022,San Francisco,17.136700000000005,110.173,93.0363,68.953,0.874816,28,4,32
2022,San Jose St.,-9.007899999999992,98.4351,107.443,65.5082,0.267573,9,23,32
2022,Santa Clara,10.257000000000005,110.64,100.383,70.8645,0.753774,24,8,32
2022,Seattle,2.4291000000000054,98.7205,96.2914,70.4092,0.571141,18,14,32
2022,Seton Hall,11.971499999999992,105.41,93.4385,67.5793,0.800005,26,6,32
2022,Siena,-5.8452000000000055,97.7868,103.632,66.2513,0.339032,11,21,32
2022,South Alabama,0.5,101.738,101.238,66.4926,0.514178,16,16,32
2022,South Carolina,5.9029000000000025,100.143,94.2401,70.5786,0.66789,21,11,32
2022,South Carolina St.,-13.372200000000007,92.2918,105.664,70.3576,0.174206,6,26,32
2022,South Dakota,-4.016000000000005,103.481,107.497,65.7673,0.392246,13,19,32
2022,South Dakota St.,10.593999999999994,114.07,103.476,69.5977,0.754161,24,8,32
2022,South Florida,-5.218100000000007,90.9237,96.1418,64.9718,0.344853,11,21,32
2022,Southeast Missouri St.,-5.173000000000002,103.991,109.164,71.6137,0.363955,12,20,32
2022,Southeastern Louisiana,-9.228000000000009,102.032,111.26,70.2576,0.269795,9,23,32
2022,Southern,-5.252400000000009,94.1335,99.3859,70.2946,0.348779,11,21,32
2022,Southern Illinois,3.7369000000000057,101.661,97.9241,62.1378,0.606043,19,13,32
2022,Southern Miss,-15.650199999999998,94.8908,110.541,67.0995,0.14734,5,27,32
2022,Southern Utah,-0.9680000000000035,104.97,105.938,68.3402,0.473643,15,17,32
2022,St. Bonaventure,8.604299999999995,107.338,98.7337,65.4651,0.723292,23,9,32
2022,St. Francis NY,-13.838400000000007,94.2066,108.045,66.7316,0.17134,5,27,32
2022,St. Francis PA,-14.958399999999997,94.5146,109.473,67.1293,0.155829,5,27,32
2022,St. John's,13.4897,110.198,96.7083,73.5696,0.817822,26,6,32
2022,St. Thomas,-10.756,105.866,116.622,65.4655,0.247343,8,24,32
2022,Stanford,4.817700000000002,103.505,98.6873,65.996,0.633698,20,12,32
2022,Stephen F. Austin,3.605800000000002,101.915,98.3092,69.0301,0.602108,19,13,32
2022,Stetson,-12.244,96.093,108.337,65.5423,0.201144,6,26,32
2022,Stony Brook,-5.957000000000008,103.96,109.917,68.178,0.345069,11,21,32
2022,Syracuse,14.780999999999992,116.142,101.361,67.7465,0.827133,26,6,32
2022,TCU,16.53349999999999,108.603,92.0695,65.894,0.869814,28,4,32
2022,Tarleton St.,-2.2573000000000008,99.2997,101.557,63.2456,0.435724,14,18,32
2022,Temple,5.3958999999999975,101.584,96.1881,66.291,0.651964,21,11,32
2022,Tennessee,24.2303,111.291,87.0607,67.3565,0.943942,30,2,32
2022,Tennessee Martin,-10.799500000000009,96.3505,107.15,69.0908,0.227633,7,25,32
2022,Tennessee St.,-7.353999999999999,97.979,105.333,67.4104,0.303165,10,22,32
2022,Tennessee Tech,-6.806000000000012,100.493,107.299,69.1068,0.320037,10,22,32
2022,Texas,21.020299999999992,112.508,91.4877,63.5342,0.915167,29,3,32
2022,Texas A&M,15.928699999999992,109.201,93.2723,66.5,0.859743,28,4,32
2022,Texas A&M Corpus Chris,-6.436399999999992,96.3956,102.832,69.2324,0.322274,10,22,32
2022,Texas Southern,-2.1932000000000045,96.2796,98.4728,68.0559,0.435602,14,18,32
2022,Texas St.,3.602000000000004,105.318,101.716,63.6764,0.598721,19,13,32
2022,Texas Tech,25.105500000000006,110.513,85.4075,66.3175,0.950897,30,2,32
2022,The Citadel,-6.301000000000002,100.782,107.083,70.3937,0.332379,11,21,32
2022,Toledo,7.4680000000000035,109.239,101.771,68.9027,0.69304,22,10,32
2022,Towson,9.8091,108.268,98.4589,64.7223,0.748781,24,8,32
2022,Troy,-2.961199999999991,97.2548,100.216,67.0781,0.414611,13,19,32
2022,Tulane,11.3891,110.776,99.3869,67.9178,0.776893,25,7,32
2022,Tulsa,0.8279999999999887,103.469,102.641,66.4444,0.523063,17,15,32
2022,UAB,12.706000000000003,111.821,99.115,68.8939,0.800125,26,6,32
2022,UC Davis,-3.235500000000002,97.4455,100.681,67.2761,0.407182,13,19,32
2022,UC Irvine,1.7506000000000057,98.1988,96.4482,65.0552,0.551532,18,14,32
2022,UC Riverside,1.0550000000000068,101.18,100.125,65.3704,0.530108,17,15,32
2022,UC San Diego,-8.454000000000008,101.107,109.561,67.9388,0.284258,9,23,32
2022,UC Santa Barbara,2.5849999999999937,104.267,101.682,65.4698,0.571678,18,14,32
2022,UCF,7.558099999999996,106.295,98.7369,67.4706,0.70019,22,10,32
2022,UCLA,23.590999999999994,115.836,92.245,65.3691,0.932067,30,2,32
2022,UMBC,-5.975999999999999,103.559,109.535,68.3326,0.344072,11,21,32
2022,UMKC,-2.575000000000003,100.44,103.015,67.3174,0.427724,14,18,32
2022,UMass Lowell,-8.610500000000002,94.8175,103.428,67.5533,0.269026,9,23,32
2022,UNC Asheville,-3.813999999999993,101.308,105.122,66.5364,0.395322,13,19,32
2022,UNC Greensboro,-1.1509999999999962,100.028,101.179,62.3193,0.467166,15,17,32
2022,UNC Wilmington,0.88900000000001,104.4,103.511,65.4122,0.524582,17,15,32
2022,UNLV,9.110500000000002,106.964,97.8535,66.357,0.735696,24,8,32
2022,USC,12.445800000000006,108.626,96.1802,66.192,0.802098,26,6,32
2022,USC Upstate,-7.891000000000005,101.326,109.217,68.4987,0.296836,9,23,32
2022,UT Arlington,-5.324600000000004,96.2084,101.533,65.421,0.349891,11,21,32
2022,UT Rio Grande Valley,-14.095600000000005,98.4614,112.557,71.6661,0.176728,6,26,32
2022,UTEP,1.0015999999999963,100.782,99.7804,66.5048,0.528676,17,15,32
2022,UTSA,-12.849499999999992,93.9325,106.782,68.7172,0.18626499999999999,6,26,32
2022,Utah,4.3999999999999915,106.6,102.2,66.3704,0.618873,20,12,32
2022,Utah St.,12.719700000000003,109.169,96.4493,66.7034,0.806058,26,6,32
2022,Utah Valley,4.725100000000012,101.537,96.8119,65.7868,0.633687,20,12,32
2022,VCU,11.932400000000001,100.875,88.9426,68.5464,0.809651,26,6,32
2022,VMI,-0.5560000000000116,109.457,110.013,68.6712,0.485438,16,16,32
2022,Valparaiso,-3.2650000000000006,102.1,105.365,65.1808,0.410477,13,19,32
2022,Vanderbilt,12.0394,106.696,94.6566,67.4299,0.79849,26,6,32
2022,Vermont,12.372399999999999,109.688,97.3156,64.833,0.798395,26,6,32
2022,Villanova,24.190900000000013,117.171,92.9801,62.1973,0.934586,30,2,32
2022,Virginia,12.254899999999992,107.377,95.1221,59.3483,0.801165,26,6,32
2022,Virginia Tech,20.355000000000004,115.562,95.207,63.2914,0.90275,29,3,32
2022,Wagner,0.8400000000000034,101.191,100.351,66.5051,0.523949,17,15,32
2022,Wake Forest,15.783500000000004,110.735,94.9515,70.3895,0.854258,27,5,32
2022,Washington,5.9609999999999985,104.357,98.396,69.5723,0.662938,21,11,32
2022,Washington St.,14.4786,107.621,93.1424,66.2449,0.840451,27,5,32
2022,Weber St.,-1.8230000000000075,101.335,103.158,69.593,0.448904,14,18,32
2022,West Virginia,12.459099999999992,108.556,96.0969,67.9493,0.802491,26,6,32
2022,Western Carolina,-11.500299999999996,98.1787,109.679,68.4216,0.218605,7,25,32
2022,Western Illinois,-7.112499999999997,99.2685,106.381,70.4796,0.310924,10,22,32
2022,Western Kentucky,3.948999999999998,105.48,101.531,68.701,0.607977,19,13,32
2022,Western Michigan,-12.874099999999999,97.3679,110.242,64.2339,0.193393,6,26,32
2022,Wichita St.,8.320399999999992,103.862,95.5416,67.131,0.723182,23,9,32
2022,William & Mary,-16.175299999999993,90.1687,106.344,68.8734,0.13039,4,28,32
2022,Winthrop,-0.8070000000000022,104.318,105.125,68.3864,0.477858,15,17,32
2022,Wisconsin,15.287599999999998,108.679,93.3914,66.4175,0.851113,27,5,32
2022,Wofford,3.8640000000000043,105.278,101.414,64.167,0.605884,19,13,32
2022,Wright St.,-1.4239999999999924,104.805,106.229,68.7734,0.461291,15,17,32
2022,Wyoming,10.571799999999996,107.857,97.2852,65.7736,0.766091,25,7,32
2022,Xavier,13.731399999999994,110.907,97.1756,68.5664,0.820535,26,6,32
2022,Yale,1.5444999999999993,99.3969,97.8524,68.8501,0.544903,17,15,32
2022,Youngstown St.,-6.268000000000001,103.137,109.405,66.5986,0.336601,11,21,32
2023,Abilene Christian,-2.081000000000003,104.459,106.54,69.0299,0.443527,14,18,32
2023,Air Force,2.4240000000000066,105.367,102.943,62.9983,0.566522,18,14,32
2023,Akron,5.609999999999999,108.644,103.034,65.1707,0.64789,21,11,32
2023,Alabama,27.052900000000008,116.081,89.0281,72.5515,0.954842,31,1,32
2023,Alabama A&M,-11.587100000000007,95.8449,107.432,68.3252,0.21207,7,25,32
2023,Alabama St.,-19.27810000000001,91.4939,110.772,66.3192,0.0998592,3,29,32
2023,Albany,-18.177800000000005,97.3822,115.56,67.2918,0.122583,4,28,32
2023,Alcorn St.,-7.624000000000009,100.216,107.84,67.2077,0.300859,10,22,32
2023,American,-9.63300000000001,100.088,109.721,62.418,0.257929,8,24,32
2023,Appalachian St.,1.1239999999999952,101.323,100.199,65.0129,0.532027,17,15,32
2023,Arizona,23.938299999999998,119.351,95.4127,72.1678,0.929196,30,2,32
2023,Arizona St.,13.429000000000002,108.412,94.983,68.0941,0.820653,26,6,32
2023,Arkansas,18.5552,111.904,93.3488,69.5145,0.889425,28,4,32
2023,Arkansas Pine Bluff,-12.8947,94.0603,106.955,69.6262,0.185816,6,26,32
2023,Arkansas St.,-9.7727,99.2583,109.031,63.0733,0.253515,8,24,32
2023,Army,-5.616,102.122,107.738,68.4781,0.350782,11,21,32
2023,Auburn,18.2243,113.13,94.9057,67.5984,0.882879,28,4,32
