Season,Team,adj_em,adj_o,adj_d,adj_t,win_pct,Wins,Losses,Games
2021,Detroit,-0.9619999999999891,108.034,108.996,67.0966,0.474547,15,17,32
2021,Dixie St.,-13.4636,92.3284,105.792,72.7363,0.172875,6,26,32
2021,Drake,10.168999999999997,110.753,100.584,66.1929,0.751685,24,8,32
2021,Drexel,1.8100000000000023,106.678,104.868,64.0715,0.549057,18,14,32
2021,Duke,17.78,114.868,97.088,68.2538,0.873682,28,4,32
2021,Duquesne,4.662199999999999,102.124,97.4618,68.726,0.631188,20,12,32
2021,East Carolina,-0.6159999999999997,98.1847,98.8007,68.0488,0.482025,15,17,32
2021,East Tennessee St.,1.9299999999999926,102.342,100.412,65.5855,0.55452,18,14,32
2021,Eastern Illinois,-13.108100000000007,95.5209,108.629,68.8593,0.185605,6,26,32
2021,Eastern Kentucky,-0.7019999999999982,101.479,102.181,74.8455,0.480187,15,17,32
2021,Eastern Michigan,-9.838899999999995,99.1841,109.023,67.9035,0.252062,8,24,32
2021,Eastern Washington,8.355999999999995,109.491,101.135,72.0005,0.713606,23,9,32
2021,Elon,-2.193700000000007,97.9733,100.167,66.0079,0.436693,14,18,32
2021,Evansville,-4.760999999999996,105.48,110.241,62.0316,0.375733,12,20,32
2021,FIU,-10.953599999999994,96.9984,107.952,70.3227,0.2261,7,25,32
2021,Fairfield,-10.265899999999988,95.8371,106.103,64.5005,0.236817,8,24,32
2021,Fairleigh Dickinson,-10.070000000000007,101.439,111.509,70.7735,0.251901,8,24,32
2021,Florida,15.83659999999999,110.231,94.3944,68.2256,0.856144,27,5,32
2021,Florida A&M,-12.609499999999997,89.5725,102.182,67.9818,0.180249,6,26,32
2021,Florida Atlantic,0.967000000000013,102.29,101.323,68.1033,0.52727,17,15,32
2021,Florida Gulf Coast,-12.029200000000003,92.5718,104.601,70.7471,0.197031,6,26,32
2021,Florida St.,22.162599999999998,115.213,93.0504,69.6441,0.921065,29,3,32
2021,Fordham,-12.830299999999994,87.6337,100.464,63.2685,0.172028,6,26,32
2021,Fort Wayne,-10.27900000000001,100.588,110.867,69.4229,0.246219,8,24,32
2021,Fresno St.,-1.2870000000000061,100.842,102.129,65.1977,0.463602,15,17,32
2021,Furman,7.6059999999999945,108.505,100.899,67.916,0.697585,22,10,32
2021,Gardner Webb,-0.7399999999999949,104.569,105.309,66.425,0.479732,15,17,32
2021,George Mason,2.646100000000004,101.367,98.7209,68.0252,0.575466,18,14,32
2021,George Washington,-5.298999999999992,100.783,106.082,68.3472,0.356808,11,21,32
2021,Georgetown,13.971100000000007,108.679,94.7079,69.6053,0.829548,27,5,32
2021,Georgia,7.948999999999998,107.736,99.787,73.0639,0.707111,23,9,32
2021,Georgia Southern,-7.8496000000000095,95.2374,103.087,66.6008,0.286841,9,23,32
2021,Georgia St.,1.3320000000000078,105.959,104.627,70.4758,0.536281,17,15,32
2021,Georgia Tech,17.60130000000001,113.781,96.1797,67.2583,0.87354,28,4,32
2021,Gonzaga,34.992999999999995,125.925,90.932,73.5317,0.976891,31,1,32
2021,Grambling St.,-13.83550000000001,92.7845,106.62,69.7591,0.16821,5,27,32
2021,Grand Canyon,7.258899999999997,104.407,97.1481,64.871,0.696089,22,10,32
2021,Green Bay,-7.347999999999999,102.021,109.369,66.2252,0.310056,10,22,32
2021,Hampton,-13.796499999999995,96.2305,110.027,70.3698,0.176424,6,26,32
2021,Hartford,-2.030699999999996,97.1029,99.1336,67.0408,0.440773,14,18,32
2021,Hawaii,-3.358000000000004,101.3,104.658,66.4964,0.407341,13,19,32
2021,High Point,-10.042000000000002,96.41,106.452,66.133,0.242411,8,24,32
2021,Hofstra,-0.8199999999999932,106.26,107.08,68.186,0.477909,15,17,32
2021,Holy Cross,-8.253600000000006,99.9784,108.232,68.6926,0.286545,9,23,32
2021,Houston,27.879400000000004,119.14,91.2606,64.2948,0.955453,31,1,32
2021,Houston Baptist,-21.317499999999995,91.1245,112.442,72.5085,0.0818512,3,29,32
2021,Howard,-18.497500000000002,96.1045,114.602,70.5439,0.116669,4,28,32
2021,IUPUI,-9.415499999999994,96.7125,106.128,71.6414,0.255706,8,24,32
2021,Idaho,-19.1374,92.4796,111.617,66.8972,0.103122,3,29,32
2021,Idaho St.,-8.5064,92.6226,101.129,64.3566,0.266894,9,23,32
2021,Illinois,26.26830000000001,116.918,90.6497,70.4505,0.949137,30,2,32
2021,Illinois Chicago,-11.725499999999997,93.2675,104.993,68.3397,0.203943,7,25,32
2021,Illinois St.,-5.117800000000003,98.2182,103.336,69.0213,0.357975,11,21,32
2021,Incarnate Word,-17.3356,95.0314,112.367,64.6639,0.127082,4,28,32
2021,Indiana,13.014499999999998,107.779,94.7645,66.0943,0.814552,26,6,32
2021,Indiana St.,3.2714,101.4,98.1286,66.7411,0.593171,19,13,32
2021,Iona,1.9154000000000053,100.87,98.9546,67.8054,0.554896,18,14,32
2021,Iowa,26.246499999999997,123.444,97.1975,69.8237,0.939856,30,2,32
2021,Iowa St.,-0.2220000000000084,100.603,100.825,69.6363,0.493671,16,16,32
2021,Jackson St.,-7.9436000000000035,88.2678,96.2114,68.5772,0.270719,9,23,32
2021,Jacksonville,-13.0381,92.7259,105.764,67.9458,0.180507,6,26,32
2021,Jacksonville St.,0.6370000000000005,104.504,103.867,65.8535,0.517594,17,15,32
2021,James Madison,1.9230000000000018,104.671,102.748,71.7565,0.553088,18,14,32
2021,Kansas,17.2153,108.782,91.5667,68.1063,0.878809,28,4,32
2021,Kansas St.,1.6496000000000066,98.4548,96.8052,65.589,0.548426,18,14,32
2021,Kennesaw St.,-13.299599999999998,91.0484,104.348,69.004,0.172512,6,26,32
2021,Kent St.,2.5730000000000075,103.781,101.208,69.4943,0.571662,18,14,32
2021,Kentucky,14.505700000000004,108.311,93.8053,68.1154,0.839363,27,5,32
2021,LIU Brooklyn,-8.298699999999997,95.1533,103.452,73.1927,0.276555,9,23,32
2021,LSU,20.289,119.812,99.523,70.3404,0.894128,29,3,32
2021,La Salle,-4.129000000000005,101.387,105.516,68.4767,0.387208,12,20,32
2021,Lafayette,-7.72999999999999,103.504,111.234,68.6166,0.304004,10,22,32
2021,Lamar,-11.943299999999994,93.8567,105.8,67.9554,0.201412,6,26,32
2021,Lehigh,-13.700999999999993,92.762,106.463,69.4879,0.170189,5,27,32
2021,Liberty,8.01700000000001,109.15,101.133,63.3639,0.706255,23,9,32
2021,Lipscomb,-6.402000000000001,100.282,106.684,66.2342,0.329239,11,21,32
2021,Little Rock,-8.736900000000006,96.9921,105.729,66.9928,0.270551,9,23,32
2021,Long Beach St.,-5.917500000000004,97.9035,103.821,73.6585,0.337395,11,21,32
2021,Longwood,-6.056299999999993,98.5357,104.592,64.9871,0.334933,11,21,32
2021,Louisiana Lafayette,-3.766999999999996,100.932,104.699,70.9211,0.396193,13,19,32
2021,Louisiana Monroe,-10.38430000000001,94.0187,104.403,67.0033,0.230628,7,25,32
2021,Louisiana Tech,8.959499999999991,103.535,94.5755,69.3978,0.739021,24,8,32
2021,Louisville,11.396600000000007,106.512,95.1154,65.9026,0.786077,25,7,32
2021,Loyola Chicago,20.4812,109.673,89.1918,63.4473,0.915073,29,3,32
2021,Loyola MD,-2.9355000000000047,98.1895,101.125,67.5504,0.416112,13,19,32
2021,Loyola Marymount,7.5190000000000055,107.631,100.112,66.1956,0.696958,22,10,32
2021,Maine,-16.220699999999994,86.5413,102.762,65.2509,0.12179,4,28,32
2021,Manhattan,-10.980999999999995,92.467,103.448,66.8186,0.215777,7,25,32
2021,Marist,-6.958500000000001,93.0625,100.021,66.0949,0.303808,10,22,32
2021,Marquette,11.239000000000004,107.351,96.112,67.6618,0.781049,25,7,32
2021,Marshall,6.4879999999999995,108.42,101.932,72.7376,0.670336,21,11,32
2021,Maryland,17.027500000000003,111.897,94.8695,64.7861,0.869712,28,4,32
2021,Massachusetts,6.402799999999999,105.577,99.1742,71.4154,0.672496,22,10,32
2021,McNeese St.,-17.968999999999994,95.808,113.777,68.1959,0.121666,4,28,32
2021,Memphis,17.6378,104.593,86.9552,71.5177,0.89320600000000006,29,3,32
2021,Mercer,2.432000000000002,105.206,102.774,67.6204,0.56684,18,14,32
2021,Merrimack,-9.065399999999997,92.9316,101.997,65.9673,0.255333,8,24,32
2021,Miami FL,2.838300000000004,102.376,99.5377,67.6984,0.580137,19,13,32
2021,Miami OH,0.4959999999999951,104.97,104.474,65.6032,0.513594,16,16,32
2021,Michigan,25.9593,116.563,90.6037,66.5686,0.94771,30,2,32
2021,Michigan St.,12.1207,106.787,94.6663,68.3992,0.799867,26,6,32
2021,Middle Tennessee,-10.418000000000006,93.318,103.736,69.2385,0.228452,7,25,32
2021,Milwaukee,-6.27300000000001,101.853,108.126,69.4124,0.334644,11,21,32
2021,Minnesota,10.982100000000003,107.161,96.1789,70.2002,0.776156,25,7,32
2021,Mississippi,14.168499999999995,106.074,91.9055,65.003,0.838727,27,5,32
2021,Mississippi St.,11.942400000000006,106.95,95.0076,65.5381,0.796027,25,7,32
2021,Mississippi Valley St.,-39.742900000000006,80.1561,119.899,72.1058,0.00965332,0,32,32
2021,Missouri,15.621200000000002,111.172,95.5508,68.2659,0.850852,27,5,32
2021,Missouri St.,6.698299999999989,105.966,99.2677,68.8027,0.67937,22,10,32
2021,Monmouth,-5.988399999999999,98.7226,104.711,74.0955,0.336876,11,21,32
2021,Montana,-3.111799999999988,98.8542,101.966,65.6314,0.411825,13,19,32
2021,Montana St.,-5.82350000000001,99.3795,105.203,68.0007,0.341897,11,21,32
2021,Morehead St.,2.1465999999999923,100.136,97.9894,65.2326,0.561973,18,14,32
2021,Morgan St.,-5.761200000000002,99.9188,105.68,71.416,0.344195,11,21,32
2021,Mount St. Mary's,-5.68480000000001,95.2892,100.974,61.6571,0.339313,11,21,32
2021,Murray St.,0.8499999999999943,103.951,103.101,66.0522,0.523585,17,15,32
2021,NJIT,-13.369900000000001,94.3351,107.705,67.7952,0.178835,6,26,32
2021,Navy,1.3769999999999953,103.692,102.315,66.4263,0.538362,17,15,32
2021,Nebraska,7.999600000000001,101.623,93.6234,71.9374,0.719687,23,9,32
2021,Nebraska Omaha,-12.8399,93.6641,106.504,71.1119,0.185829,6,26,32
2021,Nevada,7.131,107.838,100.707,70.0715,0.687121,22,10,32
2021,New Hampshire,-10.858399999999989,95.9796,106.838,66.1316,0.225736,7,25,32
2021,New Mexico,-9.520299999999992,93.6097,103.13,67.3528,0.247156,8,24,32
2021,New Mexico St.,1.6950000000000074,105.009,103.314,63.756,0.546648,17,15,32
2021,New Orleans,-10.206299999999999,97.4467,107.653,72.3073,0.24132,8,24,32
2021,Niagara,-7.337599999999995,99.2874,106.625,64.7616,0.30578,10,22,32
2021,Nicholls St.,-6.0260000000000105,98.615,104.641,71.3558,0.33579,11,21,32
2021,Norfolk St.,-4.044000000000011,98.204,102.248,67.5873,0.386006,12,20,32
2021,North Alabama,-11.48960000000001,95.2914,106.781,69.998,0.212624,7,25,32
2021,North Carolina,16.036200000000008,109.045,93.0088,71.587,0.861675,28,4,32
2021,North Carolina A&T,-12.311000000000007,93.074,105.385,71.3887,0.193319,6,26,32
2021,North Carolina Central,-20.279899999999998,92.1751,112.455,65.7612,0.092211,3,29,32
2021,North Carolina St.,14.3091,110.782,96.4729,67.6549,0.830681,27,5,32
2021,North Dakota,-10.401499999999999,97.8195,108.221,67.2984,0.238294,8,24,32
2021,North Dakota St.,0.7120000000000033,102.766,102.054,64.6329,0.519985,17,15,32
2021,North Florida,-12.730000000000004,100.604,113.334,66.9818,0.202597,6,26,32
2021,North Texas,9.592799999999997,105.762,96.1692,62.8699,0.749035,24,8,32
2021,Northeastern,-0.627600000000001,98.0262,98.6538,67.0787,0.48166,15,17,32
2021,Northern Arizona,-14.92009999999999,97.2609,112.181,63.9926,0.162289,5,27,32
2021,Northern Colorado,-6.108000000000004,99.003,105.111,67.8218,0.334378,11,21,32
2021,Northern Illinois,-16.328400000000002,94.8016,111.13,65.5068,0.138537,4,28,32
2021,Northern Iowa,-0.6600000000000108,102.347,103.007,68.9844,0.481509,15,17,32
2021,Northern Kentucky,-5.391000000000005,102.883,108.274,64.8843,0.357265,11,21,32
2021,Northwestern,9.604500000000002,103.742,94.1375,68.3264,0.753483,24,8,32
2021,Northwestern St.,-13.596699999999998,96.9153,110.512,71.0172,0.180969,6,26,32
2021,Notre Dame,9.774999999999991,113.303,103.528,67.0832,0.738378,24,8,32
2021,Oakland,-6.200999999999993,102.423,108.624,69.9965,0.337161,11,21,32
2021,Ohio,10.917900000000003,110.543,99.6251,69.127,0.767787,25,7,32
2021,Ohio St.,23.09360000000001,120.415,97.3214,66.6032,0.920465,29,3,32
2021,Oklahoma,16.00479999999999,111.761,95.7562,67.0835,0.855378,27,5,32
2021,Oklahoma St.,16.2466,108.449,92.2024,72.0105,0.866038,28,4,32
2021,Old Dominion,1.5857000000000028,101.226,99.6403,67.234,0.545282,17,15,32
2021,Oral Roberts,3.5349999999999966,107.809,104.274,71.0499,0.594689,19,13,32
2021,Oregon,18.45190000000001,115.909,97.4571,67.1321,0.880163,28,4,32
2021,Oregon St.,14.2821,111.102,96.8199,65.154,0.829531,27,5,32
2021,Pacific,4.518500000000003,102.911,98.3925,66.3847,0.626301,20,12,32
2021,Penn St.,14.955700000000007,111.135,96.1793,68.8552,0.840517,27,5,32
2021,Pepperdine,8.799499999999995,108.277,99.4775,71.1606,0.726066,23,9,32
2021,Pittsburgh,7.472999999999999,107.783,100.31,68.548,0.695586,22,10,32
2021,Portland,-13.496899999999997,98.4191,111.916,71.0667,0.185746,6,26,32
2021,Portland St.,-6.9158999999999935,93.0921,100.008,69.0598,0.304887,10,22,32
2021,Prairie View A&M,-6.261600000000001,95.2684,101.53,68.7171,0.324736,10,22,32
2021,Presbyterian,-15.408999999999992,91.843,107.252,65.2828,0.14385,5,27,32
2021,Providence,12.3198,107.558,95.2382,66.5144,0.802026,26,6,32
2021,Purdue,18.040400000000005,112.343,94.3026,66.2641,0.88216,28,4,32
2021,Quinnipiac,-7.6601,92.3629,100.023,71.5406,0.285731,9,23,32
2021,Radford,-6.697800000000001,97.7272,104.425,63.6201,0.318149,10,22,32
2021,Rhode Island,4.520200000000003,103.375,98.8548,69.1802,0.625775,20,12,32
2021,Rice,-3.233000000000004,102.571,105.804,69.6656,0.411714,13,19,32
2021,Richmond,11.657599999999988,109.719,98.0614,68.5944,0.784442,25,7,32
2021,Rider,-12.030999999999992,100.055,112.086,67.7405,0.213186,7,25,32
2021,Robert Morris,-12.703400000000002,98.7006,111.404,66.8081,0.199035,6,26,32
2021,Rutgers,14.6267,106.713,92.0863,67.4413,0.844925,27,5,32
2021,SIU Edwardsville,-14.448800000000006,93.0792,107.528,68.0935,0.159828,5,27,32
2021,SMU,11.374499999999998,108.73,97.3555,69.2776,0.780872,25,7,32
2021,Sacramento St.,-8.738000000000014,102.445,111.183,64.7455,0.280653,9,23,32
2021,Sacred Heart,-12.892800000000008,99.7862,112.679,66.259,0.198222,6,26,32
2021,Saint Joseph's,-3.2310000000000088,101.439,104.67,72.336,0.410803,13,19,32
2021,Saint Louis,14.07050000000001,109.772,95.7015,68.0014,0.828839,27,5,32
2021,Saint Mary's,9.497399999999999,99.7809,90.2835,63.3594,0.759555,24,8,32
2021,Saint Peter's,-5.077399999999997,90.5629,95.6403,66.9682,0.348118,11,21,32
2021,Sam Houston St.,-2.0859999999999985,100.393,102.479,70.7937,0.441171,14,18,32
2021,Samford,-7.106500000000011,96.7545,103.861,72.8875,0.306814,10,22,32
2021,San Diego,-1.8462999999999994,98.0658,99.9121,70.118,0.446582,14,18,32
2021,San Diego St.,19.75670000000001,111.26,91.5033,65.5288,0.904493,29,3,32
2021,San Francisco,7.087000000000003,105.419,98.332,68.2892,0.690047,22,10,32
2021,San Jose St.,-13.39200000000001,96.999,110.391,72.1408,0.184329,6,26,32
2021,Santa Clara,2.386599999999987,101.344,98.9574,70.6458,0.568081,18,14,32
2021,Seattle,-3.7261000000000024,98.2919,102.018,69.1169,0.394638,13,19,32
2021,Seton Hall,13.813999999999993,109,95.186,66.8749,0.826123,26,6,32
2021,Siena,-2.8233000000000033,99.5847,102.408,65.4293,0.420305,13,19,32
2021,South Alabama,-5.390000000000001,102.366,107.756,66.5013,0.356623,11,21,32
2021,South Carolina,3.055000000000007,103.176,100.121,74.291,0.585571,19,13,32
2021,South Carolina St.,-25.78800000000001,86.142,111.93,72.6072,0.0469036,2,30,32
2021,South Dakota,1.3619999999999948,107.368,106.006,68.9333,0.536655,17,15,32
2021,South Dakota St.,3.9909999999999997,109.658,105.667,71.0719,0.605008,19,13,32
2021,South Florida,-1.6069999999999993,100.631,102.238,67.051,0.454598,15,17,32
2021,Southeast Missouri St.,-9.894100000000009,95.4639,105.358,68.354,0.24341,8,24,32
2021,Southeastern Louisiana,-20.325099999999992,91.8729,112.198,68.6174,0.0912565,3,29,32
2021,Southern,-12.817999999999998,91.64,104.458,70.4688,0.181595,6,26,32
2021,Southern Illinois,-2.3464000000000027,99.6446,101.991,66.0172,0.433492,14,18,32
2021,Southern Miss,-9.431299999999993,92.1597,101.591,67.0546,0.245914,8,24,32
2021,Southern Utah,1.813999999999993,107.463,105.649,70.0244,0.5488,18,14,32
2021,St. Bonaventure,16.542600000000007,109.778,93.2354,64.3888,0.867413,28,4,32
2021,St. Francis NY,-12.629000000000005,101.064,113.693,72.2182,0.205201,7,25,32
2021,St. Francis PA,-12.952700000000007,94.8073,107.76,68.5933,0.186526,6,26,32
2021,St. John's,11.30340000000001,110.349,99.0456,73.611,0.776052,25,7,32
2021,Stanford,12.305800000000005,105.063,92.7572,69.1901,0.807308,26,6,32
2021,Stephen F. Austin,0.21699999999999875,102.711,102.494,69.4555,0.506066,16,16,32
2021,Stetson,-6.438999999999993,100.9,107.339,67.3612,0.329295,11,21,32
2021,Stony Brook,-6.418400000000005,94.5666,100.985,66.5699,0.319702,10,22,32
2021,Syracuse,16.56989999999999,113.377,96.8071,68.5474,0.860202,28,4,32
2021,TCU,4.187000000000012,104.421,100.234,66.729,0.615531,20,12,32
2021,Tarleton St.,-3.962600000000009,98.9614,102.924,64.4107,0.388999,12,20,32
2021,Temple,3.085099999999997,101.896,98.8109,68.0115,0.587484,19,13,32
2021,Tennessee,17.69489999999999,107.669,89.9741,66.7364,0.887422,28,4,32
2021,Tennessee Martin,-19.099800000000002,93.5132,112.613,67.302,0.105517,3,29,32
2021,Tennessee St.,-14.177700000000002,92.1053,106.283,70.7762,0.161581,5,27,32
2021,Tennessee Tech,-13.666399999999996,95.7846,109.451,69.0027,0.177444,6,26,32
2021,Texas,19.5933,112.702,93.1087,68.6542,0.899914,29,3,32
2021,Texas A&M,3.3722999999999956,102.523,99.1507,64.6989,0.594978,19,13,32
2021,Texas A&M Corpus Chris,-18.0813,90.3707,108.452,69.2942,0.10934,3,29,32
2021,Texas Southern,-5.283999999999992,98.102,103.386,71.1344,0.353595,11,21,32
2021,Texas St.,-0.1501999999999981,99.4644,99.6146,62.618,0.495661,16,16,32
2021,Texas Tech,20.087399999999988,111.978,91.8906,65.345,0.906667,29,3,32
2021,The Citadel,-6.632000000000005,102.856,109.488,73.7927,0.32771,10,22,32
2021,Toledo,10.951999999999998,112.908,101.956,68.7062,0.763756,24,8,32
2021,Towson,-12.502700000000004,99.0513,111.554,65.6409,0.203102,6,26,32
2021,Troy,-11.679400000000001,92.8226,104.502,68.1248,0.203757,7,25,32
2021,Tulane,0.9054999999999893,99.0195,98.114,67.1514,0.526386,17,15,32
2021,Tulsa,2.634200000000007,101.497,98.8628,65.7481,0.575044,18,14,32
2021,UAB,7.942599999999999,102.572,94.6294,67.2865,0.716442,23,9,32
2021,UC Davis,-5.328600000000009,97.0324,102.361,69.281,0.350964,11,21,32
2021,UC Irvine,5.219999999999999,99.574,94.354,67.5358,0.650047,21,11,32
2021,UC Riverside,5.467099999999988,102.951,97.4839,66.5269,0.651919,21,11,32
2021,UC San Diego,-7.792999999999992,101.679,109.472,68.9875,0.299589,10,22,32
2021,UC Santa Barbara,10.8763,108.388,97.5117,65.3456,0.771364,25,7,32
2021,UCF,7.549400000000006,106.247,98.6976,66.7991,0.700074,22,10,32
2021,UCLA,20.3913,115.961,95.5697,63.7093,0.902387,29,3,32
2021,UMBC,-0.32799999999998875,100.254,100.582,67.88,0.490599,16,16,32
2021,UMKC,-5.029300000000006,96.2517,101.281,62.4618,0.35762,11,21,32
2021,UMass Lowell,-7.482399999999998,98.7246,106.207,69.1827,0.301494,10,22,32
2021,UNC Asheville,-7.976599999999991,99.4654,107.442,68.6626,0.291696,9,23,32
2021,UNC Greensboro,4.383100000000013,101.912,97.5289,67.9422,0.623765,20,12,32
2021,UNC Wilmington,-8.232,101.757,109.989,69.598,0.290165,9,23,32
2021,UNLV,-0.41100000000000136,103.441,103.852,65.8049,0.488594,16,16,32
2021,USC,23.814899999999994,114.32,90.5051,66.8426,0.936213,30,2,32
2021,USC Upstate,-14.580700000000007,94.8723,109.453,68.4679,0.161904,5,27,32
2021,UT Arlington,-7.891600000000011,98.3954,106.287,69.3011,0.291686,9,23,32
2021,UT Rio Grande Valley,-11.379800000000003,90.6382,102.018,70.28,0.204208,7,25,32
2021,UTEP,3.196700000000007,103.022,99.8253,67.4043,0.589649,19,13,32
2021,UTSA,1.1899999999999977,106.136,104.946,71.6511,0.532366,17,15,32
2021,Utah,15.020700000000005,112.552,97.5313,67.3472,0.83852,27,5,32
2021,Utah St.,13.988899999999987,104.338,90.3491,68.7413,0.83963,27,5,32
2021,Utah Valley,-2.953000000000003,100.971,103.924,70.0418,0.417876,13,19,32
2021,VCU,14.176299999999998,104.506,90.3297,69.7589,0.842428,27,5,32
2021,VMI,-0.1980000000000075,105.955,106.153,70.0139,0.494635,16,16,32
2021,Valparaiso,-3.120899999999992,96.2595,99.3804,66.9259,0.409281,13,19,32
2021,Vanderbilt,7.807999999999993,108.079,100.271,68.2846,0.703143,23,9,32
2021,Vermont,1.793999999999997,105.166,103.372,66.1417,0.549313,18,14,32
2021,Villanova,21.6751,118.469,96.7939,64.1365,0.910828,29,3,32
2021,Virginia,19.281400000000005,113.754,94.4726,59.7051,0.89434,29,3,32
2021,Virginia Tech,14.495900000000006,109.476,94.9801,66.1083,0.836637,27,5,32
2021,Wagner,-4.837999999999994,101.143,105.981,65.0524,0.368824,12,20,32
2021,Wake Forest,0.7430000000000092,101.921,101.178,66.5678,0.521025,17,15,32
2021,Washington,1.5859999999999985,102.437,100.851,70.824,0.544748,17,15,32
2021,Washington St.,10.206500000000005,102.358,92.1515,67.7446,0.769948,25,7,32
2021,Weber St.,1.8029999999999973,105.878,104.075,71.5614,0.549209,18,14,32
2021,West Virginia,19.703400000000002,116.18,96.4766,69.2055,0.894463,29,3,32
2021,Western Carolina,-7.0589999999999975,100.031,107.09,70.3817,0.313438,10,22,32
2021,Western Illinois,-11.302900000000008,97.4151,108.718,71.5173,0.220565,7,25,32
2021,Western Kentucky,8.0916,106.008,97.9164,67.6269,0.713638,23,9,32
2021,Western Michigan,-7.702500000000001,95.6125,103.315,66.1475,0.29091,9,23,32
2021,Wichita St.,11.047600000000003,108.363,97.3154,67.0127,0.774971,25,7,32
2021,William & Mary,-11.476500000000001,94.6965,106.173,67.9593,0.211564,7,25,32
2021,Winthrop,7.544600000000003,104.654,97.1094,73.3325,0.702745,22,10,32
2021,Wisconsin,21.1772,112.522,91.3448,64.5983,0.91666,29,3,32
2021,Wofford,1.5430000000000064,105.052,103.509,65.5877,0.542438,17,15,32
2021,Wright St.,9.688500000000005,106.952,97.2635,71.1082,0.748757,24,8,32
2021,Wyoming,1.195999999999998,108.854,107.658,69.1786,0.531732,17,15,32
2021,Xavier,12.158100000000005,109.756,97.5979,68.1393,0.79415,25,7,32
2021,Youngstown St.,-6.543000000000006,101.883,108.426,67.1783,0.32832,11,21,32
2022,Abilene Christian,5.022400000000005,104.516,99.4936,70.2007,0.637928,20,12,32
2022,Air Force,-7.3652000000000015,95.8528,103.218,63.1897,0.299162,10,22,32
2022,Akron,3.8049999999999926,105.47,101.665,61.9483,0.604079,19,13,32
2022,Alabama,16.904399999999995,115.167,98.2626,71.829,0.861228,28,4,32
2022,Alabama A&M,-14.220600000000005,86.0984,100.319,66.5592,0.147051,5,27,32
2022,Alabama St.,-15.3549,95.7781,111.133,69.7548,0.153164,5,27,32
2022,Albany,-10.627099999999999,91.7079,102.335,65.2918,0.220811,7,25,32
2022,Alcorn St.,-6.511899999999997,97.4761,103.988,67.4146,0.322207,10,22,32
2022,American,-16.7307,93.1683,109.899,64.9675,0.130185,4,28,32
2022,Appalachian St.,1.0952000000000055,100.652,99.5568,64.4304,0.5314,17,15,32
2022,Arizona,24.3065,118.038,93.7315,72.2585,0.934109,30,2,32
2022,Arizona St.,8.659099999999995,100.636,91.9769,67.2856,0.737814,24,8,32
2022,Arkansas,18.020700000000005,108.703,90.6823,70.6275,0.88938,28,4,32
2022,Arkansas Pine Bluff,-22.211,97.592,119.803,67.4249,0.0864256,3,29,32
2022,Arkansas St.,-2.5837000000000074,97.9503,100.534,68.1805,0.425692,14,18,32
2022,Army,-10.725899999999996,96.3061,107.032,69.012,0.228942,7,25,32
2022,Auburn,21.666600000000003,111.675,90.0084,69.991,0.922756,30,2,32
2022,Austin Peay,-9.544799999999995,94.6662,104.211,64.6484,0.248851,8,24,32
2022,BYU,10.559899999999999,108.404,97.8441,67.8456,0.764692,24,8,32
2022,Ball St.,-6.829999999999998,101.24,108.07,69.9973,0.320665,10,22,32
2022,Baylor,26.4503,117.777,91.3267,67.5563,0.94907,30,2,32
2022,Bellarmine,-1.3430000000000035,107.968,109.311,62.2916,0.464504,15,17,32
2022,Belmont,8.247699999999995,106.606,98.3583,69.0368,0.716267,23,9,32
2022,Bethune Cookman,-16.7325,93.3505,110.083,65.9711,0.130561,4,28,32
2022,Binghamton,-11.819099999999992,93.6389,105.458,67.0733,0.203112,6,26,32
2022,Boise St.,14.655900000000003,107.586,92.9301,64.5215,0.843442,27,5,32
2022,Boston College,5.154399999999995,103.911,98.7566,64.9811,0.642241,21,11,32
2022,Boston University,-5.1640000000000015,104.342,109.506,64.9409,0.364588,12,20,32
2022,Bowling Green,-9.287999999999997,102.657,111.945,72.708,0.269725,9,23,32
2022,Bradley,6.6644000000000005,102.811,96.1466,67.3338,0.683674,22,10,32
2022,Brown,-4.7638999999999925,98.8241,103.588,67.5496,0.367863,12,20,32
2022,Bryant,-1.257000000000005,102.868,104.125,72.2805,0.465123,15,17,32
2022,Bucknell,-15.397999999999996,100.672,116.07,67.8497,0.162911,5,27,32
2022,Buffalo,1.9320000000000022,105.66,103.728,71.0794,0.552862,18,14,32
2022,Butler,4.6913000000000125,102.275,97.5837,63.8094,0.631815,20,12,32
2022,Cal Baptist,-4.018299999999996,98.1367,102.155,67.2694,0.386635,12,20,32
2022,Cal Poly,-11.025599999999997,93.1704,104.196,64.5842,0.216499,7,25,32
2022,Cal St. Bakersfield,-10.815000000000012,96.734,107.549,64.3671,0.228153,7,25,32
2022,Cal St. Fullerton,-1.161999999999992,101.956,103.118,66.0182,0.467474,15,17,32
2022,Cal St. Northridge,-16.6468,93.5282,110.175,64.8649,0.131957,4,28,32
2022,California,2.8397999999999968,100.032,97.1922,64.1295,0.582052,19,13,32
2022,Campbell,-2.3569999999999993,100.12,102.477,62.2835,0.433496,14,18,32
2022,Canisius,-9.215000000000003,95.89,105.105,68.2659,0.258224,8,24,32
2022,Central Arkansas,-11.087500000000006,99.5295,110.617,72.0572,0.228891,7,25,32
2022,Central Connecticut,-22.5261,90.0149,112.541,65.0757,0.0711965,2,30,32
2022,Central Michigan,-13.981799999999993,95.1482,109.13,67.5667,0.171263,5,27,32
